stamp,self_id,target_id,com_global_x,com_global_y,com_global_z,gt_x,gt_y,gt_z,com_error_x,com_error_y,com_error_z,com_error_norm,com_stamp_dt
14.630888889,0,1,1.975334618,-0.028706991,0.346065356,2.037717225,-0.019609174,0.447468812,-0.062382607,-0.009097817,-0.101403456,0.119402767,0.075111111
14.630888889,0,2,2.120698595,1.915626287,0.426023747,2.035190611,1.966093189,0.598067858,0.085507985,-0.050466902,-0.172044111,0.198639623,-0.138222222
14.630888889,0,3,0.021036031,1.978820344,0.410440743,0.006496433,1.952489135,0.529180153,0.014539598,0.026331209,-0.118739410,0.122489918,0.063111111
14.631777778,0,1,2.064032817,0.032335563,0.360300474,2.037717225,-0.019609174,0.447468812,0.026315592,0.051944737,-0.087168338,0.104828838,0.038666666
14.631777778,0,2,2.089609011,1.958018136,0.434729594,2.035190611,1.966093189,0.598067858,0.054418401,-0.008075052,-0.163338264,0.172354162,-0.002444445
14.631777778,0,3,0.106046601,1.941930627,0.369900491,0.006496433,1.952489135,0.529180153,0.099550168,-0.010558508,-0.159279662,0.188126895,-0.036222222
14.655613169,0,1,2.104647058,0.025881805,0.387650149,2.038424408,-0.019965384,0.460561265,0.066222650,0.045847189,-0.072911116,0.108643614,-0.021144033
14.655613169,0,2,1.995163602,1.989709013,0.462117378,2.035420594,1.965891017,0.611769388,-0.040256992,0.023817996,-0.149652009,0.156791729,0.021349794
14.655613169,0,3,0.083194207,1.964291702,0.394202576,0.006446240,1.951943835,0.542897187,0.076747967,0.012347867,-0.148694611,0.167787984,-0.000205762
14.886576132,0,1,2.102159291,0.020455337,0.547269671,2.045722026,-0.023688165,0.629308492,0.056437265,0.044143503,-0.082038821,0.108922825,-0.148847737
14.886576132,0,2,2.047366610,1.961202382,0.670905100,2.036971761,1.964925373,0.783229599,0.010394849,-0.003722991,-0.112324500,0.112865880,0.039423868
14.886576132,0,3,0.017713163,1.971340046,0.595436312,0.005252589,1.947208701,0.717051269,0.012460575,0.024131345,-0.121614957,0.124610535,0.109423868
15.039333333,0,1,2.064273610,-0.023894019,0.642118961,2.048812881,-0.025211788,0.741854241,0.015460730,0.001317769,-0.099735280,0.100935112,-0.037333333
15.039333333,0,2,2.045924405,1.963663752,0.773084691,2.036966621,1.965543625,0.893558383,0.008957784,-0.001879873,-0.120473692,0.120820885,-0.015333333
