stamp,self_id,target_id,com_global_x,com_global_y,com_global_z,gt_x,gt_y,gt_z,com_error_x,com_error_y,com_error_z,com_error_norm,com_stamp_dt
14.623333333,1,0,0.015523067,0.024766073,0.372216857,0.035486310,-0.028420402,0.446912042,-0.019963242,0.053186475,-0.074695184,0.093844034,0.020666667
14.623333333,1,2,2.036581874,1.967361802,0.364790540,2.003702077,1.963468139,0.479993819,0.032879797,0.003893663,-0.115203279,0.119866747,-0.021333333
14.623333333,1,3,0.024363498,1.977915652,0.466611803,0.017947585,1.965761455,0.566767941,0.006415912,0.012154197,-0.100156137,0.101094709,0.000666667
14.607333333,1,0,-0.027297943,0.002130820,0.445102164,0.035422181,-0.028373579,0.445601978,-0.062720124,0.030504399,-0.000499814,0.069746557,0.004000000
14.607333333,1,2,2.040899078,1.964643669,0.413070550,2.003704572,1.963511664,0.478669017,0.037194506,0.001132005,-0.065598467,0.075417979,0.018000000
14.607333333,1,3,0.064025811,2.009587586,0.481247283,0.017924596,1.965794561,0.565406312,0.046101215,0.043793025,-0.084159029,0.105479349,-0.022000000
14.617506173,1,0,-0.046500118,-0.014982542,0.449385193,0.035486310,-0.028420402,0.446912042,-0.081986428,0.013437860,0.002473152,0.083117187,-0.002543210
14.617506173,1,2,2.071286623,1.936139350,0.418252582,2.003702077,1.963468139,0.479993819,0.067584546,-0.027328789,-0.061741236,0.095532789,-0.010839507
14.617506173,1,3,0.029155831,2.003493268,0.485677322,0.017947585,1.965761455,0.566767941,0.011208246,0.037731813,-0.081090618,0.090138798,0.013382716
14.910444444,1,0,-0.007547011,-0.006645779,0.658335447,0.042442404,-0.033152007,0.632608322,-0.049989414,0.026506228,0.025727125,0.062156308,-0.001111111
14.910444444,1,2,2.038166640,1.967244229,0.579708651,2.003476113,1.959554235,0.666302678,0.034690528,0.007689994,-0.086594027,0.093600717,-0.008444444
14.910444444,1,3,0.027191730,1.972041663,0.654620323,0.020906842,1.962699443,0.755511662,0.006284888,0.009342219,-0.100891338,0.101517678,0.009555556
14.865352538,1,0,0.043709207,-0.009952538,0.636305530,0.041584014,-0.032627099,0.602793360,0.002125192,0.022674561,0.033512170,0.040518116,0.011272976
14.865352538,1,2,2.020285172,1.973217807,0.602531423,2.003474326,1.959916650,0.636571500,0.016810846,0.013301157,-0.034040077,0.040227505,0.046425240
