stamp,phase,self_id,target_id,uwb_dt,camera_dt,com_dt,rel_gt_x,rel_gt_y,rel_gt_z,rel_pred_x,rel_pred_y,rel_pred_z,uwb_meas,uwb_pred,uwb_residual,alpha_meas,alpha_pred,alpha_residual,theta_meas,theta_pred,theta_residual,xy_residual_x,xy_residual_y,cost_uwb,cost_angle,cost_xy,cost_ins,cam_target_valid,angle_constraint_valid,xy_constraint_valid
14.700000000,pre,2,0,-0.002000000,0.020000000,-0.100000000,-1.987593605,-1.996380830,0.064897793,-2.037705704,-1.976910350,0.042149492,2.852163452,2.839400579,0.012762873,nan,nan,nan,nan,nan,nan,nan,nan,0.065156367,nan,nan,0.000000000,0,0,0
14.700000000,pre,2,1,-0.002000000,0.020000000,0.134000000,-0.004419201,-2.005559803,0.085528861,-0.063831871,-1.998514855,0.026551424,2.034182921,1.999710257,0.034472663,nan,nan,nan,nan,nan,nan,nan,nan,0.475345811,nan,nan,0.000000000,0,0,0
14.700000000,pre,2,3,-0.002000000,0.020000000,0.180000000,-2.001119230,-0.005205376,-0.019694128,-2.019471584,0.011604177,-0.035120283,2.027146365,2.019810281,0.007336084,nan,nan,nan,nan,nan,nan,nan,nan,0.021527250,nan,nan,0.000000000,0,0,0
14.700000000,post,2,0,-0.002000000,0.020000000,-0.100000000,-1.987593605,-1.996380830,0.064897793,-2.039241647,-2.005546346,0.042149492,2.852163452,2.860506812,-0.008343360,nan,nan,nan,nan,nan,nan,nan,nan,0.027844664,nan,nan,0.000000000,0,0,0
14.700000000,post,2,1,-0.002000000,0.020000000,0.134000000,-0.004419201,-2.005559803,0.085528861,-0.065367814,-2.027150852,0.026551424,2.034182921,2.028378295,0.005804626,nan,nan,nan,nan,nan,nan,nan,nan,0.013477474,nan,nan,0.000000000,0,0,0
14.700000000,post,2,3,-0.002000000,0.020000000,0.180000000,-2.001119230,-0.005205376,-0.019694128,-2.021007527,-0.017031820,-0.035120283,2.027146365,2.021384412,0.005761953,nan,nan,nan,nan,nan,nan,nan,nan,0.013280040,nan,nan,0.000000000,0,0,0
14.800000000,pre,2,0,0.018000000,0.022000000,-0.100000000,-1.988438020,-1.994884339,0.063891511,-2.105179227,-1.983454859,0.040304049,2.832884576,2.892662644,-0.059778068,nan,nan,nan,nan,nan,nan,nan,nan,1.429366952,nan,nan,0.000000000,0,0,0
14.800000000,pre,2,1,0.018000000,0.022000000,-0.200000000,-0.005633845,-2.004026241,0.084894877,-0.085969561,-2.074524873,0.015725827,1.986487496,2.076364977,-0.089877481,nan,nan,nan,nan,nan,nan,nan,nan,3.231184602,nan,nan,0.000000000,0,0,0
14.800000000,pre,2,3,0.018000000,0.022000000,-0.100000000,-2.001165920,-0.005030692,-0.020946081,-1.987155140,-0.009273442,-0.046453890,1.977132578,1.987719677,-0.010587099,nan,nan,nan,nan,nan,nan,nan,nan,0.044834666,nan,nan,0.000000000,0,0,0
14.800000000,post,2,0,0.018000000,0.022000000,-0.100000000,-1.988438020,-1.994884339,0.063891511,-2.096077224,-1.899800565,0.040304049,2.832884576,2.829205954,0.003678622,nan,nan,nan,nan,nan,nan,nan,nan,0.005412903,nan,nan,0.113294197,0,0,0
