seq,timestamp,self_id,target_id,filtered_distance,gt_distance
0,4.518000,2,0,2.858006,2.828427
0,4.518000,2,1,2.052692,2.000000
0,4.518000,2,3,1.941964,2.000000
1,4.558000,2,0,2.809957,2.828427
1,4.558000,2,1,2.007965,2.000000
1,4.558000,2,3,1.968826,2.000000
2,4.598000,2,0,2.787121,2.828427
2,4.598000,2,1,2.045221,2.000000
2,4.598000,2,3,2.008000,2.000000
3,4.638000,2,0,2.827446,2.828427
3,4.638000,2,1,2.035851,2.000000
3,4.638000,2,3,2.028693,2.000000
4,4.678000,2,0,2.816999,2.828427
4,4.678000,2,1,2.026823,2.000000
4,4.678000,2,3,2.040639,2.000000
5,4.718000,2,0,2.819459,2.828427
5,4.718000,2,1,1.998223,2.000000
5,4.718000,2,3,2.048810,2.000000
6,4.758000,2,0,2.825716,2.828427
6,4.758000,2,1,2.018243,2.000000
6,4.758000,2,3,2.029831,2.000000
7,4.798000,2,0,2.831838,2.828427
7,4.798000,2,1,1.969919,2.000000
7,4.798000,2,3,1.988095,2.000000
8,4.838000,2,0,2.810412,2.828427
8,4.838000,2,1,1.981843,2.000000
8,4.838000,2,3,1.982214,2.000000
9,4.878000,2,0,2.810637,2.828427
9,4.878000,2,1,1.984809,2.000000
9,4.878000,2,3,1.942752,2.000000
10,4.918000,2,0,2.798368,2.828427
10,4.918000,2,1,1.994224,2.000000
10,4.918000,2,3,1.933949,2.000000
11,4.958000,2,0,2.802543,2.828427
11,4.958000,2,1,1.957006,2.000000
11,4.958000,2,3,1.962775,2.000000
12,4.998000,2,0,2.798768,2.828427
12,4.998000,2,1,1.972031,2.000000
12,4.998000,2,3,1.980716,2.000000
13,5.038000,2,0,2.819965,2.828427
13,5.038000,2,1,1.949943,2.000000
13,5.038000,2,3,1.971591,2.000000
14,5.078000,2,0,2.810282,2.828427
14,5.078000,2,1,1.934869,2.000000
14,5.078000,2,3,1.989662,2.000000
15,5.118000,2,0,2.832165,2.828427
15,5.118000,2,1,1.906059,2.000000
15,5.118000,2,3,2.008165,2.000000
16,5.158000,2,0,2.829301,2.828427
16,5.158000,2,1,1.950924,2.000000
16,5.158000,2,3,1.981095,2.000000
17,5.198000,2,0,2.833593,2.828427
17,5.198000,2,1,1.957765,2.000000
17,5.198000,2,3,1.983255,2.000000
18,5.238000,2,0,2.831169,2.828427
18,5.238000,2,1,1.945047,2.000000
18,5.238000,2,3,1.966870,2.000000
19,5.278000,2,0,2.820087,2.828427
19,5.278000,2,1,1.942072,2.000000
19,5.278000,2,3,1.925077,2.000000
20,5.318000,2,0,2.798001,2.828427
20,5.318000,2,1,1.989035,2.000000
20,5.318000,2,3,1.922731,2.000000
21,5.358000,2,0,2.809455,2.828427
21,5.358000,2,1,1.960591,2.000000
21,5.358000,2,3,1.965863,2.000000
22,5.398000,2,0,2.797114,2.828427
22,5.398000,2,1,1.932775,2.000000
22,5.398000,2,3,1.981439,2.000000
23,5.438000,2,0,2.786095,2.828427
23,5.438000,2,1,1.949014,2.000000
23,5.438000,2,3,2.011866,2.000000
24,5.478000,2,0,2.824496,2.828427
24,5.478000,2,1,1.962931,2.000000
24,5.478000,2,3,2.069250,2.000000
25,5.518000,2,0,2.804736,2.828427
25,5.518000,2,1,1.949151,2.000000
25,5.518000,2,3,2.076329,2.000000
26,5.558000,2,0,2.820442,2.828427
26,5.558000,2,1,1.953014,2.000000
26,5.558000,2,3,2.038621,2.000000
27,5.598000,2,0,2.833251,2.828427
27,5.598000,2,1,1.962882,2.000000
27,5.598000,2,3,1.994986,2.000000
28,5.638000,2,0,2.842309,2.828427
28,5.638000,2,1,1.989955,2.000000
28,5.638000,2,3,1.976141,2.000000
29,5.678000,2,0,2.858322,2.828427
29,5.678000,2,1,1.983032,2.000000
29,5.678000,2,3,1.954346,2.000000
30,5.718000,2,0,2.916831,2.828427
30,5.718000,2,1,1.976340,2.000000
30,5.718000,2,3,1.954272,2.000000
31,5.758000,2,0,2.876833,2.828427
31,5.758000,2,1,1.968454,2.000000
31,5.758000,2,3,1.935775,2.000000
32,5.798000,2,0,2.884150,2.828427
32,5.798000,2,1,2.025177,2.000000
32,5.798000,2,3,1.966920,2.000000
33,5.838000,2,0,2.857791,2.828427
33,5.838000,2,1,1.985669,2.000000
33,5.838000,2,3,1.975304,2.000000
34,5.878000,2,0,2.832902,2.828427
34,5.878000,2,1,1.974925,2.000000
34,5.878000,2,3,1.980626,2.000000
35,5.918000,2,0,2.816060,2.828427
35,5.918000,2,1,2.004117,2.000000
35,5.918000,2,3,1.977039,2.000000
36,5.958000,2,0,2.851300,2.828427
36,5.958000,2,1,2.018161,2.000000
36,5.958000,2,3,1.988443,2.000000
37,5.998000,2,0,2.853725,2.828427
37,5.998000,2,1,1.975020,2.000000
37,5.998000,2,3,1.997999,2.000000
38,6.038000,2,0,2.885126,2.828427
38,6.038000,2,1,2.023642,2.000000
38,6.038000,2,3,1.988306,2.000000
39,6.078000,2,0,2.905828,2.828427
39,6.078000,2,1,2.033112,2.000000
39,6.078000,2,3,1.980591,2.000000
40,6.118000,2,0,2.918321,2.828427
40,6.118000,2,1,2.029402,2.000000
40,6.118000,2,3,1.967645,2.000000
41,6.158000,2,1,2.039746,2.000000
41,6.158000,2,3,1.991391,2.000000
42,6.198000,2,0,2.905166,2.828427
42,6.198000,2,1,2.035956,2.000000
42,6.198000,2,3,1.985008,2.000000
43,6.238000,2,0,2.903850,2.828427
43,6.238000,2,1,1.994154,2.000000
43,6.238000,2,3,2.003663,2.000000
44,6.278000,2,0,2.884508,2.828427
44,6.278000,2,1,2.005287,2.000000
44,6.278000,2,3,2.017242,2.000000
45,6.318000,2,1,1.995452,2.000000
45,6.318000,2,3,2.038862,2.000000
46,6.358000,2,0,2.882624,2.828427
46,6.358000,2,1,1.990690,2.000000
46,6.358000,2,3,2.022800,2.000000
47,6.398000,2,0,2.861847,2.828427
47,6.398000,2,1,1.960109,2.000000
47,6.398000,2,3,2.026015,2.000000
48,6.438000,2,0,2.865900,2.828427
48,6.438000,2,1,1.982983,2.000000
48,6.438000,2,3,2.011316,2.000000
49,6.478000,2,0,2.877586,2.828427
49,6.478000,2,1,1.978675,2.000000
49,6.478000,2,3,2.022668,2.000000
50,6.518000,2,0,2.859160,2.828427
50,6.518000,2,1,1.978781,2.000000
50,6.518000,2,3,2.004229,2.000000
51,6.558000,2,0,2.836525,2.828427
51,6.558000,2,1,1.989567,2.000000
51,6.558000,2,3,2.024574,2.000000
52,6.598000,2,0,2.816194,2.828427
52,6.598000,2,1,2.037278,2.000000
52,6.598000,2,3,2.037483,2.000000
53,6.638000,2,0,2.802965,2.828427
53,6.638000,2,1,2.030489,2.000000
53,6.638000,2,3,2.017340,2.000000
54,6.678000,2,0,2.775171,2.828427
54,6.678000,2,1,2.028063,2.000000
54,6.678000,2,3,2.010652,2.000000
55,6.718000,2,0,2.735319,2.828427
55,6.718000,2,1,2.039578,2.000000
55,6.718000,2,3,2.012125,2.000000
56,6.758000,2,0,2.761275,2.828427
56,6.758000,2,3,2.002274,2.000000
57,6.798000,2,0,2.737068,2.828427
57,6.798000,2,1,1.998510,2.000000
57,6.798000,2,3,1.979412,2.000000
58,6.840000,2,0,2.744206,2.828427
58,6.840000,2,1,1.978985,2.000000
58,6.840000,2,3,1.977279,2.000000
59,6.880000,2,0,2.769964,2.828427
59,6.880000,2,1,1.971800,2.000000
59,6.880000,2,3,1.963695,2.000000
60,6.918000,2,0,2.865584,2.828427
60,6.918000,2,1,1.966302,2.000000
60,6.918000,2,3,1.940038,2.000000
61,6.958000,2,0,2.834990,2.828427
61,6.958000,2,1,1.925003,2.000000
61,6.958000,2,3,1.949280,2.000000
62,6.998000,2,0,2.864775,2.828427
62,6.998000,2,1,1.952923,2.000000
62,6.998000,2,3,1.977737,2.000000
63,7.038000,2,0,2.858008,2.828427
63,7.038000,2,1,1.965944,2.000000
63,7.038000,2,3,1.982950,2.000000
64,7.078000,2,0,2.839822,2.828427
64,7.078000,2,1,1.937416,2.000000
64,7.078000,2,3,1.990560,2.000000
65,7.118000,2,0,2.769587,2.828427
65,7.118000,2,1,1.936532,2.000000
65,7.118000,2,3,2.005732,2.000000
66,7.158000,2,0,2.747123,2.828427
66,7.158000,2,1,1.946423,2.000000
66,7.158000,2,3,2.007446,2.000000
67,7.198000,2,0,2.751531,2.828427
67,7.198000,2,1,1.926514,2.000000
67,7.198000,2,3,1.960797,2.000000
68,7.238000,2,0,2.746608,2.828427
68,7.238000,2,1,1.930348,2.000000
68,7.238000,2,3,1.979956,2.000000
69,7.280000,2,0,2.757588,2.828427
69,7.280000,2,1,1.984440,2.000000
69,7.280000,2,3,1.991608,2.000000
70,7.320000,2,0,2.814711,2.828427
70,7.320000,2,1,2.000811,2.000000
70,7.320000,2,3,1.980068,2.000000
71,7.358000,2,0,2.845697,2.828427
71,7.358000,2,1,2.019357,2.000000
71,7.358000,2,3,1.979805,2.000000
72,7.398000,2,0,2.861033,2.828427
72,7.398000,2,1,2.024524,2.000000
72,7.398000,2,3,2.031001,2.000000
73,7.438000,2,0,2.862862,2.828427
73,7.438000,2,1,2.029929,2.000000
73,7.438000,2,3,2.026672,2.000000
74,7.478000,2,0,2.847560,2.828427
74,7.478000,2,1,1.989490,2.000000
74,7.478000,2,3,2.042298,2.000000
75,7.518000,2,0,2.801358,2.828427
75,7.518000,2,1,1.964804,2.000000
75,7.518000,2,3,2.071143,2.000000
76,7.558000,2,0,2.816675,2.828427
76,7.558000,2,1,1.958919,2.000000
76,7.558000,2,3,2.084536,2.000000
77,7.598000,2,0,2.792350,2.828427
77,7.598000,2,1,1.957410,2.000000
77,7.598000,2,3,2.060993,2.000000
78,7.638000,2,0,2.788393,2.828427
78,7.638000,2,1,1.945321,2.000000
78,7.638000,2,3,2.073967,2.000000
79,7.678000,2,0,2.809299,2.828427
79,7.678000,2,1,1.944979,2.000000
79,7.678000,2,3,2.070546,2.000000
80,7.718000,2,0,2.792362,2.828427
80,7.718000,2,1,1.954181,2.000000
80,7.718000,2,3,2.086617,2.000000
81,7.758000,2,0,2.773879,2.828427
81,7.758000,2,1,1.929537,2.000000
81,7.758000,2,3,2.043495,2.000000
82,7.798000,2,0,2.778238,2.828427
82,7.798000,2,1,1.941219,2.000000
82,7.798000,2,3,2.050838,2.000000
83,7.838000,2,0,2.809854,2.828427
83,7.838000,2,1,1.956519,2.000000
83,7.838000,2,3,2.080170,2.000000
84,7.878000,2,0,2.811124,2.828427
84,7.878000,2,1,2.007849,2.000000
84,7.878000,2,3,2.041412,2.000000
85,7.918000,2,0,2.880644,2.828427
85,7.918000,2,1,2.027267,2.000000
85,7.918000,2,3,2.010953,2.000000
86,7.958000,2,0,2.886482,2.828427
86,7.958000,2,1,2.061965,2.000000
86,7.958000,2,3,2.027561,2.000000
87,7.998000,2,0,2.878228,2.828427
87,7.998000,2,1,2.032165,2.000000
87,7.998000,2,3,2.030918,2.000000
88,8.038000,2,0,2.870459,2.828427
88,8.038000,2,1,2.013202,2.000000
88,8.038000,2,3,1.981113,2.000000
89,8.078000,2,0,2.857359,2.828427
89,8.078000,2,1,1.984976,2.000000
89,8.078000,2,3,2.015146,2.000000
90,8.118000,2,0,2.821084,2.828427
90,8.118000,2,1,1.999214,2.000000
90,8.118000,2,3,2.037026,2.000000
91,8.158000,2,0,2.839832,2.828427
91,8.158000,2,1,1.981504,2.000000
91,8.158000,2,3,2.040437,2.000000
92,8.198000,2,0,2.855248,2.828427
92,8.198000,2,1,2.035340,2.000000
92,8.198000,2,3,2.022110,2.000000
93,8.238000,2,0,2.875971,2.828427
93,8.238000,2,1,2.052872,2.000000
93,8.238000,2,3,2.035840,2.000000
94,8.278000,2,0,2.898641,2.828427
94,8.278000,2,1,2.084785,2.000000
94,8.278000,2,3,2.011088,2.000000
95,8.318000,2,1,2.082042,2.000000
95,8.318000,2,3,1.994779,2.000000
96,8.358000,2,0,2.903656,2.828427
96,8.358000,2,1,2.078916,2.000000
96,8.358000,2,3,2.016208,2.000000
97,8.398000,2,0,2.869501,2.828427
97,8.398000,2,1,2.036690,2.000000
97,8.398000,2,3,2.015356,2.000000
98,8.438000,2,0,2.865861,2.828427
98,8.438000,2,1,2.038163,2.000000
98,8.438000,2,3,1.989618,2.000000
99,8.478000,2,0,2.821028,2.828427
99,8.478000,2,1,1.987045,2.000000
99,8.478000,2,3,1.979437,2.000000
100,8.518000,2,0,2.795456,2.828427
100,8.518000,2,1,1.944928,2.000000
100,8.518000,2,3,2.007053,2.000000
101,8.558000,2,0,2.791547,2.828427
101,8.558000,2,1,1.978060,2.000000
101,8.558000,2,3,1.988063,2.000000
102,8.598000,2,0,2.782247,2.828427
102,8.598000,2,1,2.014488,2.000000
102,8.598000,2,3,1.985819,2.000000
103,8.638000,2,0,2.791127,2.828427
103,8.638000,2,1,2.011788,2.000000
103,8.638000,2,3,2.004742,2.000000
104,8.678000,2,0,2.820803,2.828427
104,8.678000,2,1,1.996546,2.000000
104,8.678000,2,3,2.025168,2.000000
105,8.718000,2,0,2.809390,2.828427
105,8.718000,2,1,2.001935,2.000000
105,8.718000,2,3,1.996639,2.000000
106,8.758000,2,0,2.806898,2.828427
106,8.758000,2,1,2.001806,2.000000
106,8.758000,2,3,1.995446,2.000000
107,8.802000,2,0,2.829651,2.828427
107,8.802000,2,1,1.957755,2.000000
107,8.802000,2,3,2.007471,2.000000
108,8.838000,2,0,2.807558,2.828427
108,8.838000,2,1,1.955518,2.000000
108,8.838000,2,3,2.014106,2.000000
109,8.878000,2,0,2.789448,2.828427
109,8.878000,2,1,1.987628,2.000000
