seq,timestamp,self_id,target_id,filtered_distance,gt_distance
0,4.558000,1,0,1.950541,2.000000
0,4.558000,1,2,1.946574,2.000000
0,4.558000,1,3,2.814607,2.828427
1,4.598000,1,0,2.000733,2.000000
1,4.598000,1,2,2.045753,2.000000
1,4.598000,1,3,2.826061,2.828427
2,4.638000,1,0,2.018020,2.000000
2,4.638000,1,2,2.016988,2.000000
2,4.638000,1,3,2.821568,2.828427
3,4.678000,1,0,2.010198,2.000000
3,4.678000,1,2,1.957771,2.000000
3,4.678000,1,3,2.832263,2.828427
4,4.718000,1,0,2.007738,2.000000
4,4.718000,1,2,1.965842,2.000000
4,4.718000,1,3,2.850030,2.828427
5,4.758000,1,0,1.994925,2.000000
5,4.758000,1,2,1.963186,2.000000
5,4.758000,1,3,2.836402,2.828427
6,4.798000,1,0,1.985514,2.000000
6,4.798000,1,2,1.980012,2.000000
6,4.798000,1,3,2.820948,2.828427
7,4.838000,1,0,1.984468,2.000000
7,4.838000,1,2,2.015835,2.000000
7,4.838000,1,3,2.832983,2.828427
8,4.878000,1,0,2.000192,2.000000
8,4.878000,1,2,2.059240,2.000000
8,4.878000,1,3,2.848947,2.828427
9,4.918000,1,0,2.002716,2.000000
9,4.918000,1,2,2.056903,2.000000
9,4.918000,1,3,2.835738,2.828427
10,4.958000,1,0,2.039770,2.000000
10,4.958000,1,2,2.073425,2.000000
10,4.958000,1,3,2.882203,2.828427
11,4.998000,1,0,2.048188,2.000000
11,4.998000,1,2,2.029150,2.000000
11,4.998000,1,3,2.903529,2.828427
12,5.038000,1,0,2.085254,2.000000
12,5.038000,1,2,1.978957,2.000000
12,5.038000,1,3,2.882756,2.828427
13,5.078000,1,0,2.073023,2.000000
13,5.078000,1,2,1.971929,2.000000
13,5.078000,1,3,2.859246,2.828427
14,5.118000,1,0,2.070405,2.000000
14,5.118000,1,2,1.959354,2.000000
14,5.118000,1,3,2.829001,2.828427
15,5.158000,1,0,2.057091,2.000000
