stamp,oracle,com_dt_0,com_age_0,com_dt_1,com_age_1,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,uwb_stddev,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
35.927481481,0,-0.072148148,0.072148148,-0.070370370,0.070370370,0.142518519,0.142518519,-0.017481481,0.017481481,-0.123481481,0.123481481,-0.001481481,0.001481481,0.008518519,0.008518519,1,0.050000000,1,0,0,0,0,0,0,0.045809572,-0.067989169,0.366618257
35.943975309,0,0.010024691,0.010024691,0.013802469,0.013802469,-0.023827161,0.023827161,0.006024691,0.006024691,0.060024691,0.060024691,0.002024691,0.002024691,-0.005975309,0.005975309,1,0.050000000,1,0,0,0,0,0,0,0.068635605,-0.096736796,0.382522955
36.081176955,0,-0.089473251,0.089473251,-0.097349795,0.097349795,0.186823045,0.186823045,-0.011176955,0.011176955,-0.077176955,0.077176955,0.008823045,0.008823045,0.006823045,0.006823045,1,0.050000000,1,0,0,0,0,0,0,0.050712225,-0.077089347,0.477071239
36.346666667,0,-0.022666667,0.022666667,0.001333333,0.001333333,0.021333333,0.021333333,0.003333333,0.003333333,-0.242666667,0.242666667,0.001333333,0.001333333,0.003333333,0.003333333,1,0.050000000,1,0,0,0,0,0,0,0.037415331,-0.024829561,0.663751694
36.214020119,0,-0.047411066,0.047411066,0.010372199,0.010372199,0.037038866,0.037038866,0.015979881,0.015979881,-0.110020119,0.110020119,-0.006020119,0.006020119,-0.014020119,0.014020119,1,0.050000000,1,0,0,0,0,0,0,-0.018523249,-0.096340439,0.559622529
36.376494742,0,-0.110769090,0.110769090,-0.082736169,0.082736169,0.193505258,0.193505258,0.013505258,0.013505258,-0.072494742,0.072494742,-0.008494742,0.008494742,0.011505258,0.011505258,1,0.050000000,1,0,0,0,0,0,0,0.041136053,-0.074524787,0.677157434
36.646000000,0,-0.026000000,0.026000000,0.002000000,0.002000000,0.024000000,0.024000000,-0.016000000,0.016000000,-0.142000000,0.142000000,0.002000000,0.002000000,0.006000000,0.006000000,1,0.050000000,1,0,0,0,0,0,0,-0.013295810,-0.005164355,0.875449299
36.513638673,0,-0.043052482,0.043052482,0.008526241,0.008526241,0.034526241,0.034526241,-0.003638673,0.003638673,-0.009638673,0.009638673,-0.005638673,0.005638673,-0.011638673,0.011638673,1,0.050000000,1,0,0,0,0,0,0,0.038556042,-0.083954020,0.784972029
36.676786770,0,-0.111955189,0.111955189,-0.081258040,0.081258040,0.193213230,0.193213230,-0.006786770,0.006786770,-0.072786770,0.072786770,-0.010786770,0.010786770,0.013213230,0.013213230,1,0.050000000,1,0,0,0,0,0,0,-0.030666258,-0.005069264,0.887880623
36.946666667,0,-0.024666667,0.024666667,0.001333333,0.001333333,0.023333333,0.023333333,0.003333333,0.003333333,-0.342666667,0.342666667,0.001333333,0.001333333,0.007333333,0.007333333,1,0.050000000,1,0,0,0,0,0,0,0.013705953,-0.010338200,1.085952095
36.814344696,0,-0.043168453,0.043168453,0.008584227,0.008584227,0.034584227,0.034584227,0.015655304,0.015655304,-0.010344696,0.010344696,-0.006344696,0.006344696,-0.010344696,0.010344696,1,0.050000000,1,0,0,0,0,0,0,-0.041253959,0.010256513,1.000417499
36.976958853,0,-0.112029930,0.112029930,-0.081011216,0.081011216,0.193041147,0.193041147,0.013041147,0.013041147,0.027041147,0.027041147,-0.008958853,0.008958853,0.013041147,0.013041147,1,0.050000000,1,0,0,0,0,0,0,-0.035102366,-0.003772624,1.099601319
37.246666667,0,-0.024666667,0.024666667,0.001333333,0.001333333,0.023333333,0.023333333,-0.016666667,0.016666667,-0.242666667,0.242666667,0.001333333,0.001333333,0.007333333,0.007333333,1,0.050000000,1,0,0,0,0,0,0,-0.000435298,0.054068346,1.307314653
37.114207260,0,-0.043558048,0.043558048,0.008779024,0.008779024,0.034779024,0.034779024,-0.004207260,0.004207260,-0.010207260,0.010207260,-0.006207260,0.006207260,-0.008207260,0.008207260,1,0.050000000,1,0,0,0,0,0,0,-0.019873779,0.042687953,1.209647000
37.276919415,0,-0.111933131,0.111933131,-0.081147455,0.081147455,0.193080585,0.193080585,-0.006919415,0.006919415,0.027080585,0.027080585,-0.008919415,0.008919415,0.015080585,0.015080585,1,0.050000000,1,0,0,0,0,0,0,-0.039873848,0.069421231,1.320941733
37.545333333,0,-0.025333333,0.025333333,0.000666667,0.000666667,0.024666667,0.024666667,0.004666667,0.004666667,-0.241333333,0.241333333,0.000666667,0.000666667,0.012666667,0.012666667,1,0.050000000,1,0,0,0,0,0,0,-0.014820860,-0.022816867,1.533937352
37.413734532,0,-0.042477212,0.042477212,0.008571940,0.008571940,0.033905273,0.033905273,0.016265468,0.016265468,-0.009734532,0.009734532,-0.007734532,0.007734532,-0.005734532,0.005734532,1,0.050000000,1,0,0,0,0,0,0,0.010695916,0.018736477,1.415522820
37.576612230,0,-0.112305758,0.112305758,-0.081082012,0.081082012,0.193387770,0.193387770,0.013387770,0.013387770,-0.172612230,0.172612230,0.009387770,0.009387770,-0.014612230,0.014612230,1,0.050000000,1,0,0,0,0,0,0,-0.049336571,-0.065383931,1.561069829
