stamp,oracle,com_dt_0,com_age_0,com_dt_1,com_age_1,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
11.844000000,0,-0.028000000,0.028000000,-0.022000000,0.022000000,0.050000000,0.050000000,0.012000000,0.012000000,nan,nan,-0.006000000,0.006000000,-0.006000000,0.006000000,0,0,0,0,0,0,0,0,-0.052546069,-0.091599227,0.089336303
11.944666667,0,-0.028666667,0.028666667,-0.022666667,0.022666667,0.051333333,0.051333333,-0.008666667,0.008666667,nan,nan,-0.006666667,0.006666667,0.007333333,0.007333333,0,0,0,0,0,0,0,0,0.078340212,-0.021364099,0.064309105
12.044000000,0,-0.028000000,0.028000000,-0.022000000,0.022000000,0.050000000,0.050000000,0.012000000,0.012000000,nan,nan,-0.006000000,0.006000000,0.016000000,0.016000000,0,0,0,0,0,0,0,0,0.122058232,-0.052529938,-0.046441889
12.144000000,0,-0.028000000,0.028000000,-0.022000000,0.022000000,0.050000000,0.050000000,-0.008000000,0.008000000,nan,nan,-0.004000000,0.004000000,-0.006000000,0.006000000,0,0,0,0,0,0,0,0,0.157944117,-0.084272651,0.065334347
12.244000000,0,-0.028000000,0.028000000,-0.022000000,0.022000000,0.050000000,0.050000000,0.012000000,0.012000000,nan,nan,-0.004000000,0.004000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0.198427276,-0.073535603,0.039584183
12.344666667,0,-0.028666667,0.028666667,-0.022666667,0.022666667,0.051333333,0.051333333,-0.008666667,0.008666667,-0.092666667,0.092666667,-0.008666667,0.008666667,-0.014666667,0.014666667,0,1,0,0,0,0,0,0,0.173154274,-0.049660620,0.037503900
12.444000000,0,-0.028000000,0.028000000,-0.022000000,0.022000000,0.050000000,0.050000000,0.012000000,0.012000000,-0.092000000,0.092000000,-0.004000000,0.004000000,0.000000000,0.000000000,0,1,0,0,0,0,0,0,0.155517273,-0.065846462,0.021621974
12.544000000,0,-0.028000000,0.028000000,-0.022000000,0.022000000,0.050000000,0.050000000,-0.008000000,0.008000000,-0.092000000,0.092000000,-0.004000000,0.004000000,0.010000000,0.010000000,0,1,0,0,0,0,0,0,0.140585720,-0.098060723,0.055317268
12.644000000,0,-0.028000000,0.028000000,-0.022000000,0.022000000,0.050000000,0.050000000,0.012000000,0.012000000,-0.092000000,0.092000000,-0.006000000,0.006000000,-0.010000000,0.010000000,0,1,0,0,0,0,0,0,0.135478946,-0.098886895,0.052503349
12.744000000,0,-0.028000000,0.028000000,-0.022000000,0.022000000,0.050000000,0.050000000,-0.008000000,0.008000000,-0.092000000,0.092000000,-0.006000000,0.006000000,0.002000000,0.002000000,0,1,0,0,0,0,0,0,0.124721426,-0.061167957,0.062631899
