seq,timestamp,self_id,target_id,filtered_distance,gt_distance
0,11.050000,0,1,1.934482,2.000000
0,11.050000,0,2,2.688506,2.828427
0,11.050000,0,3,1.918888,2.000000
1,11.050000,0,1,1.954331,2.000000
1,11.050000,0,2,2.828842,2.828427
1,11.050000,0,3,1.948599,2.000000
2,11.090000,0,1,1.997671,2.000000
2,11.090000,0,2,2.866842,2.828427
2,11.090000,0,3,1.957045,2.000000
3,11.130000,0,1,1.975105,2.000000
3,11.130000,0,2,2.884601,2.828427
3,11.130000,0,3,1.974759,2.000000
4,11.170000,0,1,1.967416,2.000000
4,11.170000,0,2,2.879321,2.828427
4,11.170000,0,3,2.004591,2.000000
5,11.210000,0,1,2.015285,2.000000
5,11.210000,0,2,2.899599,2.828427
5,11.210000,0,3,2.023324,2.000000
6,11.250000,0,1,2.023160,2.000000
6,11.250000,0,2,2.876392,2.828427
6,11.250000,0,3,2.049669,2.000000
7,11.290000,0,1,1.999523,2.000000
7,11.290000,0,2,2.847285,2.828427
7,11.290000,0,3,2.057815,2.000000
8,11.330000,0,1,1.996693,2.000000
8,11.330000,0,2,2.853582,2.828427
8,11.330000,0,3,2.056203,2.000000
9,11.370000,0,1,2.011019,2.000000
9,11.370000,0,2,2.873732,2.828427
9,11.370000,0,3,2.000638,2.000000
10,11.410000,0,1,1.968855,2.000000
10,11.410000,0,2,2.881986,2.828427
10,11.410000,0,3,1.980331,2.000000
11,11.450000,0,1,1.988222,2.000000
11,11.450000,0,2,2.873738,2.828427
11,11.450000,0,3,1.954890,2.000000
12,11.490000,0,1,1.989523,2.000000
12,11.490000,0,2,2.873067,2.828427
12,11.490000,0,3,1.924675,2.000000
13,11.530000,0,1,2.019840,2.000000
13,11.530000,0,2,2.825730,2.828427
13,11.530000,0,3,1.914761,2.000000
14,11.570000,0,1,1.996485,2.000000
14,11.570000,0,2,2.780943,2.828427
14,11.570000,0,3,1.954472,2.000000
15,11.610000,0,1,2.026035,2.000000
15,11.610000,0,2,2.767200,2.828427
15,11.610000,0,3,1.970504,2.000000
16,11.650000,0,1,1.999015,2.000000
16,11.650000,0,2,2.771447,2.828427
16,11.650000,0,3,1.979452,2.000000
17,11.692000,0,1,2.011342,2.000000
17,11.692000,0,2,2.792677,2.828427
