stamp,self_id,target_id,com_global_x,com_global_y,com_global_z,gt_x,gt_y,gt_z,com_error_x,com_error_y,com_error_z,com_error_norm,com_stamp_dt
14.600000000,3,0,0.031564416,-0.052240493,0.486827970,0.030834375,-0.023303474,0.662348427,0.000730042,-0.028937020,-0.175520458,0.177891301,0.000000000
14.600000000,3,1,2.014090116,-0.071034724,0.474075110,2.069523721,-0.022903653,0.618711559,-0.055433605,-0.048131071,-0.144636449,0.162201070,-0.100000000
14.600000000,3,2,2.055959713,1.970082991,0.488377832,2.051951566,1.969542873,0.581241631,0.004008148,0.000540118,-0.092863798,0.092951826,0.152000000
14.700000000,3,0,0.058083057,-0.053150044,0.559809705,0.030895484,-0.023014538,0.724844486,0.027187572,-0.030135506,-0.165034781,0.169952322,0.000000000
14.700000000,3,1,2.075250368,-0.073638938,0.541405510,2.070300720,-0.023461783,0.680409790,0.004949648,-0.050177155,-0.139004280,0.147866277,-0.100000000
14.700000000,3,2,2.054649432,1.968729124,0.544277122,2.053324226,1.968501171,0.644206462,0.001325206,0.000227953,-0.099929340,0.099938386,0.154000000
14.800000000,3,0,0.045692251,-0.067824404,0.633140195,0.030620895,-0.022417501,0.796320453,0.015071356,-0.045406902,-0.163180259,0.170049197,0.000000000
14.800000000,3,1,2.105888815,-0.077987110,0.611669297,2.070273743,-0.023858746,0.751343357,0.035615072,-0.054128364,-0.139674061,0.153971284,-0.100000000
14.800000000,3,2,2.077657203,1.940608243,0.584179614,2.054076948,1.967504714,0.716886589,0.023580254,-0.026896471,-0.132706974,0.137443041,-0.200000000
14.900000000,3,0,0.045496289,-0.067811476,0.695859878,0.030193332,-0.021822856,0.849898150,0.015302957,-0.045988620,-0.154038271,0.161483506,-0.100000000
14.900000000,3,1,2.069077289,-0.063859099,0.686795244,2.069674039,-0.024002069,0.804762845,-0.000596749,-0.039857030,-0.117967601,0.124520255,-0.100000000
14.900000000,3,2,2.086743620,1.913007225,0.663764803,2.054139445,1.966871481,0.771752054,0.032604175,-0.053864256,-0.107987251,0.125002547,-0.200000000
15.000000000,3,0,0.024269754,-0.052287683,0.785043379,0.029245051,-0.020748957,0.930583659,-0.004975297,-0.031538726,-0.145540279,0.149001402,0.000000000
15.000000000,3,1,2.028398762,-0.053120714,0.771034951,2.067924615,-0.024004690,0.885381088,-0.039525854,-0.029116024,-0.114346137,0.124439042,-0.100000000
15.000000000,3,2,2.033300794,1.920547362,0.741994493,2.053508717,1.966090714,0.854899794,-0.020207924,-0.045543352,-0.112905301,0.123410551,-0.200000000
15.100000000,3,0,0.038506875,-0.019218144,0.862122024,0.028074053,-0.019583001,1.008582822,0.010432822,0.000364856,-0.146460798,0.146832361,0.000000000
15.100000000,3,1,2.043473513,-0.056193061,0.841028687,2.065384156,-0.023822382,0.963484269,-0.021910644,-0.032370678,-0.122455582,0.128543015,-0.100000000
