stamp,flow_imu_dt,flow_gt_dt,flow_x,flow_y,gyro_x,gyro_y,tof_raw,tof_noise,tof_meas,pz_meas,vx_body_raw,vy_body_raw,vx_noise_std,vy_noise_std,vx_noise,vy_noise,vx_body_meas,vy_body_meas,gt_vx_body,gt_vy_body,est_vx_body,est_vy_body,meas_minus_gt_vx,meas_minus_gt_vy,meas_minus_est_vx,meas_minus_est_vy,velocity_update_accepted,velocity_nis,attitude_update_enabled,recovery_update,dtheta_x,dtheta_y,dtheta_z,height_update_accepted
24.738000000,0.000000000,0.016000000,-0.000010526,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,0.000000000,0.020000000,0.020000000,0.022341803,-0.006105138,0.022341803,-0.006105138,-0.004314033,0.009883205,-0.003312124,0.009673400,0.026655836,-0.015988342,0.025653927,-0.015778537,1,0.000453452,0,0,0.000000000,0.000000000,0.000000000,1
24.836000000,0.000000000,0.014000000,-0.000010526,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,0.000000000,0.020000000,0.020000000,0.001102693,0.020862752,0.001102693,0.020862752,-0.003106146,0.011013627,0.022336673,-0.006101983,0.004208839,0.009849125,-0.021233980,0.026964734,1,1.472620750,0,0,0.000000000,0.000000000,0.000000000,1
24.938000000,0.000000000,0.016000000,-0.000010526,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,0.000000000,0.020000000,0.020000000,0.007436819,0.009858962,0.007436819,0.009858962,-0.003583894,0.012738076,0.011720744,0.007379036,0.011020713,-0.002879115,-0.004283926,0.002479926,1,0.040838110,0,0,0.000000000,0.000000000,0.000000000,1
25.036000000,0.000000000,0.016000000,-0.000010527,0.000000000,0.000005435,-0.000201176,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,-0.000000000,0.020000000,0.020000000,0.012416808,0.025508805,0.012416808,0.025508805,-0.005067574,0.012658883,0.009200824,0.007465982,0.017484382,0.012849922,0.003215984,0.018042823,1,0.521539794,0,0,0.000000000,0.000000000,0.000000000,1
25.136000000,0.000000000,0.016000000,-0.000010527,0.000000000,0.000005435,0.000065140,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,0.000000000,0.020000000,0.020000000,-0.004475093,0.003209669,-0.004475093,0.003209669,-0.006110590,0.011341420,0.009655516,0.013119345,0.001635497,-0.008131751,-0.014130609,-0.009909676,1,0.075736926,0,0,-0.000000000,-0.000000000,-0.000000000,1
25.238000000,0.000000000,0.016000000,-0.000010527,0.000000000,0.000271751,-0.001000125,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,-0.000000000,0.020000000,0.020000000,0.009076917,-0.008171828,0.009076917,-0.008171828,-0.005895085,0.010555958,-0.000355720,0.003390517,0.014972002,-0.018727786,0.009432637,-0.011562344,1,0.054888570,0,0,0.000000000,0.000000000,0.000000000,1
25.338000000,0.000000000,0.016000000,-0.000010527,0.000000000,-0.000793514,0.000065140,0.200000003,0.000000000,0.000000000,-0.016909659,0.000000000,0.000000000,0.020000000,0.020000000,-0.005150700,-0.016944377,-0.005150700,-0.016944377,-0.006082388,0.010706888,0.008536916,-0.007700793,0.000931688,-0.027651266,-0.013687617,-0.009243585,1,0.070393780,0,0,-0.000000000,-0.000000000,-0.000000000,1
25.438000000,0.000000000,0.016000000,-0.000010527,0.000000000,0.000005435,0.000065140,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,0.000000000,0.020000000,0.020000000,0.038406993,0.009537816,0.038406993,0.009537816,-0.006016212,0.009428794,-0.003209760,-0.019296628,0.044423205,0.000109022,0.041616753,0.028834444,1,0.659321977,0,0,0.000000000,0.000000000,0.000000000,1
25.538000000,0.000000000,0.016000000,-0.000010527,0.000000000,0.000005435,0.000597772,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,0.000000000,0.020000000,0.020000000,-0.014775800,-0.002476460,-0.014775800,-0.002476460,-0.006659476,0.007258021,0.034468618,0.004818140,-0.008116324,-0.009734480,-0.049244418,-0.007294600,1,0.638789033,0,0,-0.000000000,-0.000000000,-0.000000000,1
25.636000000,0.000000000,0.014000000,-0.000010527,0.000000000,-0.000260882,0.000597772,0.200000003,0.000000000,0.000000000,-0.016909659,0.000000000,0.000000000,0.020000000,0.020000000,0.008581243,-0.018859824,0.008581243,-0.018859824,-0.007965796,0.007694687,-0.009936936,-0.001781558,0.016547039,-0.026554511,0.018518179,-0.017078266,1,0.167978206,0,0,0.000000000,0.000000000,0.000000000,1
25.736000000,0.000000000,0.014000000,-0.000010527,0.000000000,0.000543472,0.000067590,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,0.000000000,0.020000000,0.020000000,-0.016154781,0.040746122,-0.016154781,0.040746122,-0.007720478,0.007188904,0.007875810,-0.018118050,-0.008434302,0.033557218,-0.024030591,0.058864172,1,1.041085450,0,0,0.000000000,0.000000000,0.000000000,1
25.838000000,0.000000000,0.018000000,-0.000010527,0.000000000,0.000543472,0.000067591,0.200000003,0.000000000,0.000000000,-0.016909659,-0.000000000,0.000000000,0.020000000,0.020000000,0.016786960,-0.021387679,0.016786960,-0.021387679,-0.007686082,0.005436935,-0.013580920,0.032777765,0.024473042,-0.026824615,0.030367880,-0.054165445,1,0.961833909,0,0,0.000000000,0.000000000,0.000000000,1
