seq,timestamp,self_id,target_id,distance,gt_distance
0,24.366000,2,0,2.788071,2.828427
0,24.366000,2,1,2.016087,2.000000
0,24.366000,2,3,1.950109,2.000000
1,24.406000,2,0,2.720905,2.828427
1,24.406000,2,1,2.056010,2.000000
1,24.406000,2,3,1.931918,2.000000
2,24.446000,2,0,2.728857,2.828427
2,24.446000,2,1,2.099365,2.000000
2,24.446000,2,3,1.928948,2.000000
3,24.486000,2,0,2.773494,2.828427
3,24.486000,2,1,1.871903,2.000000
3,24.486000,2,3,2.047573,2.000000
4,24.526000,2,0,2.791736,2.828427
4,24.526000,2,1,2.035999,2.000000
4,24.526000,2,3,1.994382,2.000000
5,24.566000,2,0,2.870984,2.828427
5,24.566000,2,1,2.077502,2.000000
5,24.566000,2,3,2.106479,2.000000
6,24.606000,2,0,2.864334,2.828427
6,24.606000,2,1,2.007456,2.000000
6,24.606000,2,3,2.055638,2.000000
7,24.646000,2,0,2.793981,2.828427
7,24.646000,2,1,1.899913,2.000000
7,24.646000,2,3,1.946062,2.000000
8,24.686000,2,0,2.714943,2.828427
8,24.686000,2,1,2.041313,2.000000
8,24.686000,2,3,2.167790,2.000000
9,24.726000,2,0,2.971601,2.828427
9,24.726000,2,1,1.978732,2.000000
9,24.726000,2,3,2.126237,2.000000
10,24.766000,2,0,2.796064,2.828427
10,24.766000,2,1,2.077323,2.000000
10,24.766000,2,3,1.941892,2.000000
11,24.806000,2,0,2.941000,2.828427
11,24.806000,2,1,1.919834,2.000000
11,24.806000,2,3,2.092686,2.000000
12,24.846000,2,0,2.798709,2.828427
12,24.846000,2,1,1.869903,2.000000
12,24.846000,2,3,2.011829,2.000000
13,24.886000,2,0,2.870541,2.828427
13,24.886000,2,1,1.940843,2.000000
13,24.886000,2,3,2.106540,2.000000
14,24.926000,2,0,2.762868,2.828427
14,24.926000,2,1,1.930859,2.000000
14,24.926000,2,3,2.035250,2.000000
15,24.966000,2,0,2.695541,2.828427
15,24.966000,2,1,1.860070,2.000000
15,24.966000,2,3,2.122151,2.000000
16,25.006000,2,0,2.746569,2.828427
16,25.006000,2,1,2.013954,2.000000
16,25.006000,2,3,1.902838,2.000000
17,25.046000,2,0,3.005785,2.828427
17,25.046000,2,1,2.041061,2.000000
17,25.046000,2,3,1.944543,2.000000
18,25.086000,2,0,2.790381,2.828427
18,25.086000,2,1,2.003141,2.000000
18,25.086000,2,3,2.044708,2.000000
19,25.126000,2,0,2.902108,2.828427
19,25.126000,2,1,2.057011,2.000000
19,25.126000,2,3,1.949870,2.000000
20,25.166000,2,0,2.684304,2.828427
20,25.166000,2,1,2.057684,2.000000
20,25.166000,2,3,1.932427,2.000000
21,25.206000,2,0,2.947008,2.828427
21,25.206000,2,1,1.992087,2.000000
21,25.206000,2,3,2.100771,2.000000
22,25.246000,2,0,2.760824,2.828427
22,25.246000,2,1,2.001192,2.000000
22,25.246000,2,3,2.077428,2.000000
23,25.286000,2,0,2.818686,2.828427
23,25.286000,2,1,2.091869,2.000000
23,25.286000,2,3,2.107562,2.000000
24,25.326000,2,0,2.918435,2.828427
24,25.326000,2,1,1.990318,2.000000
24,25.326000,2,3,1.997510,2.000000
