stamp,flow_imu_dt,flow_gt_dt,flow_x,flow_y,gyro_x,gyro_y,tof_raw,tof_noise,tof_meas,pz_meas,vx_body_raw,vy_body_raw,vx_noise_std,vy_noise_std,vx_noise,vy_noise,vx_body_meas,vy_body_meas,gt_vx_body,gt_vy_body,est_vx_body,est_vy_body,meas_minus_gt_vx,meas_minus_gt_vy,meas_minus_est_vx,meas_minus_est_vy,velocity_update_accepted,velocity_nis,attitude_update_enabled,recovery_update,dtheta_x,dtheta_y,dtheta_z,height_update_accepted
6.236000000,0.000000000,0.014000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,0.029761342,-0.000949308,0.029761342,-0.000949308,0.019539367,0.001167981,0.019539367,0.001167981,0.010221975,-0.002117289,0.010221975,-0.002117289,1,0.000054475,0,0,0.000000000,0.000000000,0.000000000,1
6.334000000,0.000000000,0.012000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,-0.030388917,-0.010780502,-0.030388917,-0.010780502,0.020344208,0.002401950,0.029759298,-0.000948884,-0.050733126,-0.013182452,-0.060148215,-0.009831618,1,4.643549879,0,0,-0.000000000,-0.000000000,-0.000000000,1
6.434000000,0.000000000,0.014000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,0.015574291,-0.023064104,0.015574291,-0.023064104,0.020505458,0.002701411,-0.000311803,-0.005864202,-0.004931168,-0.025765515,0.015886093,-0.017199902,1,0.913704768,0,0,0.000000000,0.000000000,0.000000000,1
6.534000000,0.000000000,0.012000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,0.004410327,-0.013824278,0.004410327,-0.013824278,0.019031032,0.002786538,0.004983209,-0.011597120,-0.014620706,-0.016610817,-0.000572882,-0.002227158,1,0.009915968,0,0,-0.000000000,-0.000000000,-0.000000000,1
6.632000000,0.000000000,0.012000000,-0.000010520,0.000000000,-0.000430601,-0.000570545,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.020000000,0.020000000,0.037203951,-0.007548458,0.037203951,-0.007548458,0.017274405,0.003470310,0.005557845,-0.012770164,0.019929547,-0.011018767,0.031646107,0.005221706,1,1.686220542,0,0,0.000000000,0.000000000,0.000000000,1
6.732000000,0.000000000,0.012000000,-0.000010520,0.000000000,0.000102031,-0.000304229,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.020000000,0.020000000,-0.025104679,0.029496690,-0.025104679,0.029496690,0.016239783,0.004038583,0.018536102,-0.009360902,-0.041344462,0.025458107,-0.043640781,0.038857592,1,0.863075709,0,0,0.000000000,0.000000000,0.000000000,1
6.832000000,0.000000000,0.012000000,-0.000010520,0.000000000,-0.000430602,-0.000037913,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.020000000,0.020000000,0.002961041,0.023500164,0.002961041,0.023500164,0.014478544,0.006143590,-0.019000394,0.028947484,-0.011517503,0.017356574,0.021961435,-0.005447320,1,0.130192876,0,0,0.000000000,0.000000000,0.000000000,1
6.934000000,0.000000000,0.012000000,-0.000010520,0.000000000,-0.000696918,-0.001103178,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.020000000,0.020000000,-0.017559416,-0.012473229,-0.017559416,-0.012473229,0.013737961,0.006186954,0.000749475,0.024597948,-0.031297377,-0.018660184,-0.018308892,-0.037071178,1,0.429759957,0,0,-0.000000000,-0.000000000,-0.000000000,1
7.034000000,0.000000000,0.012000000,-0.000010520,0.000000000,-0.000430602,0.001293667,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.020000000,0.020000000,-0.002067423,-0.045414007,-0.002067423,-0.045414007,0.013845633,0.006298006,-0.014741967,-0.007960917,-0.015913056,-0.051712013,0.012674545,-0.037453090,1,0.403897502,0,0,0.000000000,0.000000000,0.000000000,1
7.134000000,0.000000000,0.012000000,-0.000010520,0.000000000,0.000368347,-0.000037913,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.020000000,0.020000000,-0.031284582,0.041374186,-0.031284582,0.041374186,0.011260924,0.005970855,-0.004189250,-0.039641572,-0.042545506,0.035403330,-0.027095333,0.081015758,1,1.884987082,0,0,0.000000000,0.000000000,0.000000000,1
7.234000000,0.000000000,0.008000000,-0.000010520,0.000000000,0.000368347,-0.000037913,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.020000000,0.020000000,-0.019535878,0.018385554,-0.019535878,0.018385554,0.010764523,0.006432819,-0.027609565,0.034242978,-0.030300400,0.011952735,0.008073688,-0.015857424,1,0.081732728,0,0,0.000000000,0.000000000,0.000000000,1
7.334000000,0.000000000,0.012000000,-0.000010520,0.000000000,-0.000430601,-0.000037913,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.020000000,0.020000000,0.036366384,0.017245003,0.036366384,0.017245003,0.010159467,0.006901300,-0.019661143,0.021058375,0.026206917,0.010343704,0.056027527,-0.003813372,1,0.812584223,0,0,0.000000000,0.000000000,0.000000000,1
7.434000000,0.000000000,0.012000000,-0.000010520,0.000000000,-0.000430602,-0.000570545,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.020000000,0.020000000,-0.009431201,0.023305311,-0.009431201,0.023305311,0.010236255,0.007348328,0.032615287,0.020280381,-0.019667456,0.015956983,-0.042046488,0.003024930,1,0.457949176,0,0,0.000000000,0.000000000,0.000000000,1
7.534000000,0.000000000,0.012000000,-0.000010520,0.000000000,-0.000430601,0.000228403,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.020000000,0.020000000,0.011489902,-0.013096601,0.011489902,-0.013096601,0.010299905,0.007440109,-0.002704335,0.026816356,0.001189997,-0.020536710,0.014194238,-0.039912957,1,0.463870844,0,0,0.000000000,0.000000000,0.000000000,1
