seq,timestamp,self_id,target_id,distance,gt_distance
0,24.002000,2,0,2.764524,2.828427
0,24.002000,2,1,2.029211,2.000000
0,24.002000,2,3,2.036754,2.000000
1,24.040000,2,0,2.764495,2.828427
1,24.040000,2,1,1.999194,2.000000
1,24.040000,2,3,2.000157,2.000000
2,24.080000,2,0,2.840591,2.828427
2,24.080000,2,1,2.002052,2.000000
2,24.080000,2,3,2.018877,2.000000
3,24.120000,2,0,2.743597,2.828427
3,24.120000,2,1,1.991120,2.000000
3,24.120000,2,3,2.011532,2.000000
4,24.160000,2,0,2.849182,2.828427
4,24.160000,2,1,2.024930,2.000000
4,24.160000,2,3,1.968453,2.000000
5,24.200000,2,0,2.804382,2.828427
5,24.200000,2,1,1.971523,2.000000
5,24.200000,2,3,2.005032,2.000000
6,24.244000,2,0,2.874676,2.828427
6,24.244000,2,1,2.027228,2.000000
6,24.244000,2,3,2.064874,2.000000
7,24.280000,2,0,2.869937,2.828427
7,24.280000,2,1,1.921404,2.000000
7,24.280000,2,3,2.010678,2.000000
8,24.320000,2,0,2.818263,2.828427
8,24.320000,2,1,2.107321,2.000000
8,24.320000,2,3,1.916232,2.000000
9,24.360000,2,0,2.812166,2.828427
9,24.360000,2,1,1.989735,2.000000
9,24.360000,2,3,1.989596,2.000000
10,24.400000,2,0,2.719755,2.828427
10,24.400000,2,1,1.962829,2.000000
10,24.400000,2,3,2.013383,2.000000
11,24.440000,2,0,2.876027,2.828427
11,24.440000,2,1,1.863328,2.000000
11,24.440000,2,3,2.002287,2.000000
12,24.480000,2,0,2.841801,2.828427
12,24.480000,2,1,2.069104,2.000000
12,24.480000,2,3,1.870165,2.000000
13,24.520000,2,0,2.759866,2.828427
13,24.520000,2,1,1.876731,2.000000
13,24.520000,2,3,1.913273,2.000000
14,24.560000,2,0,2.825323,2.828427
14,24.560000,2,1,2.046059,2.000000
14,24.560000,2,3,2.144624,2.000000
15,24.600000,2,0,2.822524,2.828427
15,24.600000,2,1,2.101995,2.000000
15,24.600000,2,3,2.061212,2.000000
16,24.640000,2,0,2.827955,2.828427
16,24.640000,2,1,2.014096,2.000000
16,24.640000,2,3,1.945854,2.000000
17,24.680000,2,0,2.880927,2.828427
17,24.680000,2,1,2.022608,2.000000
17,24.680000,2,3,2.107918,2.000000
18,24.720000,2,0,2.864564,2.828427
18,24.720000,2,1,1.793871,2.000000
18,24.720000,2,3,2.000903,2.000000
19,24.760000,2,0,2.913336,2.828427
19,24.760000,2,1,1.989621,2.000000
19,24.760000,2,3,2.117590,2.000000
20,24.802000,2,0,2.885430,2.828427
20,24.802000,2,1,1.965253,2.000000
20,24.802000,2,3,2.006935,2.000000
21,24.840000,2,0,2.793064,2.828427
21,24.840000,2,1,2.037409,2.000000
21,24.840000,2,3,1.966087,2.000000
22,24.880000,2,0,2.867373,2.828427
22,24.880000,2,1,1.976312,2.000000
22,24.880000,2,3,1.988773,2.000000
23,24.920000,2,0,2.814230,2.828427
23,24.920000,2,1,2.039458,2.000000
23,24.920000,2,3,1.950563,2.000000
24,24.960000,2,0,2.851927,2.828427
24,24.960000,2,1,2.043127,2.000000
24,24.960000,2,3,1.928015,2.000000
25,25.000000,2,0,2.770280,2.828427
25,25.000000,2,1,1.921114,2.000000
25,25.000000,2,3,1.950306,2.000000
26,25.040000,2,0,2.756569,2.828427
26,25.040000,2,1,2.047633,2.000000
26,25.040000,2,3,1.948420,2.000000
27,25.080000,2,0,2.855721,2.828427
27,25.080000,2,1,1.977141,2.000000
27,25.080000,2,3,1.869157,2.000000
28,25.120000,2,0,2.846237,2.828427
28,25.120000,2,1,2.069088,2.000000
28,25.120000,2,3,2.159514,2.000000
29,25.160000,2,0,2.886933,2.828427
29,25.160000,2,1,2.084872,2.000000
29,25.160000,2,3,2.015356,2.000000
30,25.200000,2,0,2.942061,2.828427
30,25.200000,2,1,1.995019,2.000000
30,25.200000,2,3,1.965572,2.000000
31,25.240000,2,0,2.826234,2.828427
31,25.240000,2,1,2.041917,2.000000
31,25.240000,2,3,2.035846,2.000000
32,25.280000,2,0,2.890824,2.828427
32,25.280000,2,1,1.977043,2.000000
32,25.280000,2,3,1.834272,2.000000
33,25.320000,2,0,2.824958,2.828427
33,25.320000,2,1,2.013005,2.000000
33,25.320000,2,3,1.939509,2.000000
34,25.360000,2,0,2.696505,2.828427
34,25.360000,2,1,1.967904,2.000000
34,25.360000,2,3,1.898703,2.000000
35,25.400000,2,0,3.010668,2.828427
35,25.400000,2,1,1.819159,2.000000
35,25.400000,2,3,2.070702,2.000000
36,25.440000,2,0,2.942766,2.828427
36,25.440000,2,1,2.076253,2.000000
36,25.440000,2,3,1.962548,2.000000
37,25.480000,2,0,2.850202,2.828427
37,25.480000,2,1,1.971906,2.000000
37,25.480000,2,3,1.846548,2.000000
38,25.520000,2,0,2.928008,2.828427
38,25.520000,2,1,2.003209,2.000000
38,25.520000,2,3,2.055556,2.000000
39,25.560000,2,0,2.766785,2.828427
39,25.560000,2,1,1.882623,2.000000
39,25.560000,2,3,2.021118,2.000000
40,25.600000,2,0,2.786011,2.828427
40,25.600000,2,1,1.916740,2.000000
40,25.600000,2,3,2.076779,2.000000
41,25.640000,2,0,2.760675,2.828427
41,25.640000,2,1,2.012022,2.000000
41,25.640000,2,3,2.045301,2.000000
42,25.680000,2,0,2.802210,2.828427
42,25.680000,2,1,2.054281,2.000000
42,25.680000,2,3,2.114097,2.000000
43,25.720000,2,0,2.894542,2.828427
43,25.720000,2,1,2.032829,2.000000
43,25.720000,2,3,1.929159,2.000000
44,25.760000,2,0,2.850867,2.828427
44,25.760000,2,1,1.982450,2.000000
44,25.760000,2,3,1.935626,2.000000
45,25.800000,2,0,2.971218,2.828427
45,25.800000,2,1,2.018514,2.000000
45,25.800000,2,3,1.871982,2.000000
46,25.840000,2,0,2.943831,2.828427
46,25.840000,2,1,2.066108,2.000000
46,25.840000,2,3,2.033303,2.000000
47,25.880000,2,0,2.698216,2.828427
47,25.880000,2,1,2.007233,2.000000
47,25.880000,2,3,2.087661,2.000000
48,25.920000,2,0,2.840712,2.828427
48,25.920000,2,1,2.109683,2.000000
48,25.920000,2,3,2.086861,2.000000
49,25.960000,2,0,2.845763,2.828427
49,25.960000,2,1,1.965237,2.000000
49,25.960000,2,3,2.077122,2.000000
50,26.000000,2,0,2.882740,2.828427
50,26.000000,2,1,2.048348,2.000000
50,26.000000,2,3,1.991803,2.000000
51,26.040000,2,0,2.772048,2.828427
51,26.040000,2,1,2.004103,2.000000
51,26.040000,2,3,1.866934,2.000000
52,26.082000,2,0,2.887283,2.828427
52,26.082000,2,1,1.892964,2.000000
52,26.082000,2,3,1.907945,2.000000
53,26.120000,2,0,2.900446,2.828427
53,26.120000,2,1,2.001244,2.000000
53,26.120000,2,3,1.948299,2.000000
54,26.160000,2,0,2.806841,2.828427
54,26.160000,2,1,2.002058,2.000000
54,26.160000,2,3,2.099234,2.000000
55,26.200000,2,0,2.823755,2.828427
55,26.200000,2,1,1.881234,2.000000
55,26.200000,2,3,1.896381,2.000000
56,26.240000,2,0,2.834078,2.828427
56,26.240000,2,1,1.862913,2.000000
56,26.240000,2,3,2.104855,2.000000
57,26.280000,2,0,2.912902,2.828427
57,26.280000,2,1,1.992013,2.000000
57,26.280000,2,3,1.991181,2.000000
58,26.320000,2,0,2.851948,2.828427
58,26.320000,2,1,1.918021,2.000000
58,26.320000,2,3,2.039004,2.000000
59,26.360000,2,0,2.836812,2.828427
59,26.360000,2,1,2.018512,2.000000
59,26.360000,2,3,1.934638,2.000000
60,26.400000,2,0,2.785095,2.828427
60,26.400000,2,1,1.925311,2.000000
60,26.400000,2,3,1.941608,2.000000
61,26.440000,2,0,2.825123,2.828427
61,26.440000,2,1,2.053046,2.000000
61,26.440000,2,3,2.163512,2.000000
62,26.480000,2,0,2.706847,2.828427
62,26.480000,2,1,2.034714,2.000000
62,26.480000,2,3,1.956300,2.000000
63,26.520000,2,0,2.814404,2.828427
63,26.520000,2,1,1.998389,2.000000
63,26.520000,2,3,2.071612,2.000000
64,26.560000,2,0,2.826273,2.828427
64,26.560000,2,1,2.061161,2.000000
64,26.560000,2,3,1.982783,2.000000
65,26.600000,2,0,2.736301,2.828427
65,26.600000,2,1,2.024344,2.000000
65,26.600000,2,3,2.046864,2.000000
66,26.640000,2,0,2.898233,2.828427
66,26.640000,2,1,2.001517,2.000000
66,26.640000,2,3,2.083620,2.000000
67,26.680000,2,0,2.870674,2.828427
67,26.680000,2,1,1.925455,2.000000
67,26.680000,2,3,2.073112,2.000000
68,26.720000,2,0,2.717947,2.828427
68,26.720000,2,1,2.036266,2.000000
68,26.720000,2,3,1.940862,2.000000
69,26.760000,2,0,2.830698,2.828427
69,26.760000,2,1,2.024869,2.000000
69,26.760000,2,3,1.998550,2.000000
70,26.800000,2,0,2.938636,2.828427
70,26.800000,2,1,1.924230,2.000000
70,26.800000,2,3,2.114460,2.000000
71,26.840000,2,0,2.791038,2.828427
71,26.840000,2,1,2.016516,2.000000
71,26.840000,2,3,1.907201,2.000000
72,26.880000,2,0,2.794623,2.828427
72,26.880000,2,1,2.049769,2.000000
72,26.880000,2,3,1.832226,2.000000
73,26.920000,2,0,2.918047,2.828427
73,26.920000,2,1,1.938898,2.000000
73,26.920000,2,3,1.848420,2.000000
74,26.960000,2,0,2.794522,2.828427
74,26.960000,2,1,2.110737,2.000000
74,26.960000,2,3,1.956570,2.000000
75,27.000000,2,0,2.718448,2.828427
75,27.000000,2,1,1.814543,2.000000
75,27.000000,2,3,1.991308,2.000000
76,27.040000,2,0,3.044870,2.828427
76,27.040000,2,1,2.039305,2.000000
76,27.040000,2,3,2.063457,2.000000
77,27.080000,2,0,2.758077,2.828427
77,27.080000,2,1,2.006532,2.000000
77,27.080000,2,3,1.979842,2.000000
78,27.120000,2,0,2.807142,2.828427
78,27.120000,2,1,2.014676,2.000000
78,27.120000,2,3,1.973670,2.000000
79,27.160000,2,0,2.888069,2.828427
79,27.160000,2,1,2.000072,2.000000
79,27.160000,2,3,2.133827,2.000000
80,27.200000,2,0,2.773621,2.828427
80,27.200000,2,1,2.079125,2.000000
80,27.200000,2,3,2.027240,2.000000
81,27.240000,2,0,2.790918,2.828427
81,27.240000,2,1,1.948158,2.000000
81,27.240000,2,3,1.994970,2.000000
82,27.280000,2,0,2.800950,2.828427
82,27.280000,2,1,2.056678,2.000000
82,27.280000,2,3,2.019115,2.000000
83,27.320000,2,0,2.797475,2.828427
83,27.320000,2,1,1.945478,2.000000
83,27.320000,2,3,1.992263,2.000000
84,27.360000,2,0,2.888577,2.828427
84,27.360000,2,1,2.002070,2.000000
84,27.360000,2,3,2.035374,2.000000
85,27.400000,2,0,2.909429,2.828427
85,27.400000,2,1,2.128005,2.000000
85,27.400000,2,3,1.949241,2.000000
86,27.440000,2,0,2.644059,2.828427
86,27.440000,2,1,2.029066,2.000000
86,27.440000,2,3,2.058853,2.000000
87,27.480000,2,0,2.782423,2.828427
87,27.480000,2,1,2.036309,2.000000
87,27.480000,2,3,2.054928,2.000000
88,27.520000,2,0,2.819642,2.828427
88,27.520000,2,1,2.088359,2.000000
88,27.520000,2,3,1.964050,2.000000
89,27.560000,2,0,2.913276,2.828427
89,27.560000,2,1,1.909295,2.000000
89,27.560000,2,3,2.167364,2.000000
90,27.600000,2,0,2.868742,2.828427
90,27.600000,2,1,1.930983,2.000000
90,27.600000,2,3,2.037951,2.000000
91,27.640000,2,0,2.811061,2.828427
91,27.640000,2,1,2.122609,2.000000
91,27.640000,2,3,1.932918,2.000000
92,27.680000,2,0,2.787623,2.828427
92,27.680000,2,1,1.907514,2.000000
92,27.680000,2,3,1.939400,2.000000
93,27.720000,2,0,2.854335,2.828427
93,27.720000,2,1,1.821743,2.000000
93,27.720000,2,3,2.026449,2.000000
94,27.760000,2,0,2.935542,2.828427
94,27.760000,2,1,1.901208,2.000000
94,27.760000,2,3,1.942258,2.000000
95,27.800000,2,0,2.683462,2.828427
95,27.800000,2,1,1.838633,2.000000
95,27.800000,2,3,1.961648,2.000000
96,27.840000,2,0,2.925995,2.828427
96,27.840000,2,1,1.933983,2.000000
96,27.840000,2,3,2.045614,2.000000
97,27.880000,2,0,2.898169,2.828427
97,27.880000,2,1,2.068198,2.000000
97,27.880000,2,3,1.969030,2.000000
98,27.920000,2,0,2.758177,2.828427
98,27.920000,2,1,2.078939,2.000000
98,27.920000,2,3,2.046656,2.000000
99,27.960000,2,0,2.721572,2.828427
99,27.960000,2,1,1.965850,2.000000
99,27.960000,2,3,2.066435,2.000000
100,28.000000,2,0,2.793570,2.828427
100,28.000000,2,1,2.169182,2.000000
100,28.000000,2,3,1.982236,2.000000
101,28.040000,2,0,2.829564,2.828427
101,28.040000,2,1,2.177487,2.000000
101,28.040000,2,3,1.959289,2.000000
102,28.080000,2,0,2.901042,2.828427
102,28.080000,2,1,2.000074,2.000000
102,28.080000,2,3,1.992038,2.000000
103,28.120000,2,0,2.778506,2.828427
103,28.120000,2,1,2.018838,2.000000
103,28.120000,2,3,2.093576,2.000000
104,28.160000,2,0,2.762389,2.828427
104,28.160000,2,1,1.975237,2.000000
104,28.160000,2,3,1.855039,2.000000
105,28.200000,2,0,2.872645,2.828427
105,28.200000,2,1,1.992457,2.000000
105,28.200000,2,3,2.101747,2.000000
106,28.240000,2,0,2.725481,2.828427
106,28.240000,2,1,2.036754,2.000000
106,28.240000,2,3,2.076724,2.000000
107,28.280000,2,0,2.871759,2.828427
107,28.280000,2,1,2.041405,2.000000
107,28.280000,2,3,1.976518,2.000000
108,28.320000,2,0,2.845632,2.828427
108,28.320000,2,1,1.913238,2.000000
108,28.320000,2,3,1.892099,2.000000
109,28.360000,2,0,2.890644,2.828427
109,28.360000,2,1,1.978049,2.000000
109,28.360000,2,3,2.003414,2.000000
110,28.400000,2,0,2.884650,2.828427
110,28.400000,2,1,2.144816,2.000000
110,28.400000,2,3,2.085420,2.000000
111,28.440000,2,0,2.856811,2.828427
111,28.440000,2,1,1.908552,2.000000
