seq,timestamp,self_id,target_id,filtered_distance,gt_distance
6,5.056000,3,2,0.145356,0.000000
8,5.136000,3,0,2.003466,2.000000
8,5.136000,3,1,2.698207,2.828427
8,5.136000,3,2,1.082532,2.000000
9,5.176000,3,0,2.016412,2.000000
9,5.176000,3,1,2.757179,2.828427
9,5.176000,3,2,1.348447,2.000000
10,5.216000,3,0,1.960225,2.000000
10,5.216000,3,1,2.779742,2.828427
10,5.216000,3,2,1.460509,2.000000
11,5.256000,3,0,1.972559,2.000000
11,5.256000,3,1,2.773020,2.828427
11,5.256000,3,2,1.582235,2.000000
12,5.296000,3,0,1.972028,2.000000
12,5.296000,3,1,2.747730,2.828427
12,5.296000,3,2,1.962386,2.000000
13,5.336000,3,0,1.974525,2.000000
13,5.336000,3,1,2.770392,2.828427
13,5.336000,3,2,1.967009,2.000000
14,5.376000,3,0,1.956192,2.000000
14,5.376000,3,1,2.795989,2.828427
14,5.376000,3,2,1.994900,2.000000
15,5.416000,3,0,1.989721,2.000000
15,5.416000,3,1,2.798492,2.828427
15,5.416000,3,2,2.028627,2.000000
16,5.456000,3,0,1.990784,2.000000
16,5.456000,3,1,2.815536,2.828427
16,5.456000,3,2,2.018625,2.000000
17,5.496000,3,0,1.996676,2.000000
17,5.496000,3,1,2.843772,2.828427
17,5.496000,3,2,1.988218,2.000000
18,5.536000,3,0,1.990015,2.000000
18,5.536000,3,1,2.843083,2.828427
18,5.536000,3,2,1.975481,2.000000
19,5.576000,3,0,2.022032,2.000000
19,5.576000,3,1,2.854213,2.828427
19,5.576000,3,2,1.981701,2.000000
20,5.616000,3,0,2.011805,2.000000
20,5.616000,3,1,2.862851,2.828427
20,5.616000,3,2,1.991105,2.000000
21,5.656000,3,0,1.982825,2.000000
21,5.656000,3,1,2.883933,2.828427
21,5.656000,3,2,1.969759,2.000000
22,5.696000,3,0,1.991076,2.000000
22,5.696000,3,1,2.862812,2.828427
22,5.696000,3,2,1.984553,2.000000
23,5.736000,3,0,2.030876,2.000000
23,5.736000,3,1,2.876420,2.828427
23,5.736000,3,2,1.971684,2.000000
24,5.776000,3,0,2.006404,2.000000
24,5.776000,3,1,2.848834,2.828427
24,5.776000,3,2,1.940597,2.000000
25,5.816000,3,0,2.022555,2.000000
25,5.816000,3,1,2.846678,2.828427
25,5.816000,3,2,1.909993,2.000000
26,5.856000,3,0,2.071078,2.000000
26,5.856000,3,1,2.803988,2.828427
26,5.856000,3,2,1.918607,2.000000
27,5.896000,3,0,2.058120,2.000000
27,5.896000,3,1,2.826899,2.828427
27,5.896000,3,2,1.925183,2.000000
28,5.936000,3,0,2.026691,2.000000
28,5.936000,3,1,2.847942,2.828427
28,5.936000,3,2,1.953195,2.000000
29,5.976000,3,0,2.041866,2.000000
29,5.976000,3,1,2.834137,2.828427
29,5.976000,3,2,1.962116,2.000000
30,6.016000,3,0,2.049907,2.000000
30,6.016000,3,1,2.828110,2.828427
30,6.016000,3,2,2.000338,2.000000
31,6.056000,3,0,2.011499,2.000000
31,6.056000,3,1,2.848977,2.828427
31,6.056000,3,2,2.022854,2.000000
32,6.096000,3,0,1.996171,2.000000
