seq,raw_timestamp,effective_timestamp,stamp_shift,self_id,target_id,filtered_distance,latest_raw_distance,gt_distance_latest,window_size,window_span,window_lag,reject_count
0,5.678000,5.678000,0.000000,0,1,1.950090,1.950090,2.000000,1,0.000000,0.000000,0
0,5.678000,5.678000,0.000000,0,2,2.782638,2.782638,2.828427,1,0.000000,0.000000,0
0,5.678000,5.678000,0.000000,0,3,2.036068,2.036068,2.000000,1,0.000000,0.000000,0
1,5.678000,5.678000,0.000000,0,1,1.926825,1.903560,2.000000,2,0.000000,0.000000,0
1,5.678000,5.678000,0.000000,0,2,2.774808,2.766978,2.828427,2,0.000000,0.000000,0
1,5.678000,5.678000,0.000000,0,3,2.035167,2.034266,2.000000,2,0.000000,0.000000,0
2,5.718000,5.691333,-0.026667,0,1,1.915357,1.892421,2.000000,3,0.040000,0.026667,0
2,5.718000,5.691333,-0.026667,0,2,2.780435,2.791690,2.828427,3,0.040000,0.026667,0
2,5.718000,5.691333,-0.026667,0,3,2.004876,1.944293,2.000000,3,0.040000,0.026667,0
3,5.758000,5.708000,-0.050000,0,1,1.906126,1.878435,2.000000,4,0.080000,0.050000,0
3,5.758000,5.708000,-0.050000,0,2,2.806574,2.884990,2.828427,4,0.080000,0.050000,0
3,5.758000,5.708000,-0.050000,0,3,2.024773,2.084465,2.000000,4,0.080000,0.050000,0
4,5.798000,5.726000,-0.072000,0,1,1.908930,1.920147,2.000000,5,0.120000,0.072000,0
4,5.798000,5.726000,-0.072000,0,2,2.816546,2.856433,2.828427,5,0.120000,0.072000,0
4,5.798000,5.726000,-0.072000,0,3,1.993575,1.868783,2.000000,5,0.120000,0.072000,0
5,5.838000,5.758000,-0.080000,0,1,1.893173,1.871302,2.000000,5,0.160000,0.080000,0
5,5.838000,5.758000,-0.080000,0,2,2.828010,2.839962,2.828427,5,0.160000,0.080000,0
5,5.838000,5.758000,-0.080000,0,3,1.998402,2.060205,2.000000,5,0.160000,0.080000,0
6,5.878000,5.798000,-0.080000,0,1,1.913733,2.006362,2.000000,5,0.160000,0.080000,0
6,5.878000,5.798000,-0.080000,0,2,2.857933,2.916592,2.828427,5,0.160000,0.080000,0
6,5.878000,5.798000,-0.080000,0,3,2.004584,2.065174,2.000000,5,0.160000,0.080000,0
7,5.918000,5.838000,-0.080000,0,1,1.936077,2.004142,2.000000,5,0.160000,0.080000,0
7,5.918000,5.838000,-0.080000,0,2,2.847994,2.741992,2.828427,5,0.160000,0.080000,0
7,5.918000,5.838000,-0.080000,0,3,2.006703,1.954889,2.000000,5,0.160000,0.080000,0
8,5.958000,5.878000,-0.080000,0,1,1.943528,1.915689,2.000000,5,0.160000,0.080000,0
8,5.958000,5.878000,-0.080000,0,2,2.814949,2.719769,2.828427,5,0.160000,0.080000,0
8,5.958000,5.878000,-0.080000,0,3,1.978931,1.945606,2.000000,5,0.160000,0.080000,0
9,5.998000,5.918000,-0.080000,0,1,1.935758,1.881296,2.000000,5,0.160000,0.080000,0
9,5.998000,5.918000,-0.080000,0,2,2.780644,2.684908,2.828427,5,0.160000,0.080000,0
9,5.998000,5.918000,-0.080000,0,3,1.992566,1.936957,2.000000,5,0.160000,0.080000,0
10,6.038000,5.958000,-0.080000,0,1,1.971160,2.048309,2.000000,5,0.160000,0.080000,0
10,6.038000,5.958000,-0.080000,0,2,2.766113,2.767305,2.828427,5,0.160000,0.080000,0
10,6.038000,5.958000,-0.080000,0,3,1.972394,1.959342,2.000000,5,0.160000,0.080000,0
11,6.078000,5.998000,-0.080000,0,1,1.990260,2.101866,2.000000,5,0.160000,0.080000,0
11,6.078000,5.998000,-0.080000,0,2,2.756861,2.870331,2.828427,5,0.160000,0.080000,0
11,6.078000,5.998000,-0.080000,0,3,1.938345,1.894932,2.000000,5,0.160000,0.080000,0
12,6.120000,6.038400,-0.081600,0,1,1.972401,1.914844,2.000000,5,0.162000,0.081600,0
12,6.120000,6.038400,-0.081600,0,2,2.785390,2.884640,2.828427,5,0.162000,0.081600,0
12,6.120000,6.038400,-0.081600,0,3,1.942181,1.974068,2.000000,5,0.162000,0.081600,0
13,6.158000,6.078400,-0.079600,0,1,2.004427,2.075819,2.000000,5,0.160000,0.079600,0
13,6.158000,6.078400,-0.079600,0,2,2.812632,2.855974,2.828427,5,0.160000,0.079600,0
13,6.158000,6.078400,-0.079600,0,3,1.960021,2.034806,2.000000,5,0.160000,0.079600,0
14,6.198000,6.118400,-0.079600,0,1,2.029808,2.008204,2.000000,5,0.160000,0.079600,0
14,6.198000,6.118400,-0.079600,0,2,2.848421,2.863853,2.828427,5,0.160000,0.079600,0
14,6.198000,6.118400,-0.079600,0,3,1.976467,2.019187,2.000000,5,0.160000,0.079600,0
15,6.238000,6.158400,-0.079600,0,1,2.035923,2.078882,2.000000,5,0.160000,0.079600,0
15,6.238000,6.158400,-0.079600,0,2,2.837054,2.710471,2.828427,5,0.160000,0.079600,0
15,6.238000,6.158400,-0.079600,0,3,1.968437,1.919191,2.000000,5,0.160000,0.079600,0
16,6.278000,6.198400,-0.079600,0,1,2.008781,1.966156,2.000000,5,0.158000,0.079600,0
16,6.278000,6.198400,-0.079600,0,2,2.838009,2.875106,2.828427,5,0.158000,0.079600,0
16,6.278000,6.198400,-0.079600,0,3,1.989568,2.000588,2.000000,5,0.158000,0.079600,0
17,6.318000,6.238000,-0.080000,0,1,2.003590,1.888891,2.000000,5,0.160000,0.080000,0
17,6.318000,6.238000,-0.080000,0,2,2.831381,2.851500,2.828427,5,0.160000,0.080000,0
17,6.318000,6.238000,-0.080000,0,3,1.999525,2.023855,2.000000,5,0.160000,0.080000,0
18,6.358000,6.278000,-0.080000,0,1,2.007205,2.093891,2.000000,5,0.160000,0.080000,0
18,6.358000,6.278000,-0.080000,0,2,2.862656,3.012351,2.828427,5,0.160000,0.080000,0
18,6.358000,6.278000,-0.080000,0,3,1.991785,1.996106,2.000000,5,0.160000,0.080000,0
19,6.398000,6.318000,-0.080000,0,1,2.005189,1.998124,2.000000,5,0.160000,0.080000,0
19,6.398000,6.318000,-0.080000,0,2,2.874455,2.922846,2.828427,5,0.160000,0.080000,0
19,6.398000,6.318000,-0.080000,0,3,1.986485,1.992685,2.000000,5,0.160000,0.080000,0
20,6.438000,6.358000,-0.080000,0,1,2.008942,2.097647,2.000000,5,0.160000,0.080000,0
20,6.438000,6.358000,-0.080000,0,2,2.866917,2.672781,2.828427,5,0.160000,0.080000,0
20,6.438000,6.358000,-0.080000,0,3,2.024617,2.109849,2.000000,5,0.160000,0.080000,0
21,6.478000,6.398000,-0.080000,0,1,2.005165,1.947271,2.000000,5,0.160000,0.080000,0
21,6.478000,6.398000,-0.080000,0,2,2.844739,2.764217,2.828427,5,0.160000,0.080000,0
21,6.478000,6.398000,-0.080000,0,3,2.025690,2.005954,2.000000,5,0.160000,0.080000,0
22,6.518000,6.438000,-0.080000,0,1,2.048359,2.104863,2.000000,5,0.160000,0.080000,0
22,6.518000,6.438000,-0.080000,0,2,2.855837,2.906990,2.828427,5,0.160000,0.080000,0
22,6.518000,6.438000,-0.080000,0,3,2.021922,2.005017,2.000000,5,0.160000,0.080000,0
23,6.558000,6.478000,-0.080000,0,1,2.019344,1.948814,2.000000,5,0.160000,0.080000,0
23,6.558000,6.478000,-0.080000,0,2,2.832606,2.896193,2.828427,5,0.160000,0.080000,0
23,6.558000,6.478000,-0.080000,0,3,2.023982,2.006404,2.000000,5,0.160000,0.080000,0
24,6.598000,6.518000,-0.080000,0,1,2.028031,2.041561,2.000000,5,0.160000,0.080000,0
24,6.598000,6.518000,-0.080000,0,2,2.782791,2.673775,2.828427,5,0.160000,0.080000,0
24,6.598000,6.518000,-0.080000,0,3,2.021716,1.981354,2.000000,5,0.160000,0.080000,0
25,6.638000,6.558000,-0.080000,0,1,2.006830,1.991639,2.000000,5,0.160000,0.080000,0
25,6.638000,6.558000,-0.080000,0,2,2.820532,2.861486,2.828427,5,0.160000,0.080000,0
25,6.638000,6.558000,-0.080000,0,3,2.003345,2.017995,2.000000,5,0.160000,0.080000,0
26,6.678000,6.598000,-0.080000,0,1,2.010785,1.967050,2.000000,5,0.160000,0.080000,0
26,6.678000,6.598000,-0.080000,0,2,2.855744,2.940275,2.828427,5,0.160000,0.080000,0
26,6.678000,6.598000,-0.080000,0,3,1.998203,1.980242,2.000000,5,0.160000,0.080000,0
27,6.718000,6.638000,-0.080000,0,1,1.975896,1.930414,2.000000,5,0.160000,0.080000,0
