seq,timestamp,self_id,target_id,filtered_distance,gt_distance
0,15.042000,1,0,2.120558,2.000000
0,15.042000,1,2,2.185424,2.000000
0,15.042000,1,3,2.876593,2.828427
1,15.042000,1,0,2.009831,2.000000
1,15.042000,1,2,2.093609,2.000000
1,15.042000,1,3,2.808653,2.828427
2,15.082000,1,0,2.007133,2.000000
2,15.082000,1,2,2.075312,2.000000
2,15.082000,1,3,2.819658,2.828427
3,15.122000,1,0,2.022495,2.000000
3,15.122000,1,2,2.065379,2.000000
3,15.122000,1,3,2.808659,2.828427
4,15.162000,1,0,2.005460,2.000000
4,15.162000,1,2,2.057938,2.000000
4,15.162000,1,3,2.823175,2.828427
5,15.202000,1,0,1.967420,2.000000
5,15.202000,1,2,2.001108,2.000000
5,15.202000,1,3,2.811287,2.828427
6,15.242000,1,0,2.010741,2.000000
6,15.242000,1,2,1.992201,2.000000
6,15.242000,1,3,2.846383,2.828427
7,15.282000,1,0,1.977567,2.000000
7,15.282000,1,2,2.002255,2.000000
7,15.282000,1,3,2.820512,2.828427
8,15.322000,1,0,1.956758,2.000000
8,15.322000,1,2,1.967443,2.000000
8,15.322000,1,3,2.847897,2.828427
9,15.362000,1,0,1.959639,2.000000
9,15.362000,1,2,1.963120,2.000000
9,15.362000,1,3,2.844088,2.828427
10,15.402000,1,0,1.947008,2.000000
10,15.402000,1,2,1.965169,2.000000
10,15.402000,1,3,2.850383,2.828427
11,15.442000,1,0,1.931548,2.000000
11,15.442000,1,2,1.988565,2.000000
11,15.442000,1,3,2.837476,2.828427
12,15.482000,1,0,1.933572,2.000000
12,15.482000,1,2,1.964244,2.000000
12,15.482000,1,3,2.862882,2.828427
13,15.522000,1,0,1.960746,2.000000
13,15.522000,1,2,2.010821,2.000000
13,15.522000,1,3,2.845167,2.828427
14,15.562000,1,0,1.946800,2.000000
14,15.562000,1,2,2.010767,2.000000
14,15.562000,1,3,2.838918,2.828427
15,15.602000,1,0,1.989725,2.000000
15,15.602000,1,2,2.030345,2.000000
15,15.602000,1,3,2.848980,2.828427
16,15.642000,1,0,2.005389,2.000000
16,15.642000,1,2,1.990618,2.000000
16,15.642000,1,3,2.837416,2.828427
17,15.682000,1,0,2.042355,2.000000
17,15.682000,1,2,1.999009,2.000000
17,15.682000,1,3,2.862033,2.828427
18,15.724000,1,0,2.038423,2.000000
18,15.724000,1,2,1.982294,2.000000
18,15.724000,1,3,2.861787,2.828427
19,15.762000,1,0,2.059868,2.000000
19,15.762000,1,2,1.989484,2.000000
19,15.762000,1,3,2.843047,2.828427
20,15.802000,1,0,2.040230,2.000000
20,15.802000,1,2,2.002606,2.000000
20,15.802000,1,3,2.860147,2.828427
21,15.842000,1,0,1.988361,2.000000
21,15.842000,1,2,2.036298,2.000000
21,15.842000,1,3,2.862033,2.828427
22,15.882000,1,0,1.975942,2.000000
22,15.882000,1,2,2.036104,2.000000
22,15.882000,1,3,2.839858,2.828427
23,15.922000,1,0,1.916001,2.000000
23,15.922000,1,2,2.044739,2.000000
23,15.922000,1,3,2.858589,2.828427
24,15.964000,1,0,1.920285,2.000000
24,15.964000,1,2,2.023474,2.000000
24,15.964000,1,3,2.834920,2.828427
25,16.002000,1,0,1.937248,2.000000
25,16.002000,1,2,1.994126,2.000000
25,16.002000,1,3,2.801629,2.828427
26,16.042000,1,0,1.957982,2.000000
26,16.042000,1,2,1.981400,2.000000
26,16.042000,1,3,2.792689,2.828427
27,16.082000,1,0,1.958546,2.000000
27,16.082000,1,2,1.983742,2.000000
27,16.082000,1,3,2.795207,2.828427
28,16.122000,1,0,2.010753,2.000000
28,16.122000,1,2,1.957030,2.000000
28,16.122000,1,3,2.751635,2.828427
29,16.162000,1,0,2.030655,2.000000
29,16.162000,1,2,1.957216,2.000000
29,16.162000,1,3,2.805531,2.828427
30,16.202000,1,0,2.018590,2.000000
30,16.202000,1,2,1.963077,2.000000
30,16.202000,1,3,2.817706,2.828427
31,16.242000,1,0,2.041997,2.000000
31,16.242000,1,2,1.977127,2.000000
31,16.242000,1,3,2.814420,2.828427
32,16.282000,1,0,2.040447,2.000000
32,16.282000,1,2,1.955171,2.000000
32,16.282000,1,3,2.769184,2.828427
33,16.322000,1,0,2.043092,2.000000
33,16.322000,1,2,1.957830,2.000000
33,16.322000,1,3,2.812192,2.828427
34,16.362000,1,0,2.014958,2.000000
34,16.362000,1,2,1.983069,2.000000
34,16.362000,1,3,2.774609,2.828427
35,16.402000,1,0,2.008902,2.000000
35,16.402000,1,2,1.969792,2.000000
35,16.402000,1,3,2.769341,2.828427
36,16.442000,1,0,2.009833,2.000000
36,16.442000,1,2,1.973514,2.000000
36,16.442000,1,3,2.764590,2.828427
37,16.482000,1,0,2.038307,2.000000
37,16.482000,1,2,2.004709,2.000000
37,16.482000,1,3,2.804733,2.828427
38,16.522000,1,0,2.038285,2.000000
38,16.522000,1,2,2.025960,2.000000
38,16.522000,1,3,2.779986,2.828427
39,16.562000,1,0,2.038798,2.000000
39,16.562000,1,2,2.013791,2.000000
39,16.562000,1,3,2.765121,2.828427
40,16.602000,1,0,2.062556,2.000000
40,16.602000,1,2,2.025401,2.000000
40,16.602000,1,3,2.775443,2.828427
41,16.642000,1,0,2.041780,2.000000
41,16.642000,1,2,1.991918,2.000000
41,16.642000,1,3,2.783738,2.828427
42,16.682000,1,0,2.023098,2.000000
42,16.682000,1,2,1.982929,2.000000
42,16.682000,1,3,2.786967,2.828427
43,16.722000,1,0,2.007987,2.000000
43,16.722000,1,2,1.977437,2.000000
43,16.722000,1,3,2.775875,2.828427
