stamp,oracle,com_dt_0,com_age_0,com_dt_1,com_age_1,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,uwb_stddev,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
15.638888889,0,0.005111111,0.005111111,0.003111111,0.003111111,-0.008222222,0.008222222,0.019111111,0.019111111,-0.426888889,0.426888889,0.007111111,0.007111111,-0.006888889,0.006888889,1,0.050000000,1,0,0,0,0,0,0,0.042409762,0.031587508,0.351868511
15.620716049,0,-0.010716049,0.010716049,0.006172840,0.006172840,0.004543210,0.004543210,-0.002716049,0.002716049,-0.408716049,0.408716049,0.005283951,0.005283951,0.009283951,0.009283951,1,0.050000000,1,0,0,0,0,0,0,0.043643210,-0.052400624,0.332299076
15.627574760,0,0.004573388,0.004573388,-0.002858711,0.002858711,-0.001714678,0.001714678,-0.009574760,0.009574760,-0.115574760,0.115574760,-0.001574760,0.001574760,0.002425240,0.002425240,1,0.050000000,1,0,0,0,0,0,0,0.037677055,-0.022930252,0.332299076
15.954666667,0,-0.012666667,0.012666667,-0.012666667,0.012666667,0.025333333,0.025333333,-0.016666667,0.016666667,-0.442666667,0.442666667,-0.008666667,0.008666667,0.013333333,0.013333333,1,0.050000000,1,0,0,0,0,0,0,0.009282236,-0.041076203,0.562287026
16.032296296,0,0.009703704,0.009703704,0.009703704,0.009703704,-0.019407407,0.019407407,0.025703704,0.025703704,-0.520296296,0.520296296,-0.006296296,0.006296296,0.009703704,0.009703704,1,0.050000000,0,0,0,0,0,0,0,0.000485167,-0.030343381,0.617111574
16.001547325,0,-0.009325103,0.009325103,0.001637860,0.001637860,0.007687243,0.007687243,-0.023547325,0.023547325,-0.189547325,0.189547325,0.004452675,0.004452675,0.004452675,0.004452675,1,0.050000000,1,0,0,0,0,0,0,-0.060031774,-0.097585511,0.603355601
16.012338363,0,0.003785094,0.003785094,-0.001087334,0.001087334,-0.002697759,0.002697759,-0.034338363,0.034338363,-0.200338363,0.200338363,-0.006338363,0.006338363,-0.004338363,0.004338363,1,0.050000000,1,0,0,0,0,0,0,-0.108400755,-0.096230785,0.603355601
16.337777778,0,0.006222222,0.006222222,0.002222222,0.002222222,-0.008444445,0.008444445,0.000222222,0.000222222,-0.525777778,0.525777778,0.008222222,0.008222222,0.006222222,0.006222222,1,0.050000000,0,0,0,0,0,0,0,-0.030601830,-0.027056005,0.865084640
16.379654321,0,0.064345679,0.064345679,-0.053876543,0.053876543,-0.010469136,0.010469136,-0.001654321,0.001654321,-0.267654321,0.267654321,0.006345679,0.006345679,0.004345679,0.004345679,1,0.050000000,1,0,0,0,0,0,0,-0.059100007,0.012680832,0.893453273
16.365695473,0,-0.021448559,0.021448559,0.017958848,0.017958848,0.003489712,0.003489712,0.012304527,0.012304527,-0.253695473,0.253695473,0.000304527,0.000304527,-0.017695473,0.017695473,1,0.050000000,1,0,0,0,0,0,0,-0.096801752,0.014617132,0.879275728
