stamp,oracle,com_dt_0,com_age_0,com_dt_2,com_age_2,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
7.752000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.034000000,0.034000000,nan,nan,-0.004000000,0.004000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0.013303019,0.034905982,-0.173924954
7.885333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,nan,nan,0.004666667,0.004666667,0.016666667,0.016666667,0,0,0,0,0,0,0,0,-0.024624583,0.026623738,-0.180617611
7.952000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,nan,nan,-0.004000000,0.004000000,-0.012000000,0.012000000,0,0,0,0,0,0,0,0,-0.004401494,-0.021269963,-0.120955593
8.052000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,nan,nan,-0.004000000,0.004000000,0.004000000,0.004000000,0,0,0,0,0,0,0,0,-0.007736620,-0.037264444,-0.102792555
8.152000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,-0.202000000,0.202000000,-0.004000000,0.004000000,0.014000000,0.014000000,0,1,0,0,0,0,0,0,-0.021987138,-0.024046724,-0.177311396
8.285333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,-0.335333333,0.335333333,0.004666667,0.004666667,-0.001333333,0.001333333,0,1,0,0,0,0,0,0,0.031716908,0.009943527,-0.199763908
8.385333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,0.000666667,0.000666667,-0.335333333,0.335333333,0.004666667,0.004666667,0.008666667,0.008666667,0,1,0,0,0,0,0,0,0.006509133,0.037609912,-0.190536793
8.485333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,-0.335333333,0.335333333,0.004666667,0.004666667,-0.015333333,0.015333333,0,1,0,0,0,0,0,0,0.012282099,0.011730539,-0.197251161
8.585333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,0.000666667,0.000666667,-0.435333333,0.435333333,0.004666667,0.004666667,-0.001333333,0.001333333,0,1,0,0,0,0,0,0,0.037756951,0.023167773,-0.199306936
8.685333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,-0.435333333,0.435333333,0.004666667,0.004666667,0.016666667,0.016666667,0,1,0,0,0,0,0,0,0.077354800,0.039851090,-0.213115377
8.752000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,-0.402000000,0.402000000,-0.004000000,0.004000000,-0.010000000,0.010000000,0,1,0,0,0,0,0,0,0.098689816,0.042746113,-0.208804154
8.885333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,-0.535333333,0.535333333,0.004666667,0.004666667,0.010666667,0.010666667,0,0,0,0,0,0,0,0,0.049292036,0.034187075,-0.195966760
8.985333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,0.000666667,0.000666667,-0.535333333,0.535333333,0.004666667,0.004666667,-0.013333333,0.013333333,0,0,0,0,0,0,0,0,0.074937278,0.032022265,-0.162419405
9.052000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,-0.502000000,0.502000000,-0.004000000,0.004000000,-0.006000000,0.006000000,0,0,0,0,0,0,0,0,0.106439239,0.028961199,-0.181042184
9.185333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,0.000666667,0.000666667,-0.533333333,0.533333333,0.004666667,0.004666667,0.014666667,0.014666667,0,0,0,0,0,0,0,0,0.122674801,0.015664363,-0.170615836
9.252000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,-0.402000000,0.402000000,-0.004000000,0.004000000,-0.012000000,0.012000000,0,1,0,0,0,0,0,0,0.104039462,0.019523974,-0.167205711
9.352000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,-0.402000000,0.402000000,-0.004000000,0.004000000,0.004000000,0.004000000,0,1,0,0,0,0,0,0,0.090505305,0.052846085,-0.178504580
9.452000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,-0.502000000,0.502000000,-0.004000000,0.004000000,0.018000000,0.018000000,0,0,0,0,0,0,0,0,0.060488338,0.083574772,-0.145008465
9.552000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,-0.502000000,0.502000000,-0.004000000,0.004000000,-0.006000000,0.006000000,0,0,0,0,0,0,0,0,0.056988256,0.058715703,-0.143702951
9.652000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,-0.502000000,0.502000000,-0.004000000,0.004000000,0.012000000,0.012000000,0,0,0,0,0,0,0,0,0.053087598,0.033893887,-0.140164399
9.785333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,0.000666667,0.000666667,-0.535333333,0.535333333,0.004666667,0.004666667,0.000666667,0.000666667,0,0,0,0,0,0,0,0,0.031601289,-0.003120714,-0.150548214
9.852000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,-0.502000000,0.502000000,-0.004000000,0.004000000,0.008000000,0.008000000,0,0,0,0,0,0,0,0,0.019271080,-0.006987734,-0.132957615
9.952000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,-0.502000000,0.502000000,-0.002000000,0.002000000,-0.016000000,0.016000000,0,0,0,0,0,0,0,0,0.027831836,0.008278106,-0.153319395
10.052000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,-0.602000000,0.602000000,-0.002000000,0.002000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0.010804470,-0.028248422,-0.144928624
10.152000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,-0.602000000,0.602000000,-0.002000000,0.002000000,0.010000000,0.010000000,0,0,0,0,0,0,0,0,-0.012671197,-0.004251560,-0.168214142
10.285333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,-0.635333333,0.635333333,0.002666667,0.002666667,-0.009333333,0.009333333,0,0,0,0,0,0,0,0,0.008890383,0.056266213,-0.155993905
10.385333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,0.000666667,0.000666667,-0.735333333,0.735333333,0.002666667,0.002666667,0.006666667,0.006666667,0,0,0,0,0,0,0,0,0.041622799,0.039574553,-0.167880476
10.485333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,-0.635333333,0.635333333,0.004666667,0.004666667,-0.017333333,0.017333333,0,0,0,0,0,0,0,0,0.011978861,0.023515192,-0.159690555
10.585333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,0.000666667,0.000666667,-0.635333333,0.635333333,0.004666667,0.004666667,-0.009333333,0.009333333,0,0,0,0,0,0,0,0,-0.052282938,0.004254405,-0.158942394
10.685333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,-0.635333333,0.635333333,0.004666667,0.004666667,0.002666667,0.002666667,0,0,0,0,0,0,0,0,-0.019714066,-0.013414645,-0.144136540
10.752000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,-0.102000000,0.102000000,-0.002000000,0.002000000,0.010000000,0.010000000,0,1,0,0,0,0,0,0,0.002444918,0.043424857,-0.138432847
10.885333333,0,0.034666667,0.034666667,-0.019333333,0.019333333,-0.015333333,0.015333333,-0.019333333,0.019333333,-0.135333333,0.135333333,0.002666667,0.002666667,-0.009333333,0.009333333,0,1,0,0,0,0,0,0,0.003322786,0.027219875,-0.141633615
10.952000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.006000000,0.006000000,-0.102000000,0.102000000,-0.004000000,0.004000000,-0.004000000,0.004000000,0,1,0,0,0,0,0,0,-0.017471442,0.011475426,-0.142501551
11.052000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,-0.202000000,0.202000000,-0.002000000,0.002000000,0.016000000,0.016000000,0,1,0,0,0,0,0,0,-0.012050366,0.024824017,-0.155918157
11.152000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,-0.002000000,0.002000000,-0.100000000,0.100000000,-0.008000000,0.008000000,-0.008000000,0.008000000,0,1,0,0,0,0,0,0,0.021074508,0.035769392,-0.165030501
11.252000000,0,-0.032000000,0.032000000,0.014000000,0.014000000,0.018000000,0.018000000,0.014000000,0.014000000,-0.200000000,0.200000000,-0.002000000,0.002000000,0.020000000,0.020000000,0,1,0,0,0,0,0,0,0.045008911,0.058843684,-0.157261497
