stamp,self_id,target_id,com_global_x,com_global_y,com_global_z,gt_x,gt_y,gt_z,com_error_x,com_error_y,com_error_z,com_error_norm,com_stamp_dt
14.338000000,0,1,1.973702252,-0.025889075,0.319846695,2.019641312,-0.007626200,0.406239118,-0.045939060,-0.018262875,-0.086392424,0.099536831,-0.010000000
14.338000000,0,2,2.046878884,1.973670166,0.318357018,2.026681807,1.968051002,0.416095815,0.020197077,0.005619163,-0.097738797,0.099961839,0.016000000
14.338000000,0,3,0.026605764,1.983680743,0.336642661,0.022338824,1.961120190,0.451592987,0.004266940,0.022560553,-0.114950326,0.117221000,-0.006000000
14.437333333,0,1,1.977618317,-0.025787821,0.378840546,2.021021230,-0.008184605,0.460798807,-0.043402913,-0.017603217,-0.081958261,0.094397260,-0.011333333
14.437333333,0,2,2.046473939,1.966474113,0.383398255,2.028248188,1.965463996,0.470811561,0.018225751,0.001010117,-0.087413306,0.089298849,0.016666667
14.437333333,0,3,0.027815490,1.979276111,0.411394150,0.023713694,1.959115513,0.507482857,0.004101796,0.020160598,-0.096088706,0.098266545,-0.005333333
14.443555556,0,1,1.977404149,-0.025733464,0.388178494,2.021532027,-0.008399128,0.483431002,-0.044127878,-0.017334336,-0.095252508,0.106399197,0.082444444
14.443555556,0,2,2.012765993,1.955013048,0.444738469,2.028784427,1.964498825,0.493477954,-0.016018433,-0.009485777,-0.048739485,0.052173821,-0.044888889
14.443555556,0,3,0.019688176,1.958735411,0.445685166,0.024194165,1.958443700,0.530591974,-0.004505989,0.000291711,-0.084906807,0.085026790,-0.037555556
14.447629629,0,1,1.961729469,-0.038274122,0.462850323,2.021532027,-0.008399128,0.483431002,-0.059802558,-0.029874995,-0.020580679,0.069945877,-0.015185185
14.447629629,0,2,2.002148483,1.930367006,0.454201587,2.028784427,1.964498825,0.493477954,-0.026635944,-0.034131819,-0.039276368,0.058455861,0.008814815
14.447629629,0,3,-0.008495061,1.945979853,0.486953545,0.024194165,1.958443700,0.530591974,-0.032689226,-0.012463848,-0.043638429,0.055930720,0.006370371
14.642049383,0,1,1.980981328,-0.026005673,0.531182094,2.023985931,-0.009527955,0.621546107,-0.043004603,-0.016477718,-0.090364013,0.101422709,0.085950617
14.642049383,0,2,2.049710737,1.959967059,0.521622745,2.030879279,1.959840629,0.631848012,0.018831457,0.000126430,-0.110225267,0.111822401,0.111950617
14.642049383,0,3,-0.022022811,1.932494004,0.635179221,0.026258973,1.956023292,0.670600889,-0.048281783,-0.023529287,-0.035421668,0.064338577,-0.197901235
14.774403292,0,1,1.980466614,-0.024959091,0.613264753,2.025033868,-0.010142447,0.707385422,-0.044567254,-0.014816643,-0.094120668,0.105187800,0.051596708
14.774403292,0,2,2.050581671,1.957033334,0.622352141,2.031489053,1.957942731,0.717901850,0.019092619,-0.000909397,-0.095549710,0.097442814,0.079596708
14.774403292,0,3,-0.002473849,1.967437606,0.691582230,0.027009624,1.955703530,0.756664313,-0.029483473,0.011734076,-0.065082083,0.072406086,-0.131193416
14.719174211,0,1,2.003119902,-0.016180012,0.655644082,2.024423385,-0.009763556,0.654244791,-0.021303483,-0.006416456,0.001399291,0.022292764,-0.039421125
14.719174211,0,2,1.999419680,1.956736470,0.634167346,2.031153243,1.959031205,0.664633604,-0.031733563,-0.002294735,-0.030466258,0.044050853,-0.015421125
14.719174211,0,3,0.057871022,1.958672991,0.649552730,0.026584046,1.955808742,0.703464715,0.031286976,0.002864249,-0.053911984,0.062398565,0.054842250
14.962268861,0,1,2.041042375,-0.029480807,0.831751565,2.026150106,-0.011210711,0.846051726,0.014892269,-0.018270097,-0.014300162,0.027569380,-0.161462277
