stamp,flow_imu_dt,flow_gt_dt,flow_x,flow_y,gyro_x,gyro_y,tof_raw,tof_noise,tof_meas,pz_meas,vx_body_raw,vy_body_raw,vx_noise_std,vy_noise_std,vx_noise,vy_noise,vx_body_meas,vy_body_meas,gt_vx_body,gt_vy_body,est_vx_body,est_vy_body,meas_minus_gt_vx,meas_minus_gt_vy,meas_minus_est_vx,meas_minus_est_vy,velocity_update_accepted,velocity_nis,attitude_update_enabled,recovery_update,dtheta_x,dtheta_y,dtheta_z,height_update_accepted
9.024000000,0.000000000,0.024000000,-0.000010521,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.022501906,-0.000000000,0.000000000,0.020000000,0.020000000,0.029761342,-0.000949308,0.029761342,-0.000949308,0.005286197,0.007887954,0.004378418,0.008475977,0.024475145,-0.008837262,0.025382924,-0.009425284,1,0.000366491,0,0,0.000000000,0.000000000,0.000000000,1
9.122000000,0.000000000,0.022000000,-0.000010521,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.022501906,-0.000000000,0.000000000,0.020000000,0.020000000,-0.030388917,-0.010780502,-0.030388917,-0.010780502,0.003485476,0.008273210,0.029756266,-0.000947423,-0.033874393,-0.019053712,-0.060145184,-0.009833079,1,4.643129908,0,0,-0.000000000,-0.000000000,-0.000000000,1
9.224000000,0.000000000,0.026000000,-0.000010521,0.000000000,-0.000445510,-0.001102726,0.200000003,0.000000000,0.000000000,0.022501906,0.000000000,-0.000000000,0.020000000,0.020000000,0.015574291,-0.023064104,0.015574291,-0.023064104,0.001692684,0.007859870,0.000475009,-0.005328590,0.013881606,-0.030923974,0.015099281,-0.017735513,1,0.502295822,0,0,0.000000000,0.000000000,0.000000000,1
9.322000000,0.000000000,0.022000000,-0.000010521,0.000000000,-0.000179194,0.000495171,0.200000003,0.000000000,0.000000000,0.022501906,0.000000000,0.000000000,0.020000000,0.020000000,0.004410327,-0.013824278,0.004410327,-0.013824278,0.001569568,0.008920689,0.013088184,-0.018152691,0.002840759,-0.022744967,-0.008677857,0.004328412,1,0.023343417,0,0,0.000000000,0.000000000,0.000000000,1
9.424000000,0.002000000,0.024000000,-0.000010521,0.000000000,-0.000711826,-0.000303778,0.200000003,0.000000000,0.000000000,0.022501906,0.000000000,-0.000000000,0.020000000,0.020000000,0.037203951,-0.007548458,0.037203951,-0.007548458,0.001909636,0.010462027,0.006871498,-0.014240729,0.035294315,-0.018010485,0.030332453,0.006692271,1,0.246608524,0,0,0.000000000,0.000000000,0.000000000,1
9.522000000,0.000000000,0.024000000,-0.000010521,0.000000000,-0.000978143,-0.000037462,0.200000003,0.000000000,0.000000000,0.022501906,0.000000000,-0.000000000,0.020000000,0.020000000,-0.025104679,0.029496690,-0.025104679,0.029496690,0.001169333,0.010523366,0.033689458,-0.006886461,-0.026274012,0.018973324,-0.058794137,0.036383151,1,1.235240282,0,0,0.000000000,0.000000000,0.000000000,1
9.622000000,0.000000000,0.024000000,-0.000010521,0.000000000,0.000087122,-0.000037462,0.200000003,0.000000000,0.000000000,0.022501906,-0.000000000,-0.000000000,0.020000000,0.020000000,0.002961041,0.023500164,0.002961041,0.023500164,0.001611503,0.012207099,-0.017392208,0.026524988,0.001349538,0.011293065,0.020353249,-0.003024823,1,0.109065707,0,0,0.000000000,0.000000000,0.000000000,1
9.722000000,0.000000000,0.024000000,-0.000010521,0.000000000,0.000353438,-0.000303778,0.200000003,0.000000000,0.000000000,0.022501906,-0.000000000,-0.000000000,0.020000000,0.020000000,-0.017559416,-0.012473229,-0.017559416,-0.012473229,0.000262439,0.013471589,-0.000441851,0.024849343,-0.017821855,-0.025944819,-0.017117565,-0.037322573,1,0.434783892,0,0,-0.000000000,-0.000000000,-0.000000000,1
9.824000000,0.000000000,0.026000000,-0.000010521,0.000000000,-0.000445511,-0.000836410,0.200000003,0.000000000,0.000000000,0.022501906,0.000000000,-0.000000000,0.020000000,0.020000000,-0.002067423,-0.045414007,-0.002067423,-0.045414007,-0.000871473,0.012449726,-0.014679254,-0.009718903,-0.001195950,-0.057863733,0.012611831,-0.035695104,1,0.358765548,0,0,0.000000000,0.000000000,0.000000000,1
9.922000000,0.000000000,0.024000000,-0.000010521,0.000000000,0.000619754,0.000495171,0.200000003,0.000000000,0.000000000,0.022501906,-0.000000000,0.000000000,0.020000000,0.020000000,-0.031284582,0.041374186,-0.031284582,0.041374186,-0.001023889,0.011653201,-0.001854599,-0.041779426,-0.030260693,0.029720984,-0.029429983,0.083153612,1,2.063700418,0,0,0.000000000,0.000000000,0.000000000,1
