stamp,flow_imu_dt,flow_gt_dt,flow_x,flow_y,gyro_x,gyro_y,tof_raw,tof_noise,tof_meas,pz_meas,vx_body_raw,vy_body_raw,vx_noise_std,vy_noise_std,vx_noise,vy_noise,vx_body_meas,vy_body_meas,gt_vx_body,gt_vy_body,est_vx_body,est_vy_body,meas_minus_gt_vx,meas_minus_gt_vy,meas_minus_est_vx,meas_minus_est_vy,velocity_update_accepted,velocity_nis,attitude_update_enabled,recovery_update,dtheta_x,dtheta_y,dtheta_z,height_update_accepted
6.136000000,0.000000000,0.028000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,0.011855027,-0.012273145,0.011855027,-0.012273145,0.000132706,-0.000204866,0.001304283,-0.000215052,0.011722322,-0.012068279,0.010550745,-0.012058093,1,0.000128332,0,0,0.000000000,0.000000000,0.000000000,1
6.238000000,0.000000000,0.034000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,0.046796264,0.000750017,0.046796264,0.000750017,-0.000353519,0.000861747,0.011852918,-0.012270734,0.047149783,-0.000111730,0.034943347,0.013020750,1,1.738395564,0,0,0.000000000,0.000000000,0.000000000,1
6.338000000,0.000000000,0.028000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,0.038341537,0.028857481,0.038341537,0.028857481,0.003169215,0.000748366,0.029322844,-0.005761009,0.035172322,0.028109115,0.009018693,0.034618490,1,2.133032243,0,0,0.000000000,0.000000000,0.000000000,1
6.438000000,0.000000000,0.028000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,-0.024406749,0.026034514,-0.024406749,0.026034514,0.004200577,0.003086994,0.032328875,0.005777718,-0.028607326,0.022947520,-0.056735623,0.020256796,1,6.804992295,0,0,0.000000000,0.000000000,0.000000000,1
6.530000000,0.000000000,0.020000000,-0.000010520,0.000000000,-0.001018757,-0.000790614,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.020000000,0.020000000,0.014048990,0.006117924,0.014048990,0.006117924,0.005872352,0.003380649,0.020051946,0.009826631,0.008176638,0.002737275,-0.006002956,-0.003708707,1,0.017756036,0,0,-0.000000000,-0.000000000,-0.000000000,1
6.638000000,0.000000000,0.030000000,-0.000010520,0.000000000,-0.000219809,0.001339915,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.020000000,0.020000000,0.010965689,0.037420909,0.010965689,0.037420909,0.007382480,0.002757049,0.014092189,0.005248283,0.003583209,0.034663860,-0.003126500,0.032172626,1,0.231694438,0,0,0.000000000,0.000000000,0.000000000,1
6.738000000,0.000000000,0.028000000,-0.000010520,0.000000000,0.000046508,0.000008334,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,0.008025563,-0.023630027,0.008025563,-0.023630027,0.005062366,0.001371743,0.008199159,0.034408127,0.002963196,-0.025001770,-0.000173596,-0.058038154,1,0.877992457,0,0,-0.000000000,-0.000000000,-0.000000000,1
6.836000000,0.000000000,0.028000000,-0.000010520,0.000000000,0.000579140,0.000008334,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.020000000,0.020000000,0.013109829,-0.016032872,0.013109829,-0.016032872,0.004923483,0.000986505,0.007059225,-0.014668914,0.008186346,-0.017019378,0.006050605,-0.001363959,1,0.010223672,0,0,0.000000000,0.000000000,0.000000000,1
6.938000000,0.000000000,0.028000000,-0.000010520,0.000000000,-0.000486125,0.000008334,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.020000000,0.020000000,0.031761023,-0.036411416,0.031761023,-0.036411416,0.004713056,0.000575423,0.012170869,-0.015128915,0.027047967,-0.036986839,0.019590154,-0.021282501,1,0.209797689,0,0,0.000000000,0.000000000,0.000000000,1
7.038000000,0.000000000,0.026000000,-0.000010520,0.000000000,-0.000219809,0.000008334,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.020000000,0.020000000,-0.023907378,-0.002759872,-0.023907378,-0.002759872,0.005001309,0.000362472,0.030246898,-0.033612712,-0.028908687,-0.003122344,-0.054154276,0.030852840,1,1.003411940,0,0,0.000000000,0.000000000,0.000000000,1
