stamp,phase,self_id,target_id,uwb_dt,camera_dt,com_dt,rel_gt_x,rel_gt_y,rel_gt_z,rel_pred_x,rel_pred_y,rel_pred_z,uwb_meas,uwb_pred,uwb_residual,alpha_meas,alpha_pred,alpha_residual,theta_meas,theta_pred,theta_residual,xy_residual_x,xy_residual_y,cost_uwb,cost_angle,cost_xy,cost_ins,cam_target_valid,angle_constraint_valid,xy_constraint_valid
14.700000000,pre,2,0,0.014000000,0.052000000,-0.100000000,-1.997964750,-2.011752500,0.091934307,-2.179984785,-1.958344286,0.052678940,2.887645408,2.930907893,-0.043262485,nan,nan,nan,nan,nan,nan,nan,nan,0.748657030,nan,nan,0.000000000,0,0,0
14.700000000,pre,2,1,0.014000000,0.052000000,0.140000000,0.009935214,-1.992931941,-0.000373532,-0.191625069,-1.964306983,-0.026177884,2.013121873,1.973805303,0.039316570,nan,nan,nan,nan,nan,nan,nan,nan,0.618317080,nan,nan,0.000000000,0,0,0
14.700000000,pre,2,3,0.014000000,0.052000000,0.122000000,-2.013555243,0.000215295,-0.014638886,-2.053221797,0.033586425,-0.018437822,2.047307209,2.053579253,-0.006272044,nan,nan,nan,nan,nan,nan,nan,nan,0.015735415,nan,nan,0.000000000,0,0,0
14.700000000,post,2,0,0.014000000,0.052000000,-0.100000000,-1.997964750,-2.011752500,0.091934307,-2.150704170,-1.977000338,0.052678940,2.887645408,2.921786069,-0.034140661,nan,nan,nan,nan,nan,nan,nan,nan,0.466233891,nan,nan,0.000000000,0,0,0
14.700000000,post,2,1,0.014000000,0.052000000,0.140000000,0.009935214,-1.992931941,-0.000373532,-0.162344454,-1.982963035,-0.026177884,2.013121873,1.989769686,0.023352187,nan,nan,nan,nan,nan,nan,nan,nan,0.218129864,nan,nan,0.000000000,0,0,0
14.700000000,post,2,3,0.014000000,0.052000000,0.122000000,-2.013555243,0.000215295,-0.014638886,-2.023941182,0.014930373,-0.018437822,2.047307209,2.024080230,0.023226979,nan,nan,nan,nan,nan,nan,nan,nan,0.215797019,nan,nan,0.000000000,0,0,0
14.800000000,pre,2,0,-0.006000000,-0.048000000,-0.100000000,-1.998642880,-2.010985909,0.092059452,-2.118687322,-2.009104342,0.029105397,2.844396118,2.919962903,-0.075566785,nan,nan,nan,nan,nan,nan,nan,nan,2.284135569,nan,nan,0.000000000,0,0,0
14.800000000,pre,2,1,-0.006000000,-0.048000000,0.140000000,0.009648732,-1.992980592,-0.000698653,-0.141164084,-1.987088564,-0.026666434,1.985221875,1.992274920,-0.007053045,nan,nan,nan,nan,nan,nan,nan,nan,0.019898179,nan,nan,0.000000000,0,0,0
14.800000000,pre,2,3,-0.006000000,-0.048000000,0.122000000,-2.014031958,-0.000114298,-0.014717401,-1.999621061,0.010458151,-0.012897383,2.011851474,1.999690002,0.012161472,nan,nan,nan,nan,nan,nan,nan,nan,0.059160558,nan,nan,0.000000000,0,0,0
14.800000000,post,2,0,-0.006000000,-0.048000000,-0.100000000,-1.998642880,-2.010985909,0.092059452,-2.102851057,-1.975601549,0.029105397,2.844396118,2.885451641,-0.041055523,nan,nan,nan,nan,nan,nan,nan,nan,0.674222397,nan,nan,0.021971591,0,0,0
14.800000000,post,2,1,-0.006000000,-0.048000000,0.140000000,0.009648732,-1.992980592,-0.000698653,-0.125327819,-1.953585770,-0.026666434,1.985221875,1.957783319,0.027438556,nan,nan,nan,nan,nan,nan,nan,nan,0.301149741,nan,nan,0.021971591,0,0,0
14.800000000,post,2,3,-0.006000000,-0.048000000,0.122000000,-2.014031958,-0.000114298,-0.014717401,-1.983784796,0.043960944,-0.012897383,2.011851474,1.984313742,0.027537732,nan,nan,nan,nan,nan,nan,nan,nan,0.303330677,nan,nan,0.021971591,0,0,0
14.900000000,pre,2,0,0.014000000,-0.048000000,-0.100000000,-1.999736025,-2.009722165,0.091505827,-2.110399398,-1.970377581,0.041248691,2.792008352,2.887537859,-0.095529507,nan,nan,nan,nan,nan,nan,nan,nan,3.650354674,nan,nan,0.000000000,0,0,0
14.900000000,pre,2,1,0.014000000,-0.048000000,-0.100000000,0.008922977,-1.993288250,-0.001182225,-0.102013105,-2.005030477,-0.048330667,2.025611919,2.008205602,0.017406317,nan,nan,nan,nan,nan,nan,nan,nan,0.121191954,nan,nan,0.000000000,0,0,0
14.900000000,pre,2,3,0.014000000,-0.048000000,-0.200000000,-2.014615082,-0.000587200,-0.014683262,-2.008613906,0.041320572,-0.035033476,2.059899163,2.009344310,0.050554853,nan,nan,nan,nan,nan,nan,nan,nan,1.022317266,nan,nan,0.000000000,0,0,0
14.900000000,post,2,0,0.014000000,-0.048000000,-0.100000000,-1.999736025,-2.009722165,0.091505827,-2.109117153,-1.938024397,0.041248691,2.792008352,2.864614317,-0.072605965,nan,nan,nan,nan,nan,nan,nan,nan,2.108650453,nan,nan,0.016773962,0,0,0
14.900000000,post,2,1,0.014000000,-0.048000000,-0.100000000,0.008922977,-1.993288250,-0.001182225,-0.100730860,-1.972677293,-0.048330667,2.025611919,1.975838622,0.049773297,nan,nan,nan,nan,nan,nan,nan,nan,0.990952429,nan,nan,0.016773962,0,0,0
14.900000000,post,2,3,0.014000000,-0.048000000,-0.200000000,-2.014615082,-0.000587200,-0.014683262,-2.007331661,0.073673755,-0.035033476,2.059899163,2.008988692,0.050910472,nan,nan,nan,nan,nan,nan,nan,nan,1.036750456,nan,nan,0.016773962,0,0,0
15.000000000,pre,2,0,-0.006000000,-0.048000000,-0.100000000,-2.000635787,-2.008687549,0.090645053,-2.107373717,-1.930267114,0.059265302,2.748241511,2.858402962,-0.110161451,nan,nan,nan,nan,nan,nan,nan,nan,4.854218086,nan,nan,0.000000000,0,0,0
15.000000000,pre,2,1,-0.006000000,-0.048000000,-0.100000000,0.008213972,-1.993644559,-0.001612496,-0.171616360,-1.985398113,-0.029911350,2.013549907,1.993025974,0.020523934,nan,nan,nan,nan,nan,nan,nan,nan,0.168492744,nan,nan,0.000000000,0,0,0
15.000000000,pre,2,3,-0.006000000,-0.048000000,-0.200000000,-2.015005004,-0.000912627,-0.014591920,-2.019498605,0.047445902,-0.028565677,2.080822705,2.020257837,0.060564868,nan,nan,nan,nan,nan,nan,nan,nan,1.467241282,nan,nan,0.000000000,0,0,0
15.000000000,post,2,0,-0.006000000,-0.048000000,-0.100000000,-2.000635787,-2.008687549,0.090645053,-2.108231344,-1.892380900,0.059265302,2.748241511,2.833594404,-0.085352893,nan,nan,nan,nan,nan,nan,nan,nan,2.914046545,nan,nan,0.022977612,0,0,0
15.000000000,post,2,1,-0.006000000,-0.048000000,-0.100000000,0.008213972,-1.993644559,-0.001612496,-0.172473987,-1.947511899,-0.029911350,2.013549907,1.955363025,0.058186882,nan,nan,nan,nan,nan,nan,nan,nan,1.354285292,nan,nan,0.022977612,0,0,0
15.000000000,post,2,3,-0.006000000,-0.048000000,-0.200000000,-2.015005004,-0.000912627,-0.014591920,-2.020356232,0.085332116,-0.028565677,2.080822705,2.022359234,0.058463470,nan,nan,nan,nan,nan,nan,nan,nan,1.367190940,nan,nan,0.022977612,0,0,0
15.100000000,pre,2,0,0.014000000,-0.148000000,-0.100000000,-2.002064125,-2.007102218,0.088859312,-2.156125957,-1.936287553,0.047975449,2.800934834,2.898342677,-0.097407843,nan,nan,nan,nan,nan,nan,nan,nan,3.795315182,nan,nan,0.000000000,0,0,0
15.100000000,pre,2,1,0.014000000,-0.148000000,-0.100000000,0.007025968,-1.994377698,-0.002443770,-0.125847157,-1.966651292,-0.042723721,1.949018654,1.971136760,-0.022118106,nan,nan,nan,nan,nan,nan,nan,nan,0.195684250,nan,nan,0.000000000,0,0,0
15.100000000,pre,2,3,0.014000000,-0.148000000,-0.200000000,-2.015525880,-0.001420144,-0.014483918,-2.049142253,0.085157365,-0.038424011,2.055253483,2.051270863,0.003982620,nan,nan,nan,nan,nan,nan,nan,nan,0.006344505,nan,nan,0.000000000,0,0,0
15.100000000,post,2,0,0.014000000,-0.148000000,-0.100000000,-2.002064125,-2.007102218,0.088859312,-2.127567826,-1.886958697,0.047975449,2.800934834,2.844197536,-0.043262703,nan,nan,nan,nan,nan,nan,nan,nan,0.748664572,nan,nan,0.051982446,0,0,0
15.100000000,post,2,1,0.014000000,-0.148000000,-0.100000000,0.007025968,-1.994377698,-0.002443770,-0.097289027,-1.917322435,-0.042723721,1.949018654,1.920264511,0.028754143,nan,nan,nan,nan,nan,nan,nan,nan,0.330720285,nan,nan,0.051982446,0,0,0
15.100000000,post,2,3,0.014000000,-0.148000000,-0.200000000,-2.015525880,-0.001420144,-0.014483918,-2.020584123,0.134486222,-0.038424011,2.055253483,2.025419252,0.029834231,nan,nan,nan,nan,nan,nan,nan,nan,0.356032541,nan,nan,0.051982446,0,0,0
15.200000000,pre,2,0,-0.006000000,-0.048000000,-0.100000000,-2.003099450,-2.006029742,0.087354524,-2.119768347,-1.917935028,0.020782173,2.822660995,2.858727779,-0.036066784,nan,nan,nan,nan,nan,nan,nan,nan,0.520325163,nan,nan,0.000000000,0,0,0
15.200000000,pre,2,1,-0.006000000,-0.048000000,-0.100000000,0.006147611,-1.995046658,-0.003071317,-0.063089784,-1.959541937,-0.040812394,1.968102448,1.960982044,0.007120404,nan,nan,nan,nan,nan,nan,nan,nan,0.020280061,nan,nan,0.000000000,0,0,0
15.200000000,pre,2,3,-0.006000000,-0.048000000,-0.200000000,-2.015856968,-0.001822449,-0.014358224,-2.003279142,0.121239009,-0.037465521,2.021537220,2.007294169,0.014243051,nan,nan,nan,nan,nan,nan,nan,nan,0.081145797,nan,nan,0.000000000,0,0,0
15.200000000,post,2,0,-0.006000000,-0.048000000,-0.100000000,-2.003099450,-2.006029742,0.087354524,-2.115084642,-1.907336514,0.020782173,2.822660995,2.848148086,-0.025487091,nan,nan,nan,nan,nan,nan,nan,nan,0.259836725,nan,nan,0.002148249,0,0,0
15.200000000,post,2,1,-0.006000000,-0.048000000,-0.100000000,0.006147611,-1.995046658,-0.003071317,-0.058406079,-1.948943424,-0.040812394,1.968102448,1.950245469,0.017856979,nan,nan,nan,nan,nan,nan,nan,nan,0.127548674,nan,nan,0.002148249,0,0,0
15.200000000,post,2,3,-0.006000000,-0.048000000,-0.200000000,-2.015856968,-0.001822449,-0.014358224,-1.998595437,0.131837523,-0.037465521,2.021537220,2.003289425,0.018247795,nan,nan,nan,nan,nan,nan,nan,nan,0.133192816,nan,nan,0.002148249,0,0,0
15.300000000,pre,2,0,0.014000000,-0.048000000,-0.100000000,-2.004612704,-2.004598983,0.084926068,-2.116147215,-1.924746481,0.025680133,2.823748634,2.860662078,-0.036913444,nan,nan,nan,nan,nan,nan,nan,nan,0.545040939,nan,nan,0.000000000,0,0,0
15.300000000,pre,2,1,0.014000000,-0.048000000,-0.100000000,0.004842477,-1.996222928,-0.004055431,-0.101854690,-1.994589126,-0.032629840,1.989014773,1.997454597,-0.008439824,nan,nan,nan,nan,nan,nan,nan,nan,0.028492252,nan,nan,0.000000000,0,0,0
15.300000000,pre,2,3,0.014000000,-0.048000000,-0.200000000,-2.016338943,-0.002470037,-0.014153835,-2.050381213,0.088433194,-0.036996159,2.048854618,2.052620828,-0.003766210,nan,nan,nan,nan,nan,nan,nan,nan,0.005673736,nan,nan,0.000000000,0,0,0
15.300000000,post,2,0,0.014000000,-0.048000000,-0.100000000,-2.004612704,-2.004598983,0.084926068,-2.101740632,-1.907361554,0.025680133,2.823748634,2.838309576,-0.014560942,nan,nan,nan,nan,nan,nan,nan,nan,0.084808418,nan,nan,0.008156565,0,0,0
15.300000000,post,2,1,0.014000000,-0.048000000,-0.100000000,0.004842477,-1.996222928,-0.004055431,-0.087448107,-1.977204199,-0.032629840,1.989014773,1.979406053,0.009608720,nan,nan,nan,nan,nan,nan,nan,nan,0.036930997,nan,nan,0.008156565,0,0,0
15.300000000,post,2,3,0.014000000,-0.048000000,-0.200000000,-2.016338943,-0.002470037,-0.014153835,-2.035974630,0.105818121,-0.036996159,2.048854618,2.039058332,0.009796286,nan,nan,nan,nan,nan,nan,nan,nan,0.038386887,nan,nan,0.008156565,0,0,0
15.400000000,pre,2,0,-0.006000000,-0.048000000,-0.100000000,-2.006127752,-2.003261275,0.082341771,-2.124441242,-1.903429348,0.028998264,2.852583026,2.852566349,0.000016678,nan,nan,nan,nan,nan,nan,nan,nan,0.000000111,nan,nan,0.000000000,0,0,0
15.400000000,pre,2,1,-0.006000000,-0.048000000,-0.100000000,0.003504649,-1.997596850,-0.005123099,-0.087436546,-1.997954509,-0.027936101,1.974017154,2.000061948,-0.026044794,nan,nan,nan,nan,nan,nan,nan,nan,0.271332526,nan,nan,0.000000000,0,0,0
15.400000000,pre,2,3,-0.006000000,-0.048000000,-0.200000000,-2.016858550,-0.003125859,-0.013829391,-2.065895745,0.035658056,-0.027477734,2.113744667,2.066386158,0.047358509,nan,nan,nan,nan,nan,nan,nan,nan,0.897131369,nan,nan,0.000000000,0,0,0
15.400000000,post,2,0,-0.006000000,-0.048000000,-0.100000000,-2.006127752,-2.003261275,0.082341771,-2.163650911,-1.871029650,0.028998264,2.852583026,2.860590518,-0.008007492,nan,nan,nan,nan,nan,nan,nan,nan,0.025647972,nan,nan,0.041394217,0,0,0
15.400000000,post,2,1,-0.006000000,-0.048000000,-0.100000000,0.003504649,-1.997596850,-0.005123099,-0.126646215,-1.965554811,-0.027936101,1.974017154,1.969828776,0.004188378,nan,nan,nan,nan,nan,nan,nan,nan,0.007017004,nan,nan,0.041394217,0,0,0
15.400000000,post,2,3,-0.006000000,-0.048000000,-0.200000000,-2.016858550,-0.003125859,-0.013829391,-2.105105414,0.068057754,-0.027477734,2.113744667,2.106384506,0.007360161,nan,nan,nan,nan,nan,nan,nan,nan,0.021668789,nan,nan,0.041394217,0,0,0
15.500000000,pre,2,0,0.014000000,0.052000000,-0.100000000,-2.007187864,-2.002344949,0.080422807,-2.149734227,-1.921601673,0.038763011,2.815708919,2.883645750,-0.067936831,nan,nan,nan,nan,nan,nan,nan,nan,1.846165179,nan,nan,0.000000000,0,0,0
