stamp,self_id,target_id,com_global_x,com_global_y,com_global_z,gt_x,gt_y,gt_z,com_error_x,com_error_y,com_error_z,com_error_norm,com_stamp_dt
22.960888889,3,0,0.012122188,0.037262874,0.308951161,0.022323715,-0.013385258,0.393772708,-0.010201527,0.050648131,-0.084821547,0.099317668,0.025111111
22.960888889,3,1,1.978524394,-0.028733420,0.453385825,2.028552867,-0.001211474,0.536195712,-0.050028473,-0.027521945,-0.082809887,0.100587191,-0.068222222
22.960888889,3,2,2.049997297,1.973135612,0.440398309,2.019626625,1.974863569,0.520772927,0.030370672,-0.001727957,-0.080374618,0.085938599,0.043111111
23.010740741,3,0,0.009757309,0.041082551,0.334778979,0.022785829,-0.013746328,0.407891517,-0.013028521,0.054828879,-0.073112538,0.092311384,0.073259259
23.010740741,3,1,1.965918196,-0.043579183,0.488245404,2.028867376,-0.001229026,0.551239575,-0.062949180,-0.042350158,-0.062994171,0.098612376,-0.018074074
23.010740741,3,2,2.057977637,1.950896714,0.503943158,2.019759204,1.974625390,0.535732855,0.038218433,-0.023728676,-0.031789697,0.055084331,-0.055185185
22.994123457,3,0,-0.044750143,-0.008835727,0.457873393,0.022785829,-0.013746328,0.407891517,-0.067535973,0.004910601,0.049981875,0.084162993,-0.024419753
22.994123457,3,1,1.947809520,-0.048096452,0.485096006,2.028867376,-0.001229026,0.551239575,-0.081057856,-0.046867426,-0.066143569,0.114638141,0.006024691
22.994123457,3,2,2.053915532,1.932812604,0.492665509,2.019759204,1.974625390,0.535732855,0.034156327,-0.041812786,-0.043067346,0.069063449,0.018395062
23.199267490,3,0,-0.037057500,-0.024408772,0.592298501,0.026631034,-0.016902904,0.562811946,-0.063688534,-0.007505868,0.029486555,0.070583457,-0.191465021
23.199267490,3,1,1.984638555,-0.028627133,0.600892260,2.030837246,-0.001409252,0.712427316,-0.046198691,-0.027217881,-0.111535055,0.123754598,0.084732510
23.199267490,3,2,2.049140283,1.975739944,0.584103686,2.020299488,1.973285615,0.695895832,0.028840795,0.002454329,-0.111792146,0.115478566,0.106732510
23.228844993,3,0,0.023379464,-0.007912273,0.598820895,0.026657000,-0.016925369,0.564223798,-0.003277536,0.009013096,0.034597098,0.035901773,0.063821674
23.228844993,3,1,2.001035533,-0.026872264,0.649017594,2.030843515,-0.001410761,0.713874538,-0.029807982,-0.025461503,-0.064856944,0.075784083,-0.028244170
23.228844993,3,2,1.976845168,1.920267186,0.636826368,2.020298729,1.973281893,0.697331105,-0.043453561,-0.053014707,-0.060504737,0.091430817,-0.035577503
23.218985825,3,0,-0.019108544,-0.009311426,0.600851061,0.026631034,-0.016902904,0.562811946,-0.045739578,0.007591478,0.038039115,0.059972609,-0.021273891
23.218985825,3,1,2.029405955,-0.045970896,0.636500019,2.030837246,-0.001409252,0.712427316,-0.001431291,-0.044561644,-0.075927297,0.088049663,0.009414724
23.218985825,3,2,1.995415687,1.941492059,0.631051024,2.020299488,1.973285615,0.695895832,-0.024883800,-0.031793556,-0.064844808,0.076386405,0.011859168
23.591333333,3,0,0.009241440,0.029142181,0.722380281,0.029217962,-0.019588189,0.837445416,-0.019976522,0.048730370,-0.115065135,0.126545232,-0.007333333
23.591333333,3,1,1.984686673,-0.031563131,0.873055486,2.028852686,-0.001571585,0.987461351,-0.044166013,-0.029991545,-0.114405864,0.126249084,-0.007333333
23.591333333,3,2,2.050916779,1.969937659,0.850191236,2.018967788,1.974599246,0.968602144,0.031948991,-0.004661586,-0.118410908,0.122733906,0.014666667
23.590222222,3,0,-0.021823528,-0.033151979,0.845713470,0.029217962,-0.019588189,0.837445416,-0.051041490,-0.013563791,0.008268054,0.053456251,0.002444445
23.590222222,3,1,1.965135894,-0.018718969,0.894940299,2.028852686,-0.001571585,0.987461351,-0.063716792,-0.017147383,-0.092521052,0.113639814,0.002444445
23.590222222,3,2,2.026651341,1.996215971,0.886709694,2.018967788,1.974599246,0.968602144,0.007683554,0.021616726,-0.081892449,0.085045242,-0.004888889
23.590592593,3,0,-0.039017834,-0.030362288,0.847981510,0.029217962,-0.019588189,0.837445416,-0.068235795,-0.010774099,0.010536094,0.069879999,-0.000814815
23.590592593,3,1,1.972095164,-0.026685586,0.897227028,2.028852686,-0.001571585,0.987461351,-0.056757523,-0.025114001,-0.090234323,0.109518777,-0.000814815
23.590592593,3,2,2.044628374,1.965349978,0.882287864,2.018967788,1.974599246,0.968602144,0.025660586,-0.009249268,-0.086314280,0.090521653,0.001629629
23.891333333,3,0,0.011012753,0.022397899,0.956451413,0.028414882,-0.020200199,1.036241281,-0.017402130,0.042598098,-0.079789868,0.092107845,-0.007333333
23.891333333,3,1,1.977800306,-0.027887999,1.121696909,2.024627922,-0.001967286,1.179950839,-0.046827616,-0.025920713,-0.058253929,0.079108971,-0.007333333
