seq,timestamp,self_id,target_id,filtered_distance,gt_distance
0,27.472000,0,1,2.044065,2.000000
0,27.472000,0,2,2.810788,2.828427
0,27.472000,0,3,2.027464,2.000000
1,27.472000,0,1,2.050541,2.000000
1,27.472000,0,2,2.865310,2.828427
1,27.472000,0,3,1.978111,2.000000
2,27.514000,0,1,2.022318,2.000000
2,27.514000,0,2,2.859075,2.828427
2,27.514000,0,3,2.014964,2.000000
3,27.552000,0,1,2.021188,2.000000
3,27.552000,0,2,2.852604,2.828427
3,27.552000,0,3,2.043556,2.000000
4,27.592000,0,1,2.001853,2.000000
4,27.592000,0,2,2.867500,2.828427
4,27.592000,0,3,2.037202,2.000000
5,27.632000,0,1,1.997833,2.000000
5,27.632000,0,2,2.880445,2.828427
5,27.632000,0,3,2.042822,2.000000
6,27.672000,0,1,1.954977,2.000000
6,27.672000,0,2,2.866812,2.828427
6,27.672000,0,3,2.034092,2.000000
7,27.712000,0,1,1.935430,2.000000
7,27.712000,0,2,2.839041,2.828427
7,27.712000,0,3,1.989238,2.000000
8,27.752000,0,1,1.906764,2.000000
8,27.752000,0,2,2.844634,2.828427
8,27.752000,0,3,1.974100,2.000000
9,27.792000,0,1,1.910711,2.000000
9,27.792000,0,2,2.841963,2.828427
9,27.792000,0,3,1.983936,2.000000
10,27.832000,0,1,1.933404,2.000000
10,27.832000,0,2,2.824091,2.828427
10,27.832000,0,3,1.994897,2.000000
11,27.872000,0,1,1.992992,2.000000
11,27.872000,0,2,2.805896,2.828427
11,27.872000,0,3,2.027961,2.000000
12,27.912000,0,1,2.028027,2.000000
12,27.912000,0,2,2.828783,2.828427
12,27.912000,0,3,2.069213,2.000000
13,27.952000,0,1,2.071695,2.000000
13,27.952000,0,2,2.830968,2.828427
13,27.952000,0,3,2.073029,2.000000
14,27.992000,0,1,2.091064,2.000000
14,27.992000,0,2,2.813672,2.828427
14,27.992000,0,3,2.088350,2.000000
15,28.032000,0,1,2.097595,2.000000
15,28.032000,0,2,2.844507,2.828427
15,28.032000,0,3,2.075101,2.000000
16,28.072000,0,1,2.081398,2.000000
16,28.072000,0,2,2.848193,2.828427
16,28.072000,0,3,2.090890,2.000000
17,28.112000,0,1,2.092919,2.000000
17,28.112000,0,2,2.868163,2.828427
17,28.112000,0,3,2.084389,2.000000
18,28.152000,0,1,2.082582,2.000000
18,28.152000,0,2,2.867281,2.828427
18,28.152000,0,3,2.079229,2.000000
