seq,raw_timestamp,effective_timestamp,stamp_shift,self_id,target_id,filtered_distance,latest_raw_distance,gt_distance_latest,window_size,window_span,window_lag,reject_count
0,16.282000,16.282000,0.000000,1,0,2.064840,2.064840,2.000000,1,0.000000,0.000000,0
0,16.282000,16.282000,0.000000,1,2,2.085616,2.085616,2.000000,1,0.000000,0.000000,0
0,16.282000,16.282000,0.000000,1,3,2.879848,2.879848,2.828427,1,0.000000,0.000000,0
1,16.322000,16.302000,-0.020000,1,0,1.994711,1.924583,2.000000,2,0.040000,0.020000,0
1,16.322000,16.302000,-0.020000,1,2,2.047717,2.009818,2.000000,2,0.040000,0.020000,0
1,16.322000,16.302000,-0.020000,1,3,2.789324,2.698799,2.828427,2,0.040000,0.020000,0
2,16.362000,16.322000,-0.040000,1,0,1.994516,1.994126,2.000000,3,0.080000,0.040000,0
2,16.362000,16.322000,-0.040000,1,2,2.035011,2.009598,2.000000,3,0.080000,0.040000,0
2,16.362000,16.322000,-0.040000,1,3,2.812777,2.859683,2.828427,3,0.080000,0.040000,0
3,16.402000,16.342000,-0.060000,1,0,2.006854,2.043867,2.000000,4,0.120000,0.060000,0
3,16.402000,16.342000,-0.060000,1,2,2.017172,1.963657,2.000000,4,0.120000,0.060000,0
3,16.402000,16.342000,-0.060000,1,3,2.805282,2.782797,2.828427,4,0.120000,0.060000,0
4,16.442000,16.362000,-0.080000,1,0,2.022135,2.083260,2.000000,5,0.160000,0.080000,0
4,16.442000,16.362000,-0.080000,1,2,2.001641,1.939514,2.000000,5,0.160000,0.080000,0
4,16.442000,16.362000,-0.080000,1,3,2.811341,2.835577,2.828427,5,0.160000,0.080000,0
5,16.482000,16.402000,-0.080000,1,0,1.998344,1.945884,2.000000,5,0.160000,0.080000,0
5,16.482000,16.402000,-0.080000,1,2,1.987734,2.016081,2.000000,5,0.160000,0.080000,0
5,16.482000,16.402000,-0.080000,1,3,2.806006,2.853173,2.828427,5,0.160000,0.080000,0
6,16.522000,16.442000,-0.080000,1,0,1.994742,1.906573,2.000000,5,0.160000,0.080000,0
6,16.522000,16.442000,-0.080000,1,2,1.961827,1.880282,2.000000,5,0.160000,0.080000,0
6,16.522000,16.442000,-0.080000,1,3,2.836184,2.849689,2.828427,5,0.160000,0.080000,0
7,16.562000,16.482000,-0.080000,1,0,1.996369,2.002263,2.000000,5,0.160000,0.080000,0
7,16.562000,16.482000,-0.080000,1,2,1.970064,2.050785,2.000000,5,0.160000,0.080000,0
7,16.562000,16.482000,-0.080000,1,3,2.855688,2.957203,2.828427,5,0.160000,0.080000,0
8,16.602000,16.522000,-0.080000,1,0,2.009665,2.110344,2.000000,5,0.160000,0.080000,0
8,16.602000,16.522000,-0.080000,1,2,1.971771,1.972194,2.000000,5,0.160000,0.080000,0
8,16.602000,16.522000,-0.080000,1,3,2.835072,2.679717,2.828427,5,0.160000,0.080000,0
9,16.642000,16.562000,-0.080000,1,0,1.977652,1.923197,2.000000,5,0.160000,0.080000,0
9,16.642000,16.562000,-0.080000,1,2,1.982830,1.994806,2.000000,5,0.160000,0.080000,0
9,16.642000,16.562000,-0.080000,1,3,2.822846,2.774450,2.828427,5,0.160000,0.080000,0
10,16.682000,16.602000,-0.080000,1,0,1.978997,1.952608,2.000000,5,0.160000,0.080000,0
10,16.682000,16.602000,-0.080000,1,2,1.973582,1.969841,2.000000,5,0.160000,0.080000,0
10,16.682000,16.602000,-0.080000,1,3,2.830043,2.889155,2.828427,5,0.160000,0.080000,0
11,16.722000,16.642000,-0.080000,1,0,1.996681,1.994994,2.000000,5,0.160000,0.080000,0
11,16.722000,16.642000,-0.080000,1,2,2.010718,2.065962,2.000000,5,0.160000,0.080000,0
11,16.722000,16.642000,-0.080000,1,3,2.838088,2.889917,2.828427,5,0.160000,0.080000,0
12,16.762000,16.682000,-0.080000,1,0,1.995613,1.996923,2.000000,5,0.160000,0.080000,0
12,16.762000,16.682000,-0.080000,1,2,1.994255,1.968472,2.000000,5,0.160000,0.080000,0
12,16.762000,16.682000,-0.080000,1,3,2.794689,2.740205,2.828427,5,0.160000,0.080000,0
13,16.802000,16.722000,-0.080000,1,0,1.978251,2.023535,2.000000,5,0.160000,0.080000,0
13,16.802000,16.722000,-0.080000,1,2,2.001145,2.006645,2.000000,5,0.160000,0.080000,0
13,16.802000,16.722000,-0.080000,1,3,2.854984,2.981191,2.828427,5,0.160000,0.080000,0
14,16.842000,16.762000,-0.080000,1,0,1.977781,1.920846,2.000000,5,0.160000,0.080000,0
14,16.842000,16.762000,-0.080000,1,2,1.997956,1.978859,2.000000,5,0.160000,0.080000,0
14,16.842000,16.762000,-0.080000,1,3,2.856296,2.781011,2.828427,5,0.160000,0.080000,0
15,16.882000,16.802000,-0.080000,1,0,1.969874,1.913073,2.000000,5,0.160000,0.080000,0
15,16.882000,16.802000,-0.080000,1,2,2.009241,2.026266,2.000000,5,0.160000,0.080000,0
15,16.882000,16.802000,-0.080000,1,3,2.831233,2.763842,2.828427,5,0.160000,0.080000,0
16,16.922000,16.842000,-0.080000,1,0,1.980381,2.047527,2.000000,5,0.160000,0.080000,0
16,16.922000,16.842000,-0.080000,1,2,2.014097,2.090245,2.000000,5,0.160000,0.080000,0
16,16.922000,16.842000,-0.080000,1,3,2.795476,2.711129,2.828427,5,0.160000,0.080000,0
17,16.962000,16.882000,-0.080000,1,0,1.978650,1.988268,2.000000,5,0.160000,0.080000,0
17,16.962000,16.882000,-0.080000,1,2,2.015045,1.973211,2.000000,5,0.160000,0.080000,0
17,16.962000,16.882000,-0.080000,1,3,2.818496,2.855309,2.828427,5,0.160000,0.080000,0
18,17.002000,16.922000,-0.080000,1,0,1.969322,1.976894,2.000000,5,0.160000,0.080000,0
18,17.002000,16.922000,-0.080000,1,2,1.995207,1.907455,2.000000,5,0.160000,0.080000,0
18,17.002000,16.922000,-0.080000,1,3,2.775657,2.766994,2.828427,5,0.160000,0.080000,0
19,17.042000,16.962000,-0.080000,1,0,1.975779,1.953135,2.000000,5,0.160000,0.080000,0
19,17.042000,16.962000,-0.080000,1,2,1.992699,1.966316,2.000000,5,0.160000,0.080000,0
19,17.042000,16.962000,-0.080000,1,3,2.765455,2.730002,2.828427,5,0.160000,0.080000,0
20,17.082000,17.002000,-0.080000,1,0,1.989109,1.979721,2.000000,5,0.160000,0.080000,0
20,17.082000,17.002000,-0.080000,1,2,1.999612,2.060835,2.000000,5,0.160000,0.080000,0
20,17.082000,17.002000,-0.080000,1,3,2.762415,2.748644,2.828427,5,0.160000,0.080000,0
21,17.124000,17.042400,-0.081600,1,0,2.005359,2.128778,2.000000,5,0.162000,0.081600,0
21,17.124000,17.042400,-0.081600,1,2,1.969066,1.937513,2.000000,5,0.162000,0.081600,0
21,17.124000,17.042400,-0.081600,1,3,2.814434,2.971223,2.828427,5,0.162000,0.081600,0
22,17.162000,17.082400,-0.079600,1,0,2.006629,1.994615,2.000000,5,0.160000,0.079600,0
22,17.162000,17.082400,-0.079600,1,2,1.946218,1.858973,2.000000,5,0.160000,0.079600,0
22,17.162000,17.082400,-0.079600,1,3,2.791842,2.742347,2.828427,5,0.160000,0.079600,0
23,17.202000,17.122400,-0.079600,1,0,1.983932,1.863412,2.000000,5,0.160000,0.079600,0
23,17.202000,17.122400,-0.079600,1,2,1.980114,2.076934,2.000000,5,0.160000,0.079600,0
23,17.202000,17.122400,-0.079600,1,3,2.792713,2.771349,2.828427,5,0.160000,0.079600,0
24,17.242000,17.162400,-0.079600,1,0,1.994884,2.007895,2.000000,5,0.160000,0.079600,0
24,17.242000,17.162400,-0.079600,1,2,1.965539,1.893442,2.000000,5,0.160000,0.079600,0
24,17.242000,17.162400,-0.079600,1,3,2.793933,2.736105,2.828427,5,0.160000,0.079600,0
25,17.282000,17.202400,-0.079600,1,0,2.030265,2.156625,2.000000,5,0.158000,0.079600,0
25,17.282000,17.202400,-0.079600,1,2,1.930222,1.884247,2.000000,5,0.158000,0.079600,0
25,17.282000,17.202400,-0.079600,1,3,2.804584,2.801897,2.828427,5,0.158000,0.079600,0
26,17.322000,17.242000,-0.080000,1,0,2.002944,1.992171,2.000000,5,0.160000,0.080000,0
26,17.322000,17.242000,-0.080000,1,2,1.926117,1.916987,2.000000,5,0.160000,0.080000,0
26,17.322000,17.242000,-0.080000,1,3,2.777607,2.836340,2.828427,5,0.160000,0.080000,0
27,17.364000,17.282400,-0.081600,1,0,2.018700,2.073395,2.000000,5,0.162000,0.081600,0
27,17.364000,17.282400,-0.081600,1,2,1.975290,2.104841,2.000000,5,0.162000,0.081600,0
27,17.364000,17.282400,-0.081600,1,3,2.766136,2.684987,2.828427,5,0.162000,0.081600,0
28,17.402000,17.322400,-0.079600,1,0,2.060380,2.071815,2.000000,5,0.160000,0.079600,0
28,17.402000,17.322400,-0.079600,1,2,1.946391,1.932440,2.000000,5,0.160000,0.079600,0
28,17.402000,17.322400,-0.079600,1,3,2.768146,2.781401,2.828427,5,0.160000,0.079600,0
29,17.442000,17.362400,-0.079600,1,0,2.069052,2.051255,2.000000,5,0.160000,0.079600,0
29,17.442000,17.362400,-0.079600,1,2,1.960003,1.961501,2.000000,5,0.160000,0.079600,0
29,17.442000,17.362400,-0.079600,1,3,2.786062,2.825684,2.828427,5,0.160000,0.079600,0
30,17.484000,17.402800,-0.081200,1,0,2.050781,2.065270,2.000000,5,0.162000,0.081200,0
30,17.484000,17.402800,-0.081200,1,2,1.996141,2.064935,2.000000,5,0.162000,0.081200,0
30,17.484000,17.402800,-0.081200,1,3,2.788395,2.813565,2.828427,5,0.162000,0.081200,0
31,17.522000,17.442800,-0.079200,1,0,2.050368,1.990106,2.000000,5,0.158000,0.079200,0
31,17.522000,17.442800,-0.079200,1,2,1.999851,1.935539,2.000000,5,0.158000,0.079200,0
31,17.522000,17.442800,-0.079200,1,3,2.806877,2.928747,2.828427,5,0.158000,0.079200,0
32,17.562000,17.482400,-0.079600,1,0,2.045242,2.047763,2.000000,5,0.160000,0.079600,0
32,17.562000,17.482400,-0.079600,1,2,1.983471,2.022940,2.000000,5,0.160000,0.079600,0
32,17.562000,17.482400,-0.079600,1,3,2.842126,2.861232,2.828427,5,0.160000,0.079600,0
33,17.602000,17.522400,-0.079600,1,0,2.030984,2.000525,2.000000,5,0.160000,0.079600,0
33,17.602000,17.522400,-0.079600,1,2,2.015812,2.094144,2.000000,5,0.160000,0.079600,0
33,17.602000,17.522400,-0.079600,1,3,2.821465,2.678097,2.828427,5,0.160000,0.079600,0
34,17.642000,17.562400,-0.079600,1,0,2.048200,2.137338,2.000000,5,0.158000,0.079600,0
34,17.642000,17.562400,-0.079600,1,2,2.018183,1.973359,2.000000,5,0.158000,0.079600,0
34,17.642000,17.562400,-0.079600,1,3,2.851461,2.975661,2.828427,5,0.158000,0.079600,0
35,17.686000,17.602800,-0.083200,1,0,2.037928,2.013909,2.000000,5,0.164000,0.083200,0
35,17.686000,17.602800,-0.083200,1,2,2.014839,2.048215,2.000000,5,0.164000,0.083200,0
35,17.686000,17.602800,-0.083200,1,3,2.877990,2.946213,2.828427,5,0.164000,0.083200,0
36,17.722000,17.642800,-0.079200,1,0,2.066278,2.131856,2.000000,5,0.160000,0.079200,0
36,17.722000,17.642800,-0.079200,1,2,2.054557,2.134125,2.000000,5,0.160000,0.079200,0
36,17.722000,17.642800,-0.079200,1,3,2.847736,2.777476,2.828427,5,0.160000,0.079200,0
37,17.762000,17.682800,-0.079200,1,0,2.080041,2.116580,2.000000,5,0.160000,0.079200,0
37,17.762000,17.682800,-0.079200,1,2,2.046997,1.985142,2.000000,5,0.160000,0.079200,0
37,17.762000,17.682800,-0.079200,1,3,2.846356,2.854331,2.828427,5,0.160000,0.079200,0
38,17.802000,17.722800,-0.079200,1,0,2.064984,1.925240,2.000000,5,0.160000,0.079200,0
38,17.802000,17.722800,-0.079200,1,2,2.041205,2.065186,2.000000,5,0.160000,0.079200,0
38,17.802000,17.722800,-0.079200,1,3,2.890413,2.898382,2.828427,5,0.160000,0.079200,0
39,17.842000,17.762800,-0.079200,1,0,2.031552,1.970175,2.000000,5,0.156000,0.079200,0
39,17.842000,17.762800,-0.079200,1,2,2.033163,1.933147,2.000000,5,0.156000,0.079200,0
39,17.842000,17.762800,-0.079200,1,3,2.856356,2.805379,2.828427,5,0.156000,0.079200,0
40,17.884000,17.802400,-0.081600,1,0,2.030544,2.008871,2.000000,5,0.162000,0.081600,0
40,17.884000,17.802400,-0.081600,1,2,2.064832,2.206558,2.000000,5,0.162000,0.081600,0
40,17.884000,17.802400,-0.081600,1,3,2.862465,2.976755,2.828427,5,0.162000,0.081600,0
41,17.922000,17.842400,-0.079600,1,0,1.995588,1.957073,2.000000,5,0.160000,0.079600,0
41,17.922000,17.842400,-0.079600,1,2,2.040958,2.014755,2.000000,5,0.160000,0.079600,0
41,17.922000,17.842400,-0.079600,1,3,2.876030,2.845302,2.828427,5,0.160000,0.079600,0
42,17.962000,17.882400,-0.079600,1,0,1.964079,1.959036,2.000000,5,0.160000,0.079600,0
42,17.962000,17.882400,-0.079600,1,2,2.037505,1.967877,2.000000,5,0.160000,0.079600,0
42,17.962000,17.882400,-0.079600,1,3,2.859205,2.770210,2.828427,5,0.160000,0.079600,0
43,18.002000,17.922400,-0.079600,1,0,1.977585,1.992767,2.000000,5,0.160000,0.079600,0
43,18.002000,17.922400,-0.079600,1,2,2.018636,1.970844,2.000000,5,0.160000,0.079600,0
43,18.002000,17.922400,-0.079600,1,3,2.848251,2.843611,2.828427,5,0.160000,0.079600,0
44,18.042000,17.962400,-0.079600,1,0,1.960196,1.883234,2.000000,5,0.158000,0.079600,0
44,18.042000,17.962400,-0.079600,1,2,2.022228,1.951108,2.000000,5,0.158000,0.079600,0
44,18.042000,17.962400,-0.079600,1,3,2.854922,2.838733,2.828427,5,0.158000,0.079600,0
45,18.082000,18.002000,-0.080000,1,0,1.955129,1.983535,2.000000,5,0.160000,0.080000,0
45,18.082000,18.002000,-0.080000,1,2,2.006833,2.129579,2.000000,5,0.160000,0.080000,0
45,18.082000,18.002000,-0.080000,1,3,2.842191,2.913097,2.828427,5,0.160000,0.080000,0
46,18.122000,18.042000,-0.080000,1,0,1.972727,2.045062,2.000000,5,0.160000,0.080000,0
46,18.122000,18.042000,-0.080000,1,2,2.016937,2.065277,2.000000,5,0.160000,0.080000,0
46,18.122000,18.042000,-0.080000,1,3,2.835932,2.814008,2.828427,5,0.160000,0.080000,0
