stamp,oracle,com_dt_1,com_age_1,com_dt_2,com_age_2,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,uwb_stddev,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
33.810000000,0,0.018000000,0.018000000,-0.018000000,0.018000000,0.000000000,0.000000000,-0.010000000,0.010000000,-0.284000000,0.284000000,-0.010000000,0.010000000,-0.012000000,0.012000000,1,0.050000000,1,1,1,1,1,1,2,0.000689526,-0.022474014,0.358213378
33.909333333,0,0.020666667,0.020666667,-0.019333333,0.019333333,-0.001333333,0.001333333,0.010666667,0.010666667,-0.383333333,0.383333333,-0.007333333,0.007333333,0.000666667,0.000666667,1,0.050000000,1,1,1,1,1,1,2,0.007279416,-0.022293508,0.438749521
33.978000000,0,-0.042000000,0.042000000,0.012000000,0.012000000,0.030000000,0.030000000,-0.018000000,0.018000000,-0.152000000,0.152000000,0.002000000,0.002000000,0.008000000,0.008000000,1,0.050000000,1,2,1,1,1,1,2,0.059214038,-0.037306506,0.491107848
34.079703704,0,-0.042592593,0.042592593,0.012296296,0.012296296,0.030296296,0.030296296,0.000296296,0.000296296,-0.253703704,0.253703704,0.002296296,0.002296296,-0.017703704,0.017703704,1,0.050000000,1,2,1,1,1,1,2,0.059688324,-0.031683727,0.546648199
33.981654321,0,-0.000913580,0.000913580,0.003456790,0.003456790,-0.002543210,0.002543210,0.018345679,0.018345679,-0.155654321,0.155654321,-0.001654321,0.001654321,0.004345679,0.004345679,1,0.050000000,1,2,1,1,1,1,2,0.144450226,-0.038887558,0.491107848
34.165168724,0,-0.021366255,0.021366255,-0.123465020,0.123465020,0.144831276,0.144831276,-0.005168724,0.005168724,-0.139168724,0.139168724,-0.003168724,0.003168724,0.006831276,0.006831276,1,0.050000000,1,2,1,1,1,1,2,0.025187033,0.022330829,0.600287822
34.274213992,0,0.016946502,0.016946502,-0.150732510,0.150732510,0.133786008,0.133786008,0.005786008,0.005786008,-0.248213992,0.248213992,0.007786008,0.007786008,0.015786008,0.015786008,1,0.050000000,1,2,1,1,1,1,2,-0.045155771,0.037809593,0.698541979
34.377433928,0,-0.053066301,0.053066301,-0.079499772,0.079499772,0.132566072,0.132566072,-0.017433928,0.017433928,-0.151433928,0.151433928,0.004566072,0.004566072,-0.011433928,0.011433928,1,0.050000000,1,2,1,1,1,1,2,-0.059719710,0.024298131,0.759018060
34.519369913,0,0.106630087,0.106630087,-0.197260174,0.197260174,0.090630087,0.090630087,0.000630087,0.000630087,-0.093369913,0.093369913,0.000630087,0.000630087,-0.003369913,0.003369913,1,0.050000000,1,1,1,1,1,1,2,-0.027361424,-0.017837123,0.864931337
34.707333333,0,0.016666667,0.016666667,-0.017333333,0.017333333,0.000666667,0.000666667,0.012666667,0.012666667,-0.281333333,0.281333333,-0.007333333,0.007333333,-0.001333333,0.001333333,1,0.050000000,1,1,1,1,1,1,2,-0.027231995,-0.002528752,0.981675650
34.562132636,0,-0.010690681,0.010690681,0.008345340,0.008345340,0.002345340,0.002345340,-0.002132636,0.002132636,-0.136132636,0.136132636,-0.000132636,0.000132636,-0.008132636,0.008132636,1,0.050000000,1,1,1,1,1,1,2,-0.040759480,-0.062891349,0.889881582
34.877703704,0,-0.042592593,0.042592593,0.012296296,0.012296296,0.030296296,0.030296296,0.002296296,0.002296296,-0.251703704,0.251703704,0.002296296,0.002296296,-0.013703704,0.013703704,1,0.050000000,1,1,1,1,1,1,2,0.067504638,-0.025499067,1.105939263
34.873448191,0,0.016637952,0.016637952,-0.151189762,0.151189762,0.134551809,0.134551809,0.006551809,0.006551809,-0.247448191,0.247448191,0.006551809,0.006551809,-0.009448191,0.009448191,1,0.050000000,1,1,1,1,1,1,2,0.045374255,-0.047766533,1.105939263
34.879816064,0,-0.000528090,0.000528090,0.047887640,0.047887640,-0.047359551,0.047359551,0.000183936,0.000183936,-0.053816064,0.053816064,0.000183936,0.000183936,-0.015816064,0.015816064,1,0.050000000,1,1,1,1,1,1,2,0.093019877,0.011329077,1.105939263
35.206666667,0,0.017333333,0.017333333,-0.018666667,0.018666667,0.001333333,0.001333333,-0.004666667,0.004666667,-0.380666667,0.380666667,-0.006666667,0.006666667,0.011333333,0.011333333,1,0.050000000,1,1,1,1,1,1,2,-0.021994756,-0.034958012,1.331506832
35.294666667,0,-0.010666667,0.010666667,-0.002666667,0.002666667,0.013333333,0.013333333,-0.014666667,0.014666667,-0.468666667,0.468666667,0.005333333,0.005333333,0.007333333,0.007333333,1,0.050000000,1,1,1,1,1,1,2,0.023061482,-0.067395959,1.403060961
35.252888889,0,-0.011555556,0.011555556,0.008444444,0.008444444,0.003111111,0.003111111,-0.012888889,0.012888889,-0.126888889,0.126888889,-0.000888889,0.000888889,0.007111111,0.007111111,1,0.050000000,1,1,1,1,1,1,2,0.038014479,-0.047113966,1.371450033
35.254765432,0,0.009975309,0.009975309,-0.005876543,0.005876543,-0.004098765,0.004098765,-0.014765432,0.014765432,-0.128765432,0.128765432,-0.002765432,0.002765432,0.005234568,0.005234568,1,0.050000000,1,1,1,1,1,1,2,0.055381782,-0.079215678,1.371450033
35.593777778,0,-0.012444445,0.012444445,-0.003777778,0.003777778,0.016222222,0.016222222,0.006222222,0.006222222,-0.267777778,0.267777778,0.008222222,0.008222222,-0.005777778,0.005777778,1,0.050000000,1,1,1,1,1,1,2,-0.011895560,0.013073472,1.627486152
35.693333333,0,-0.013333333,0.013333333,-0.001333333,0.001333333,0.014666667,0.014666667,-0.011333333,0.011333333,-0.367333333,0.367333333,0.006666667,0.006666667,0.008666667,0.008666667,1,0.050000000,1,1,1,1,1,1,2,-0.005286730,-0.030871673,1.705287918
35.635259259,0,-0.010370370,0.010370370,0.007851852,0.007851852,0.002518519,0.002518519,0.004740741,0.004740741,-0.309259259,0.309259259,0.004740741,0.004740741,-0.011259259,0.011259259,1,0.050000000,1,1,1,1,1,1,2,-0.006492408,0.026368856,1.651957808
35.644213992,0,0.012279835,0.012279835,-0.007028807,0.007028807,-0.005251029,0.005251029,-0.004213992,0.004213992,-0.018213992,0.018213992,-0.004213992,0.004213992,0.017786008,0.017786008,1,0.050000000,1,1,1,1,1,1,2,-0.042731183,-0.008435834,1.666290075
35.992444444,0,-0.013111111,0.013111111,-0.002444444,0.002444444,0.015555556,0.015555556,0.007555556,0.007555556,-0.366444444,0.366444444,0.007555556,0.007555556,-0.008444444,0.008444444,1,0.050000000,1,1,1,1,1,1,2,-0.049514811,-0.005811933,1.919397605
36.092222222,0,-0.013555555,0.013555555,-0.002222222,0.002222222,0.015777778,0.015777778,-0.012222222,0.012222222,-0.266222222,0.266222222,0.007777778,0.007777778,0.015777778,0.015777778,1,0.050000000,1,1,1,1,1,1,2,-0.032195395,-0.022377725,1.978524344
36.033629630,0,-0.010296297,0.010296297,0.008148148,0.008148148,0.002148148,0.002148148,0.008370370,0.008370370,-0.207629630,0.207629630,0.004370370,0.004370370,-0.005629630,0.005629630,1,0.050000000,1,1,1,1,1,1,2,-0.052182644,-0.016131224,1.943268648
36.042806585,0,0.012353909,0.012353909,-0.007176955,0.007176955,-0.005176955,0.005176955,-0.000806585,0.000806585,-0.216806585,0.216806585,-0.004806585,0.004806585,-0.014806585,0.014806585,1,0.050000000,1,1,1,1,1,1,2,-0.049866331,-0.031697322,1.939974176
36.391333333,0,-0.013333333,0.013333333,-0.003333333,0.003333333,0.016666667,0.016666667,0.008666667,0.008666667,-0.265333333,0.265333333,0.008666667,0.008666667,0.012666667,0.012666667,1,0.050000000,1,1,1,1,1,1,2,0.013040037,-0.004993173,2.147566242
36.494444444,0,-0.013111111,0.013111111,-0.002444444,0.002444444,0.015555556,0.015555556,-0.014444444,0.014444444,-0.368444444,0.368444444,0.007555556,0.007555556,-0.002444444,0.002444444,1,0.050000000,1,1,1,1,1,1,2,0.008361504,-0.015016008,2.214897835
36.434888889,0,-0.010888889,0.010888889,0.008444444,0.008444444,0.002444444,0.002444444,0.005111111,0.005111111,-0.308888889,0.308888889,0.007111111,0.007111111,0.011111111,0.011111111,1,0.050000000,1,1,1,1,1,1,2,0.056099127,-0.024692957,2.172230501
36.443975308,0,0.012617284,0.012617284,-0.007308642,0.007308642,-0.005308642,0.005308642,-0.003975308,0.003975308,-0.015975308,0.015975308,-0.001975308,0.001975308,0.002024692,0.002024692,1,0.050000000,1,1,1,1,1,1,2,0.031474622,-0.024409989,2.179462851
36.794444444,0,-0.013111111,0.013111111,-0.002444444,0.002444444,0.015555556,0.015555556,0.007555556,0.007555556,-0.366444444,0.366444444,0.007555556,0.007555556,-0.002444444,0.002444444,1,0.050000000,1,1,1,1,1,1,2,-0.092498188,-0.010145539,2.394077280
