stamp,oracle,com_dt_0,com_age_0,com_dt_2,com_age_2,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,uwb_stddev,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
33.936000000,0,-0.126000000,0.126000000,0.054000000,0.054000000,0.072000000,0.072000000,-0.004000000,0.004000000,-0.182000000,0.182000000,-0.006000000,0.006000000,0.000000000,0.000000000,1,0.050000000,1,0,0,0,0,0,0,0.007073065,0.005224796,0.454272638
34.037111111,0,-0.127777778,0.127777778,0.054888889,0.054888889,0.072888889,0.072888889,0.014888889,0.014888889,-0.283111111,0.283111111,0.010888889,0.010888889,0.012888889,0.012888889,1,0.050000000,1,0,0,0,0,0,0,0.035272033,-0.003047943,0.562496519
33.980740741,0,-0.002740741,0.002740741,0.004370370,0.004370370,-0.001629630,0.001629630,-0.008740741,0.008740741,-0.026740741,0.026740741,0.005259259,0.005259259,-0.002740741,0.002740741,1,0.050000000,1,0,0,0,0,0,0,0.110196627,0.019505165,0.506694342
34.143802469,0,-0.064098765,0.064098765,-0.102098765,0.102098765,0.166197531,0.166197531,-0.011802469,0.011802469,-0.189802469,0.189802469,0.004197531,0.004197531,-0.015802469,0.015802469,1,0.050000000,1,0,0,0,0,0,0,0.055287828,0.034187191,0.634610585
34.291160494,0,0.050839506,0.050839506,-0.167679012,0.167679012,0.116839506,0.116839506,0.000839506,0.000839506,-0.137160494,0.137160494,-0.003160494,0.003160494,-0.007160494,0.007160494,1,0.050000000,1,0,0,0,0,0,0,-0.002509705,0.037669892,0.744464653
34.324367627,0,-0.159198903,0.159198903,-0.026433471,0.026433471,0.185632373,0.185632373,0.007632373,0.007632373,0.029632373,0.029632373,0.003632373,0.003632373,-0.002367627,0.002367627,1,0.050000000,1,0,0,0,0,0,0,0.009207322,0.020855245,0.771650732
34.551441955,0,-0.032072042,0.032072042,0.019036021,0.019036021,0.013036021,0.013036021,-0.019441955,0.019441955,-0.097441955,0.097441955,-0.001441955,0.001441955,-0.005441955,0.005441955,1,0.050000000,1,0,0,0,0,0,0,-0.028124340,-0.079682153,0.927319408
34.835111111,0,-0.127777778,0.127777778,0.054888889,0.054888889,0.072888889,0.072888889,0.016888889,0.016888889,-0.081111111,0.081111111,0.010888889,0.010888889,0.018888889,0.018888889,1,0.050000000,1,0,0,0,0,0,0,0.012300063,0.011084212,1.142441362
34.890086143,0,0.049913857,0.049913857,-0.167827714,0.167827714,0.117913857,0.117913857,0.003913857,0.003913857,-0.136086143,0.136086143,-0.004086143,0.004086143,0.003913857,0.003913857,1,0.050000000,1,0,0,0,0,0,0,0.002767190,-0.008608394,1.169812877
34.879287974,0,-0.001584270,0.001584270,0.048415730,0.048415730,-0.046831461,0.046831461,0.014712026,0.014712026,-0.025287974,0.025287974,0.006712026,0.006712026,0.014712026,0.014712026,1,0.050000000,1,0,0,0,0,0,0,0.046404124,0.055800989,1.169812877
35.284000000,0,-0.032000000,0.032000000,0.008000000,0.008000000,0.024000000,0.024000000,0.008000000,0.008000000,-0.330000000,0.330000000,0.002000000,0.002000000,0.002000000,0.002000000,1,0.050000000,1,0,0,0,0,0,0,0.001613691,-0.059085295,1.440899729
35.241333333,0,-0.034666666,0.034666666,0.020000000,0.020000000,0.014666667,0.014666667,0.010666667,0.010666667,-0.087333333,0.087333333,0.004666667,0.004666667,-0.001333333,0.001333333,1,0.050000000,1,0,0,0,0,0,0,0.023607842,-0.021270806,1.415039467
35.264740741,0,0.029925926,0.029925926,-0.015851852,0.015851852,-0.014074074,0.014074074,-0.012740741,0.012740741,-0.008740741,0.008740741,0.001259259,0.001259259,-0.020740741,0.020740741,1,0.050000000,1,0,0,0,0,0,0,0.051743549,-0.053711089,1.427993489
35.581333333,0,-0.037333333,0.037333333,0.008666667,0.008666667,0.028666667,0.028666667,-0.009333333,0.009333333,-0.325333333,0.325333333,0.004666667,0.004666667,-0.007333333,0.007333333,1,0.050000000,1,0,0,0,0,0,0,-0.035913264,0.024428280,1.665361864
35.680000000,0,-0.040000000,0.040000000,0.012000000,0.012000000,0.028000000,0.028000000,0.012000000,0.012000000,-0.226000000,0.226000000,0.006000000,0.006000000,0.006000000,0.006000000,1,0.050000000,1,0,0,0,0,0,0,-0.066871910,-0.050654118,1.717270325
35.624888889,0,-0.031111111,0.031111111,0.018222222,0.018222222,0.012888889,0.012888889,-0.012888889,0.012888889,-0.070888889,0.070888889,0.001111111,0.001111111,-0.012888889,0.012888889,1,0.050000000,1,0,0,0,0,0,0,-0.042655554,0.026180015,1.690749735
35.656493827,0,0.036839506,0.036839506,-0.019308642,0.019308642,-0.017530864,0.017530864,-0.004493827,0.004493827,-0.102493827,0.102493827,0.009506173,0.009506173,-0.006493827,0.006493827,1,0.050000000,1,0,0,0,0,0,0,-0.082955625,-0.045666096,1.704872854
35.979333333,0,-0.039333333,0.039333333,0.010666667,0.010666667,0.028666667,0.028666667,-0.007333333,0.007333333,-0.225333333,0.225333333,0.006666667,0.006666667,-0.015333333,0.015333333,1,0.050000000,1,0,0,0,0,0,0,-0.022369072,-0.033172244,1.909078646
