seq,timestamp,self_id,target_id,distance,gt_distance
0,6.486000,1,0,2.033952,2.000000
0,6.486000,1,2,2.056031,2.000000
0,6.486000,1,3,2.730923,2.828427
1,6.526000,1,0,1.931366,2.000000
1,6.526000,1,2,2.092682,2.000000
1,6.526000,1,3,2.843296,2.828427
2,6.566000,1,0,1.973040,2.000000
2,6.566000,1,2,2.052028,2.000000
2,6.566000,1,3,2.795690,2.828427
3,6.606000,1,0,2.035081,2.000000
3,6.606000,1,2,1.968645,2.000000
3,6.606000,1,3,2.779412,2.828427
4,6.646000,1,0,1.994826,2.000000
4,6.646000,1,2,1.819725,2.000000
4,6.646000,1,3,2.766022,2.828427
5,6.686000,1,0,1.948154,2.000000
5,6.686000,1,2,2.015006,2.000000
5,6.686000,1,3,2.748896,2.828427
6,6.728000,1,0,2.067231,2.000000
6,6.728000,1,2,2.079007,2.000000
6,6.728000,1,3,2.878445,2.828427
7,6.766000,1,0,2.033857,2.000000
7,6.766000,1,2,2.078122,2.000000
7,6.766000,1,3,2.834293,2.828427
8,6.806000,1,0,2.018416,2.000000
8,6.806000,1,2,1.979920,2.000000
8,6.806000,1,3,2.768027,2.828427
9,6.846000,1,0,1.983278,2.000000
9,6.846000,1,2,1.879756,2.000000
9,6.846000,1,3,2.969059,2.828427
10,6.886000,1,0,1.987216,2.000000
10,6.886000,1,2,1.938351,2.000000
10,6.886000,1,3,2.960179,2.828427
11,6.926000,1,0,2.121013,2.000000
11,6.926000,1,2,2.038649,2.000000
11,6.926000,1,3,2.789259,2.828427
12,6.966000,1,0,2.078790,2.000000
12,6.966000,1,2,1.909539,2.000000
12,6.966000,1,3,2.952417,2.828427
13,7.006000,1,0,2.083044,2.000000
13,7.006000,1,2,2.081652,2.000000
13,7.006000,1,3,2.736340,2.828427
14,7.046000,1,0,1.992559,2.000000
14,7.046000,1,2,2.067440,2.000000
14,7.046000,1,3,2.851355,2.828427
15,7.086000,1,0,2.173552,2.000000
15,7.086000,1,2,1.965714,2.000000
15,7.086000,1,3,2.782974,2.828427
16,7.126000,1,0,1.962406,2.000000
16,7.126000,1,2,2.002292,2.000000
16,7.126000,1,3,2.874896,2.828427
17,7.166000,1,0,1.942532,2.000000
17,7.166000,1,2,1.911130,2.000000
17,7.166000,1,3,2.962250,2.828427
18,7.206000,1,0,2.038368,2.000000
18,7.206000,1,2,2.040317,2.000000
18,7.206000,1,3,2.909791,2.828427
19,7.246000,1,0,1.988435,2.000000
19,7.246000,1,2,1.941343,2.000000
19,7.246000,1,3,3.008017,2.828427
20,7.286000,1,0,1.984754,2.000000
20,7.286000,1,2,2.037881,2.000000
20,7.286000,1,3,2.871757,2.828427
21,7.326000,1,0,2.044285,2.000000
21,7.326000,1,2,1.913345,2.000000
21,7.326000,1,3,2.921401,2.828427
22,7.366000,1,0,1.961264,2.000000
22,7.366000,1,2,1.948687,2.000000
22,7.366000,1,3,2.918027,2.828427
23,7.406000,1,0,1.963803,2.000000
23,7.406000,1,2,1.958286,2.000000
23,7.406000,1,3,2.817302,2.828427
24,7.446000,1,0,1.992485,2.000000
24,7.446000,1,2,1.996286,2.000000
24,7.446000,1,3,2.653743,2.828427
25,7.486000,1,0,2.001246,2.000000
25,7.486000,1,2,1.978408,2.000000
25,7.486000,1,3,2.833749,2.828427
26,7.526000,1,0,2.001683,2.000000
26,7.526000,1,2,2.094188,2.000000
26,7.526000,1,3,2.840901,2.828427
27,7.566000,1,0,2.069041,2.000000
27,7.566000,1,2,1.986918,2.000000
27,7.566000,1,3,2.763519,2.828427
28,7.606000,1,0,1.987892,2.000000
28,7.606000,1,2,1.938928,2.000000
28,7.606000,1,3,2.824195,2.828427
29,7.646000,1,0,2.012633,2.000000
29,7.646000,1,2,1.971223,2.000000
29,7.646000,1,3,2.747302,2.828427
