seq,timestamp,self_id,target_id,filtered_distance,gt_distance
2,146.056000,3,0,0.105897,0.000000
6,146.216000,3,0,0.116913,0.000000
10,146.376000,3,1,0.180022,0.000000
12,146.456000,3,0,0.111576,0.000000
14,146.536000,3,0,0.123210,0.000000
15,146.576000,3,1,0.145697,0.000000
15,146.576000,3,2,0.109080,0.000000
17,146.656000,3,2,0.134855,0.000000
18,146.696000,3,0,0.482489,2.000000
18,146.696000,3,1,1.021541,2.828427
18,146.696000,3,2,0.782991,2.000000
19,146.736000,3,0,0.869216,2.000000
19,146.736000,3,1,1.488524,2.828427
19,146.736000,3,2,1.087777,2.000000
20,146.776000,3,0,1.227331,2.000000
20,146.776000,3,1,1.746152,2.828427
20,146.776000,3,2,1.264016,2.000000
21,146.818000,3,0,1.622382,2.000000
21,146.818000,3,1,2.287889,2.828427
21,146.818000,3,2,1.650573,2.000000
22,146.856000,3,0,1.977325,2.000000
22,146.856000,3,1,2.822612,2.828427
22,146.856000,3,2,2.031410,2.000000
23,146.896000,3,0,2.014816,2.000000
23,146.896000,3,1,2.846263,2.828427
23,146.896000,3,2,2.012044,2.000000
24,146.936000,3,0,1.981172,2.000000
24,146.936000,3,1,2.823176,2.828427
24,146.936000,3,2,2.005270,2.000000
25,146.976000,3,0,2.021825,2.000000
25,146.976000,3,1,2.831686,2.828427
25,146.976000,3,2,2.019828,2.000000
26,147.016000,3,0,2.008854,2.000000
26,147.016000,3,1,2.807113,2.828427
26,147.016000,3,2,2.033741,2.000000
27,147.056000,3,0,2.011900,2.000000
27,147.056000,3,1,2.804738,2.828427
27,147.056000,3,2,2.012023,2.000000
28,147.096000,3,0,1.970628,2.000000
28,147.096000,3,1,2.821183,2.828427
28,147.096000,3,2,2.010401,2.000000
29,147.136000,3,0,2.006070,2.000000
29,147.136000,3,1,2.834677,2.828427
29,147.136000,3,2,2.017782,2.000000
30,147.176000,3,0,1.978740,2.000000
30,147.176000,3,1,2.830198,2.828427
30,147.176000,3,2,1.996118,2.000000
31,147.216000,3,0,1.971098,2.000000
31,147.216000,3,1,2.837738,2.828427
31,147.216000,3,2,1.966924,2.000000
32,147.256000,3,0,1.989900,2.000000
32,147.256000,3,1,2.811322,2.828427
32,147.256000,3,2,1.966928,2.000000
33,147.296000,3,0,1.984376,2.000000
33,147.296000,3,1,2.782747,2.828427
33,147.296000,3,2,1.985609,2.000000
34,147.336000,3,0,1.964941,2.000000
34,147.336000,3,1,2.783292,2.828427
34,147.336000,3,2,2.021484,2.000000
35,147.376000,3,0,1.960060,2.000000
35,147.376000,3,1,2.778583,2.828427
35,147.376000,3,2,2.033679,2.000000
36,147.416000,3,0,1.994435,2.000000
36,147.416000,3,1,2.785032,2.828427
36,147.416000,3,2,2.020744,2.000000
37,147.456000,3,0,1.967284,2.000000
37,147.456000,3,1,2.814952,2.828427
37,147.456000,3,2,2.046908,2.000000
38,147.496000,3,0,1.989386,2.000000
38,147.496000,3,1,2.818137,2.828427
38,147.496000,3,2,2.023612,2.000000
39,147.536000,3,0,2.025751,2.000000
39,147.536000,3,1,2.807620,2.828427
39,147.536000,3,2,1.985751,2.000000
40,147.576000,3,0,2.028907,2.000000
40,147.576000,3,1,2.833614,2.828427
40,147.576000,3,2,1.990818,2.000000
41,147.616000,3,0,1.993371,2.000000
41,147.616000,3,1,2.825712,2.828427
41,147.616000,3,2,2.018322,2.000000
42,147.658000,3,0,1.966479,2.000000
42,147.658000,3,1,2.832569,2.828427
42,147.658000,3,2,2.018764,2.000000
43,147.696000,3,0,1.946898,2.000000
43,147.696000,3,1,2.796606,2.828427
43,147.696000,3,2,2.027733,2.000000
44,147.736000,3,0,1.917798,2.000000
44,147.736000,3,1,2.798405,2.828427
44,147.736000,3,2,2.030090,2.000000
45,147.776000,3,0,1.943781,2.000000
45,147.776000,3,1,2.753265,2.828427
45,147.776000,3,2,1.995391,2.000000
46,147.818000,3,0,1.924260,2.000000
46,147.818000,3,1,2.720901,2.828427
46,147.818000,3,2,1.986730,2.000000
47,147.856000,3,0,1.946793,2.000000
47,147.856000,3,1,2.693978,2.828427
47,147.856000,3,2,1.963759,2.000000
48,147.896000,3,0,1.974172,2.000000
48,147.896000,3,1,2.724656,2.828427
48,147.896000,3,2,1.976653,2.000000
49,147.936000,3,0,1.981916,2.000000
49,147.936000,3,1,2.712379,2.828427
49,147.936000,3,2,1.993551,2.000000
50,147.976000,3,0,1.932626,2.000000
50,147.976000,3,1,2.744799,2.828427
50,147.976000,3,2,2.017672,2.000000
51,148.016000,3,0,1.950502,2.000000
51,148.016000,3,1,2.772037,2.828427
51,148.016000,3,2,2.012179,2.000000
52,148.056000,3,0,1.982736,2.000000
52,148.056000,3,1,2.823515,2.828427
52,148.056000,3,2,1.990959,1.999994
53,148.096000,3,0,1.965600,2.000000
53,148.096000,3,1,2.813280,2.828427
53,148.096000,3,2,1.995456,1.999994
54,148.136000,3,0,1.954295,2.000000
54,148.136000,3,1,2.822964,2.828427
54,148.136000,3,2,1.995222,1.999994
55,148.176000,3,0,1.948000,2.000000
55,148.176000,3,1,2.828676,2.828427
55,148.176000,3,2,2.015078,1.999994
56,148.216000,3,0,1.954704,2.000000
56,148.216000,3,1,2.847731,2.828427
56,148.216000,3,2,2.012212,1.999994
57,148.256000,3,0,1.937520,2.000000
57,148.256000,3,1,2.821544,2.828427
57,148.256000,3,2,2.020240,1.999994
58,148.298000,3,0,1.953545,2.000000
58,148.298000,3,1,2.847031,2.828432
58,148.298000,3,2,1.994152,2.000000
59,148.336000,3,0,1.976636,2.000000
59,148.336000,3,1,2.857095,2.828432
59,148.336000,3,2,1.952100,2.000000
60,148.376000,3,0,2.037649,2.000000
60,148.376000,3,1,2.873070,2.828432
60,148.376000,3,2,1.922263,2.000000
61,148.416000,3,0,2.018437,2.000000
61,148.416000,3,1,2.874488,2.828432
61,148.416000,3,2,1.913586,2.000000
62,148.456000,3,0,2.025638,2.000000
62,148.456000,3,1,2.882427,2.828427
63,148.496000,3,0,2.026686,2.000000
63,148.496000,3,1,2.856433,2.828427
