seq,timestamp,self_id,target_id,filtered_distance,gt_distance
0,4.564000,3,0,2.122454,2.000000
0,4.564000,3,1,2.793053,2.828427
0,4.564000,3,2,2.000268,2.000000
1,4.564000,3,0,2.119721,2.000000
1,4.564000,3,1,2.785390,2.828427
1,4.564000,3,2,2.033216,2.000000
2,4.604000,3,0,2.092910,2.000000
2,4.604000,3,1,2.842582,2.828427
2,4.604000,3,2,1.980445,2.000000
3,4.644000,3,0,2.074069,2.000000
3,4.644000,3,1,2.827382,2.828427
3,4.644000,3,2,1.976292,2.000000
4,4.684000,3,0,2.055393,2.000000
4,4.684000,3,1,2.829232,2.828427
4,4.684000,3,2,2.006564,2.000000
5,4.724000,3,0,2.033093,2.000000
5,4.724000,3,1,2.819655,2.828427
5,4.724000,3,2,2.017252,2.000000
6,4.764000,3,0,1.999782,2.000000
6,4.764000,3,1,2.808615,2.828427
6,4.764000,3,2,2.000340,2.000000
7,4.804000,3,0,1.990992,2.000000
7,4.804000,3,1,2.786703,2.828427
7,4.804000,3,2,2.022594,2.000000
8,4.844000,3,0,1.975640,2.000000
8,4.844000,3,1,2.797240,2.828427
8,4.844000,3,2,2.045361,2.000000
9,4.884000,3,0,1.944952,2.000000
9,4.884000,3,1,2.784410,2.828427
9,4.884000,3,2,2.041228,2.000000
10,4.924000,3,0,1.935033,2.000000
10,4.924000,3,1,2.760769,2.828427
10,4.924000,3,2,2.030450,2.000000
11,4.964000,3,0,1.966403,2.000000
11,4.964000,3,1,2.752583,2.828427
11,4.964000,3,2,2.054154,2.000000
12,5.004000,3,0,1.979790,2.000000
12,5.004000,3,1,2.750424,2.828427
12,5.004000,3,2,2.036331,2.000000
13,5.044000,3,0,1.974361,2.000000
13,5.044000,3,1,2.740215,2.828427
13,5.044000,3,2,2.025965,2.000000
14,5.084000,3,0,2.004419,2.000000
14,5.084000,3,1,2.740014,2.828427
14,5.084000,3,2,1.984074,2.000000
15,5.124000,3,0,2.013955,2.000000
15,5.124000,3,1,2.786299,2.828427
15,5.124000,3,2,1.982720,2.000000
16,5.164000,3,0,1.988700,2.000000
16,5.164000,3,1,2.784698,2.828427
16,5.164000,3,2,1.937429,2.000000
17,5.204000,3,0,1.976689,2.000000
17,5.204000,3,1,2.770487,2.828427
17,5.204000,3,2,1.984402,2.000000
18,5.244000,3,0,1.980343,2.000000
18,5.244000,3,1,2.792067,2.828427
18,5.244000,3,2,1.961322,2.000000
19,5.284000,3,0,2.004759,2.000000
19,5.284000,3,1,2.788072,2.828427
19,5.284000,3,2,1.973426,2.000000
20,5.324000,3,0,2.034186,2.000000
20,5.324000,3,1,2.796346,2.828427
20,5.324000,3,2,1.972080,2.000000
21,5.364000,3,0,2.036634,2.000000
21,5.364000,3,1,2.818939,2.828427
21,5.364000,3,2,1.986797,2.000000
22,5.404000,3,0,2.042126,2.000000
22,5.404000,3,1,2.823177,2.828427
22,5.404000,3,2,1.974977,2.000000
23,5.444000,3,0,2.061207,2.000000
23,5.444000,3,1,2.805549,2.828427
23,5.444000,3,2,2.009338,2.000000
24,5.484000,3,0,2.021325,2.000000
24,5.484000,3,1,2.856598,2.828427
24,5.484000,3,2,1.978991,2.000000
25,5.524000,3,0,1.969556,2.000000
25,5.524000,3,1,2.838367,2.828427
25,5.524000,3,2,2.002335,2.000000
26,5.564000,3,0,1.970807,2.000000
26,5.564000,3,1,2.844122,2.828427
26,5.564000,3,2,2.011883,2.000000
27,5.604000,3,0,1.984295,2.000000
27,5.604000,3,1,2.864266,2.828427
27,5.604000,3,2,1.997232,2.000000
28,5.646000,3,0,1.969898,2.000000
28,5.646000,3,1,2.883401,2.828427
28,5.646000,3,2,2.013497,2.000000
29,5.684000,3,0,2.018578,2.000000
29,5.684000,3,1,2.881135,2.828427
29,5.684000,3,2,2.057453,2.000000
30,5.724000,3,0,2.035968,2.000000
30,5.724000,3,1,2.895160,2.828427
30,5.724000,3,2,2.024087,2.000000
31,5.764000,3,0,2.033025,2.000000
31,5.764000,3,1,2.878167,2.828427
31,5.764000,3,2,2.015679,2.000000
32,5.810000,3,0,2.006079,2.000000
32,5.810000,3,1,2.888781,2.828427
32,5.810000,3,2,2.025760,2.000000
33,5.844000,3,0,2.017909,2.000000
33,5.844000,3,1,2.879738,2.828427
33,5.844000,3,2,1.986208,2.000000
34,5.888000,3,0,2.007889,2.000000
34,5.888000,3,1,2.840677,2.828427
34,5.888000,3,2,1.997081,2.000000
35,5.924000,3,0,2.013937,2.000000
35,5.924000,3,1,2.806593,2.828427
35,5.924000,3,2,2.018183,2.000000
36,5.964000,3,0,2.007921,2.000000
36,5.964000,3,1,2.832616,2.828427
36,5.964000,3,2,2.032562,2.000000
37,6.004000,3,0,2.001585,2.000000
37,6.004000,3,1,2.825329,2.828427
37,6.004000,3,2,2.058334,2.000000
38,6.044000,3,0,2.001593,2.000000
38,6.044000,3,1,2.817767,2.828427
38,6.044000,3,2,2.053961,2.000000
39,6.084000,3,0,1.978662,2.000000
39,6.084000,3,1,2.835466,2.828427
39,6.084000,3,2,2.053840,2.000000
40,6.124000,3,0,1.984746,2.000000
40,6.124000,3,1,2.869104,2.828427
40,6.124000,3,2,2.035005,2.000000
41,6.164000,3,0,1.993074,2.000000
41,6.164000,3,1,2.867146,2.828427
41,6.164000,3,2,2.007242,2.000000
42,6.204000,3,0,2.023715,2.000000
42,6.204000,3,1,2.817843,2.828427
42,6.204000,3,2,1.974866,2.000000
43,6.244000,3,0,2.018687,2.000000
43,6.244000,3,1,2.836050,2.828427
43,6.244000,3,2,1.992559,2.000000
44,6.284000,3,0,2.057695,2.000000
44,6.284000,3,1,2.833668,2.828427
44,6.284000,3,2,1.990346,2.000000
45,6.324000,3,0,2.020586,2.000000
45,6.324000,3,1,2.839389,2.828427
45,6.324000,3,2,1.995521,2.000000
46,6.364000,3,0,2.053432,2.000000
46,6.364000,3,1,2.854331,2.828427
46,6.364000,3,2,2.007602,2.000000
47,6.404000,3,0,2.047493,2.000000
47,6.404000,3,1,2.888188,2.828427
47,6.404000,3,2,1.977784,2.000000
48,6.444000,3,0,2.035530,2.000000
48,6.444000,3,1,2.866090,2.828427
48,6.444000,3,2,1.969676,2.000000
49,6.484000,3,0,1.985723,2.000000
49,6.484000,3,1,2.826233,2.828427
49,6.484000,3,2,1.951658,2.000000
50,6.524000,3,0,2.022801,2.000000
50,6.524000,3,1,2.806856,2.828427
50,6.524000,3,2,1.980070,2.000000
51,6.564000,3,0,2.005050,2.000000
51,6.564000,3,1,2.776792,2.828427
51,6.564000,3,2,1.982569,2.000000
52,6.604000,3,0,2.028932,2.000000
52,6.604000,3,1,2.773460,2.828427
52,6.604000,3,2,2.024610,2.000000
53,6.644000,3,0,2.019780,2.000000
53,6.644000,3,1,2.794363,2.828427
53,6.644000,3,2,2.021060,2.000000
54,6.684000,3,0,2.029028,2.000000
54,6.684000,3,1,2.806392,2.828427
54,6.684000,3,2,2.044768,2.000000
55,6.724000,3,0,2.017839,2.000000
55,6.724000,3,1,2.812120,2.828427
55,6.724000,3,2,2.003754,2.000000
56,6.764000,3,0,2.006255,2.000000
56,6.764000,3,1,2.834753,2.828427
56,6.764000,3,2,2.024253,2.000000
57,6.804000,3,0,1.972862,2.000000
57,6.804000,3,1,2.838998,2.828427
57,6.804000,3,2,2.004645,2.000000
58,6.846000,3,0,2.005435,2.000000
58,6.846000,3,1,2.788750,2.828427
58,6.846000,3,2,1.970403,2.000000
59,6.884000,3,0,1.985662,2.000000
59,6.884000,3,1,2.816476,2.828427
59,6.884000,3,2,1.927681,2.000000
60,6.924000,3,0,1.993860,2.000000
60,6.924000,3,1,2.796388,2.828427
60,6.924000,3,2,1.936489,2.000000
61,6.964000,3,0,1.995770,2.000000
61,6.964000,3,1,2.799196,2.828427
61,6.964000,3,2,1.919715,2.000000
62,7.004000,3,0,1.980327,2.000000
62,7.004000,3,1,2.783204,2.828427
62,7.004000,3,2,1.943312,2.000000
63,7.044000,3,0,1.998874,2.000000
63,7.044000,3,1,2.809966,2.828427
63,7.044000,3,2,2.002770,2.000000
64,7.084000,3,0,2.016839,2.000000
64,7.084000,3,1,2.804828,2.828427
64,7.084000,3,2,2.014452,2.000000
65,7.124000,3,0,2.019327,2.000000
65,7.124000,3,1,2.824287,2.828427
65,7.124000,3,2,2.001059,2.000000
66,7.164000,3,0,2.009343,2.000000
66,7.164000,3,1,2.782280,2.828427
66,7.164000,3,2,1.995855,2.000000
67,7.204000,3,0,2.034152,2.000000
67,7.204000,3,1,2.809139,2.828427
67,7.204000,3,2,1.963735,2.000000
68,7.244000,3,0,1.988658,2.000000
68,7.244000,3,1,2.791724,2.828427
68,7.244000,3,2,1.929897,2.000000
69,7.284000,3,0,2.000117,2.000000
69,7.284000,3,1,2.784268,2.828427
69,7.284000,3,2,1.922424,2.000000
70,7.324000,3,0,1.988660,2.000000
70,7.324000,3,1,2.785265,2.828427
70,7.324000,3,2,1.943069,2.000000
71,7.364000,3,0,1.999303,2.000000
71,7.364000,3,1,2.831233,2.828427
71,7.364000,3,2,1.933351,2.000000
72,7.404000,3,0,2.007385,2.000000
72,7.404000,3,1,2.817110,2.828427
72,7.404000,3,2,1.951970,2.000000
73,7.444000,3,0,1.997815,2.000000
73,7.444000,3,1,2.825042,2.828427
73,7.444000,3,2,1.985913,2.000000
74,7.484000,3,0,2.018073,2.000000
74,7.484000,3,1,2.815160,2.828427
74,7.484000,3,2,2.026322,2.000000
75,7.524000,3,0,2.033895,2.000000
75,7.524000,3,1,2.817512,2.828427
75,7.524000,3,2,2.023136,2.000000
76,7.564000,3,0,2.006963,2.000000
76,7.564000,3,1,2.801166,2.828427
76,7.564000,3,2,2.047464,2.000000
77,7.604000,3,0,1.989475,2.000000
77,7.604000,3,1,2.806732,2.828427
77,7.604000,3,2,2.041340,2.000000
78,7.644000,3,0,2.038916,2.000000
78,7.644000,3,1,2.798887,2.828427
79,7.684000,3,0,2.001321,2.000000
79,7.684000,3,1,2.789963,2.828427
79,7.684000,3,2,2.014386,2.000000
80,7.724000,3,0,1.996913,2.000000
80,7.724000,3,1,2.800070,2.828427
80,7.724000,3,2,2.003070,2.000000
81,7.764000,3,0,2.025786,2.000000
81,7.764000,3,1,2.793997,2.828427
81,7.764000,3,2,2.028772,2.000000
82,7.804000,3,0,2.009991,2.000000
82,7.804000,3,1,2.793136,2.828427
82,7.804000,3,2,2.017506,2.000000
83,7.844000,3,0,1.987539,2.000000
83,7.844000,3,1,2.856984,2.828427
83,7.844000,3,2,2.005603,2.000000
84,7.884000,3,0,1.997662,2.000000
84,7.884000,3,1,2.883193,2.828427
84,7.884000,3,2,2.013528,2.000000
85,7.924000,3,0,1.976505,2.000000
85,7.924000,3,1,2.878043,2.828427
86,7.964000,3,0,1.965949,2.000000
86,7.964000,3,1,2.911096,2.828427
86,7.964000,3,2,1.977131,2.000000
87,8.004000,3,0,1.974238,2.000000
