stamp,oracle,com_dt_0,com_age_0,com_dt_1,com_age_1,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,uwb_stddev,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
14.580666667,0,0.035333333,0.035333333,-0.012666667,0.012666667,-0.022666667,0.022666667,0.013333333,0.013333333,-0.300666667,0.300666667,-0.010666667,0.010666667,-0.012666667,0.012666667,1,0.050000000,1,0,0,0,0,0,0,0.063856729,-0.044050869,0.352407115
14.626987655,0,-0.011580247,0.011580247,0.023012345,0.023012345,-0.011432099,0.011432099,0.007012345,0.007012345,-0.346987655,0.346987655,0.005012345,0.005012345,0.015012345,0.015012345,1,0.050000000,1,0,0,0,0,0,0,0.079690297,-0.063506381,0.389930128
14.603196159,0,0.005947874,0.005947874,-0.018307270,0.018307270,0.012359397,0.012359397,-0.009196159,0.009196159,-0.023196159,0.023196159,0.008803841,0.008803841,0.000803841,0.000803841,1,0.050000000,1,0,0,0,0,0,0,0.073518440,-0.082166551,0.377730633
14.962888889,0,0.001777778,0.001777778,0.005111111,0.005111111,-0.006888889,0.006888889,-0.008888889,0.008888889,-0.382888889,0.382888889,0.007111111,0.007111111,-0.006888889,0.006888889,1,0.050000000,1,0,0,0,0,0,0,0.072304379,-0.090903376,0.649664185
15.005358025,0,-0.010617284,0.010617284,0.064641975,0.064641975,-0.054024692,0.054024692,-0.011358025,0.011358025,-0.225358025,0.225358025,0.004641975,0.004641975,-0.005358025,0.005358025,1,0.050000000,1,0,0,0,0,0,0,0.015761312,-0.085024206,0.677289734
14.982982167,0,0.005593965,0.005593965,-0.021796982,0.021796982,0.016203018,0.016203018,0.011017833,0.011017833,-0.202982167,0.202982167,0.007017833,0.007017833,0.015017833,0.015017833,1,0.050000000,1,0,0,0,0,0,0,0.031721314,-0.118411598,0.663465174
15.354666667,0,-0.000666667,0.000666667,-0.004666667,0.004666667,0.005333333,0.005333333,-0.000666667,0.000666667,-0.374666667,0.374666667,-0.002666667,0.002666667,-0.010666667,0.010666667,1,0.050000000,1,0,0,0,0,0,0,0.037921750,-0.043164654,0.918073497
15.390222222,0,-0.008888889,0.008888889,0.059777778,0.059777778,-0.050888889,0.050888889,0.003777778,0.003777778,-0.410222222,0.410222222,0.001777778,0.001777778,-0.010222222,0.010222222,1,0.050000000,1,0,0,0,0,0,0,0.061918012,-0.055621554,0.946002010
15.373333333,0,0.004222222,0.004222222,-0.017111111,0.017111111,0.012888889,0.012888889,-0.019333333,0.019333333,-0.093333333,0.093333333,-0.001333333,0.001333333,0.004666667,0.004666667,1,0.050000000,1,0,0,0,0,0,0,-0.000769707,-0.054346441,0.932045325
15.497613169,0,-0.031069959,0.031069959,-0.127316873,0.127316873,0.158386831,0.158386831,0.016386831,0.016386831,-0.217613169,0.217613169,-0.005613169,0.005613169,-0.001613169,0.001613169,1,0.050000000,1,0,0,0,0,0,0,0.111182010,-0.113001981,1.012193364
