seq,raw_timestamp,effective_timestamp,stamp_shift,self_id,target_id,filtered_distance,latest_raw_distance,gt_distance_latest,window_size,window_span,window_lag,reject_count
0,10.462000,10.462000,0.000000,0,1,2.079201,2.079201,2.000000,1,0.000000,0.000000,0
0,10.462000,10.462000,0.000000,0,2,2.637632,2.637632,2.828427,1,0.000000,0.000000,0
0,10.462000,10.462000,0.000000,0,3,2.138921,2.138921,2.000000,1,0.000000,0.000000,0
1,10.502000,10.482000,-0.020000,0,1,2.064367,2.049533,2.000000,2,0.040000,0.020000,0
1,10.502000,10.482000,-0.020000,0,2,2.723963,2.810295,2.828427,2,0.040000,0.020000,0
1,10.502000,10.482000,-0.020000,0,3,2.090221,2.041520,2.000000,2,0.040000,0.020000,0
2,10.542000,10.502000,-0.040000,0,1,2.051560,2.025946,2.000000,3,0.080000,0.040000,0
2,10.542000,10.502000,-0.040000,0,2,2.716484,2.701527,2.828427,3,0.080000,0.040000,0
2,10.542000,10.502000,-0.040000,0,3,2.064524,2.013129,2.000000,3,0.080000,0.040000,0
3,10.582000,10.522000,-0.060000,0,1,2.048345,2.038698,2.000000,4,0.120000,0.060000,0
3,10.582000,10.522000,-0.060000,0,2,2.737151,2.799151,2.828427,4,0.120000,0.060000,0
3,10.582000,10.522000,-0.060000,0,3,2.047762,1.997477,2.000000,4,0.120000,0.060000,0
4,10.622000,10.542000,-0.080000,0,1,2.011537,1.864307,2.000000,5,0.160000,0.080000,0
4,10.622000,10.542000,-0.080000,0,2,2.731679,2.709790,2.828427,5,0.160000,0.080000,0
4,10.622000,10.542000,-0.080000,0,3,2.040786,2.012883,2.000000,5,0.160000,0.080000,0
5,10.662000,10.582000,-0.080000,0,1,2.005418,2.048608,2.000000,5,0.160000,0.080000,0
5,10.662000,10.582000,-0.080000,0,2,2.782322,2.890850,2.828427,5,0.160000,0.080000,0
5,10.662000,10.582000,-0.080000,0,3,1.991192,1.890949,2.000000,5,0.160000,0.080000,0
6,10.702000,10.622000,-0.080000,0,1,2.004232,2.043600,2.000000,5,0.160000,0.080000,0
6,10.702000,10.622000,-0.080000,0,2,2.806161,2.929489,2.828427,5,0.160000,0.080000,0
6,10.702000,10.622000,-0.080000,0,3,1.978877,1.979946,2.000000,5,0.160000,0.080000,0
7,10.742000,10.662000,-0.080000,0,1,1.986744,1.938507,2.000000,5,0.160000,0.080000,0
7,10.742000,10.662000,-0.080000,0,2,2.802765,2.684545,2.828427,5,0.160000,0.080000,0
7,10.742000,10.662000,-0.080000,0,3,1.988634,2.061917,2.000000,5,0.160000,0.080000,0
8,10.782000,10.702000,-0.080000,0,1,1.964400,1.926979,2.000000,5,0.160000,0.080000,0
8,10.782000,10.702000,-0.080000,0,2,2.788775,2.729199,2.828427,5,0.160000,0.080000,0
8,10.782000,10.702000,-0.080000,0,3,1.993549,2.022052,2.000000,5,0.160000,0.080000,0
9,10.822000,10.742000,-0.080000,0,1,1.986704,1.975824,2.000000,5,0.160000,0.080000,0
9,10.822000,10.742000,-0.080000,0,2,2.787833,2.705082,2.828427,5,0.160000,0.080000,0
9,10.822000,10.742000,-0.080000,0,3,1.972615,1.908209,2.000000,5,0.160000,0.080000,0
10,10.862000,10.782000,-0.080000,0,1,1.979023,2.010202,2.000000,5,0.160000,0.080000,0
10,10.862000,10.782000,-0.080000,0,2,2.780769,2.855528,2.828427,5,0.160000,0.080000,0
10,10.862000,10.782000,-0.080000,0,3,2.007147,2.063610,2.000000,5,0.160000,0.080000,0
11,10.902000,10.822000,-0.080000,0,1,1.982726,2.062120,2.000000,5,0.160000,0.080000,0
11,10.902000,10.822000,-0.080000,0,2,2.729862,2.674959,2.828427,5,0.160000,0.080000,0
11,10.902000,10.822000,-0.080000,0,3,1.980273,1.845579,2.000000,5,0.160000,0.080000,0
12,10.942000,10.862000,-0.080000,0,1,2.017871,2.114232,2.000000,5,0.160000,0.080000,0
12,10.942000,10.862000,-0.080000,0,2,2.730145,2.685956,2.828427,5,0.160000,0.080000,0
12,10.942000,10.862000,-0.080000,0,3,1.971725,2.019177,2.000000,5,0.160000,0.080000,0
13,10.982000,10.902000,-0.080000,0,1,2.040148,2.038364,2.000000,5,0.160000,0.080000,0
13,10.982000,10.902000,-0.080000,0,2,2.756928,2.863116,2.828427,5,0.160000,0.080000,0
13,10.982000,10.902000,-0.080000,0,3,1.959357,1.960208,2.000000,5,0.160000,0.080000,0
14,11.022000,10.942000,-0.080000,0,1,2.054051,2.045337,2.000000,5,0.160000,0.080000,0
14,11.022000,10.942000,-0.080000,0,2,2.763835,2.739619,2.828427,5,0.160000,0.080000,0
14,11.022000,10.942000,-0.080000,0,3,1.990165,2.062249,2.000000,5,0.160000,0.080000,0
15,11.062000,10.982000,-0.080000,0,1,2.025430,1.867099,2.000000,5,0.160000,0.080000,0
15,11.062000,10.982000,-0.080000,0,2,2.752640,2.799553,2.828427,5,0.160000,0.080000,0
15,11.062000,10.982000,-0.080000,0,3,1.976979,1.997680,2.000000,5,0.160000,0.080000,0
16,11.102000,11.022000,-0.080000,0,1,2.008183,1.975884,2.000000,5,0.160000,0.080000,0
16,11.102000,11.022000,-0.080000,0,2,2.780945,2.816482,2.828427,5,0.160000,0.080000,0
16,11.102000,11.022000,-0.080000,0,3,2.009844,2.009906,2.000000,5,0.160000,0.080000,0
17,11.142000,11.062000,-0.080000,0,1,1.974103,1.943829,2.000000,5,0.160000,0.080000,0
17,11.142000,11.062000,-0.080000,0,2,2.833500,2.948730,2.828427,5,0.160000,0.080000,0
17,11.142000,11.062000,-0.080000,0,3,2.001198,1.975945,2.000000,5,0.160000,0.080000,0
18,11.182000,11.102000,-0.080000,0,1,1.977805,2.056877,2.000000,5,0.160000,0.080000,0
18,11.182000,11.102000,-0.080000,0,2,2.815381,2.772520,2.828427,5,0.160000,0.080000,0
18,11.182000,11.102000,-0.080000,0,3,2.011697,2.012703,2.000000,5,0.160000,0.080000,0
19,11.226000,11.142800,-0.083200,0,1,1.941759,1.865104,2.000000,5,0.164000,0.083200,0
19,11.226000,11.142800,-0.083200,0,2,2.837356,2.849495,2.828427,5,0.164000,0.083200,0
19,11.226000,11.142800,-0.083200,0,3,2.014715,2.077340,2.000000,5,0.164000,0.083200,0
20,11.262000,11.182800,-0.079200,0,1,1.972699,2.021800,2.000000,5,0.160000,0.079200,0
20,11.262000,11.182800,-0.079200,0,2,2.812979,2.677670,2.828427,5,0.160000,0.079200,0
20,11.262000,11.182800,-0.079200,0,3,1.994630,1.897257,2.000000,5,0.160000,0.079200,0
21,11.302000,11.222800,-0.079200,0,1,1.960123,1.913008,2.000000,5,0.160000,0.079200,0
21,11.302000,11.222800,-0.079200,0,2,2.841672,2.959945,2.828427,5,0.160000,0.079200,0
21,11.302000,11.222800,-0.079200,0,3,1.993372,2.003612,2.000000,5,0.160000,0.079200,0
22,11.342000,11.262800,-0.079200,0,1,1.954273,1.914577,2.000000,5,0.160000,0.079200,0
22,11.342000,11.262800,-0.079200,0,2,2.825827,2.869503,2.828427,5,0.160000,0.079200,0
22,11.342000,11.262800,-0.079200,0,3,1.996699,1.992581,2.000000,5,0.160000,0.079200,0
23,11.382000,11.302800,-0.079200,0,1,1.951059,2.040805,2.000000,5,0.156000,0.079200,0
23,11.382000,11.302800,-0.079200,0,2,2.838211,2.834443,2.828427,5,0.156000,0.079200,0
23,11.382000,11.302800,-0.079200,0,3,1.973345,1.895932,2.000000,5,0.156000,0.079200,0
24,11.422000,11.342000,-0.080000,0,1,1.968048,1.950049,2.000000,5,0.160000,0.080000,0
24,11.422000,11.342000,-0.080000,0,2,2.850741,2.912144,2.828427,5,0.160000,0.080000,0
24,11.422000,11.342000,-0.080000,0,3,1.962457,2.022905,2.000000,5,0.160000,0.080000,0
25,11.464000,11.382400,-0.081600,0,1,1.940986,1.886490,2.000000,5,0.162000,0.081600,0
25,11.464000,11.382400,-0.081600,0,2,2.882890,2.838415,2.828427,5,0.162000,0.081600,0
25,11.464000,11.382400,-0.081600,0,3,1.955126,1.860602,2.000000,5,0.162000,0.081600,0
26,11.502000,11.422400,-0.079600,0,1,1.975228,2.084222,2.000000,5,0.160000,0.079600,0
26,11.502000,11.422400,-0.079600,0,2,2.855305,2.822018,2.828427,5,0.160000,0.079600,0
26,11.502000,11.422400,-0.079600,0,3,1.922258,1.839270,2.000000,5,0.160000,0.079600,0
27,11.544000,11.462800,-0.081200,0,1,1.999808,2.037476,2.000000,5,0.162000,0.081200,0
27,11.544000,11.462800,-0.081200,0,2,2.855963,2.872796,2.828427,5,0.162000,0.081200,0
27,11.544000,11.462800,-0.081200,0,3,1.922437,1.993475,2.000000,5,0.162000,0.081200,0
28,11.582000,11.502800,-0.079200,0,1,1.980377,1.943648,2.000000,5,0.160000,0.079200,0
28,11.582000,11.502800,-0.079200,0,2,2.887276,2.991005,2.828427,5,0.160000,0.079200,0
28,11.582000,11.502800,-0.079200,0,3,1.949755,2.032525,2.000000,5,0.160000,0.079200,0
29,11.626000,11.543600,-0.082400,0,1,1.997171,2.034018,2.000000,5,0.162000,0.082400,0
29,11.626000,11.543600,-0.082400,0,2,2.853714,2.744335,2.828427,5,0.162000,0.082400,0
29,11.626000,11.543600,-0.082400,0,3,1.951241,2.030332,2.000000,5,0.162000,0.082400,0
30,11.664000,11.583600,-0.080400,0,1,2.028855,2.044912,2.000000,5,0.162000,0.080400,0
30,11.664000,11.583600,-0.080400,0,2,2.847932,2.809508,2.828427,5,0.162000,0.080400,0
30,11.664000,11.583600,-0.080400,0,3,1.940129,1.805043,2.000000,5,0.162000,0.080400,0
31,11.706000,11.624400,-0.081600,0,1,2.005571,1.967799,2.000000,5,0.162000,0.081600,0
31,11.706000,11.624400,-0.081600,0,2,2.811776,2.641238,2.828427,5,0.162000,0.081600,0
31,11.706000,11.624400,-0.081600,0,3,1.994088,2.109066,2.000000,5,0.162000,0.081600,0
32,11.742000,11.664000,-0.078000,0,1,1.956969,1.794469,2.000000,5,0.160000,0.078000,0
32,11.742000,11.664000,-0.078000,0,2,2.804149,2.834658,2.828427,5,0.160000,0.078000,0
32,11.742000,11.664000,-0.078000,0,3,1.985728,1.951673,2.000000,5,0.160000,0.078000,0
33,11.782000,11.704000,-0.078000,0,1,1.994991,2.133755,2.000000,5,0.156000,0.078000,0
