stamp,last_fuse_time,fuse_step,fuse_backtrack,dropped_fuse_count,rejected_fuse_count,oracle,com_dt_1,com_age_1,com_dt_2,com_age_2,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,uwb_stddev,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
14.700000000,0.000000000,0.000000000,0,0,95,0,0.202000000,0.202000000,0.150000000,0.150000000,-0.100000000,0.100000000,0.000000000,0.000000000,-0.048000000,0.048000000,0.004000000,0.004000000,0.012000000,0.012000000,1,0.050000000,1,2,1,1,1,1,2,0.003667494,0.016150529,0.361038984
14.800000000,14.700000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,0.148000000,0.148000000,-0.100000000,0.100000000,-0.020000000,0.020000000,-0.148000000,0.148000000,0.004000000,0.004000000,-0.008000000,0.008000000,1,0.050000000,1,2,1,1,1,1,2,-0.053686017,-0.010811418,0.428442042
14.900000000,14.800000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.010666667,0.010666667,-0.048000000,0.048000000,0.002000000,0.002000000,0.004000000,0.004000000,1,0.050000000,1,2,1,1,1,1,2,-0.055825289,-0.026346714,0.499409982
15.000000000,14.900000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.017333333,0.017333333,-0.048000000,0.048000000,0.004000000,0.004000000,0.016000000,0.016000000,1,0.050000000,1,2,1,1,1,1,2,-0.053039498,-0.006305087,0.553460778
15.100000000,15.000000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.000000000,0.000000000,-0.148000000,0.148000000,0.004000000,0.004000000,-0.006000000,0.006000000,1,0.050000000,1,2,1,1,1,1,2,-0.033010745,-0.043776283,0.624559717
15.200000000,15.100000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.020000000,0.020000000,-0.048000000,0.048000000,0.004000000,0.004000000,0.004000000,0.004000000,1,0.050000000,1,1,1,1,1,1,2,-0.023640300,-0.048677959,0.697116953
15.300000000,15.200000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.000000000,0.000000000,-0.148000000,0.148000000,0.004000000,0.004000000,0.018000000,0.018000000,1,0.050000000,1,1,1,1,1,1,2,-0.004895734,-0.079380970,0.782919183
15.400000000,15.300000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.020000000,0.020000000,-0.048000000,0.048000000,0.004000000,0.004000000,-0.004000000,0.004000000,1,0.050000000,1,1,1,1,1,1,2,0.023323908,-0.084706242,0.849041875
15.500000000,15.400000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.000000000,0.000000000,0.052000000,0.052000000,0.004000000,0.004000000,0.008000000,0.008000000,1,0.050000000,1,1,1,1,1,1,2,-0.014450389,-0.051513527,0.913804756
15.600000000,15.500000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.020000000,0.020000000,-0.048000000,0.048000000,0.002000000,0.002000000,-0.012000000,0.012000000,1,0.050000000,1,1,1,1,1,1,2,-0.066032990,-0.074823043,1.006849113
15.700000000,15.600000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.000400000,0.000400000,-0.048000000,0.048000000,0.004000000,0.004000000,0.000000000,0.000000000,1,0.050000000,1,1,1,1,1,1,2,-0.087921299,-0.080591656,1.094541845
15.800000000,15.700000000,0.100000000,0,0,95,0,-0.100000000,0.100000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.019600000,0.019600000,-0.148000000,0.148000000,0.002000000,0.002000000,0.016000000,0.016000000,1,0.050000000,1,1,1,1,1,1,2,-0.049940407,-0.037037683,1.168806733
