stamp,oracle,com_dt_0,com_age_0,com_dt_1,com_age_1,com_dt_2,com_age_2,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
38.473333333,0,-0.033333333,0.033333333,0.046666667,0.046666667,-0.013333333,0.013333333,-0.063333333,0.063333333,nan,nan,-0.035333333,0.035333333,0.010666667,0.010666667,0,0,0,0,0,0,0,0,-0.000154660,-0.199999940,0.223947692
38.573333333,0,-0.033333333,0.033333333,0.046666667,0.046666667,-0.013333333,0.013333333,-0.163333333,0.163333333,nan,nan,-0.037333333,0.037333333,0.000666667,0.000666667,0,0,0,0,0,0,0,0,0.000333644,-0.399999344,0.272167359
38.673333333,0,-0.033333333,0.033333333,0.046666667,0.046666667,-0.013333333,0.013333333,-0.263333333,0.263333333,nan,nan,0.004666667,0.004666667,0.000666667,0.000666667,0,0,0,0,0,0,0,0,0.002133741,-0.599239096,0.336067303
38.773333333,0,-0.033333333,0.033333333,0.046666667,0.046666667,-0.013333333,0.013333333,0.036666667,0.036666667,nan,nan,0.002666667,0.002666667,0.000666667,0.000666667,0,0,0,0,0,0,0,0,-0.059784005,-0.477112115,0.328315442
38.874000000,0,-0.032000000,0.032000000,0.046000000,0.046000000,-0.014000000,0.014000000,0.016000000,0.016000000,nan,nan,0.002000000,0.002000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,-0.024164756,-0.323655414,0.288680883
38.973333333,0,-0.033333333,0.033333333,0.046666667,0.046666667,-0.013333333,0.013333333,0.036666667,0.036666667,nan,nan,0.002666667,0.002666667,0.000666667,0.000666667,0,0,0,0,0,0,0,0,-0.017730264,-0.140475138,0.279429617
39.073333333,0,-0.033333333,0.033333333,0.046666667,0.046666667,-0.013333333,0.013333333,0.016666667,0.016666667,nan,nan,0.000666667,0.000666667,0.000666667,0.000666667,0,0,0,0,0,0,0,0,-0.023610744,-0.176257134,0.271606634
39.206666667,0,0.033333333,0.033333333,0.013333333,0.013333333,-0.046666667,0.046666667,0.003333333,0.003333333,nan,nan,-0.008666667,0.008666667,-0.000666667,0.000666667,0,0,0,0,0,0,0,0,0.048660197,-0.093486027,0.305944735
39.306666667,0,0.033333333,0.033333333,0.013333333,0.013333333,-0.046666667,0.046666667,-0.016666667,0.016666667,nan,nan,-0.008666667,0.008666667,-0.010666667,0.010666667,0,0,0,0,0,0,0,0,0.041180263,-0.097210226,0.336858738
39.373333333,0,-0.033333333,0.033333333,0.046666667,0.046666667,-0.013333333,0.013333333,-0.003333333,0.003333333,nan,nan,0.004666667,0.004666667,-0.003333333,0.003333333,0,0,0,0,0,0,0,0,0.039997171,-0.123278794,0.351701272
39.506666667,0,0.033333333,0.033333333,0.013333333,0.013333333,-0.046666667,0.046666667,-0.016666667,0.016666667,-0.314666667,0.314666667,-0.008666667,0.008666667,0.011333333,0.011333333,0,1,1,1,1,1,1,4,0.060856325,-0.060961390,0.256889692
39.606666667,0,0.033333333,0.033333333,0.013333333,0.013333333,-0.046666667,0.046666667,-0.036666667,0.036666667,-0.414666667,0.414666667,0.009333333,0.009333333,-0.010666667,0.010666667,0,1,1,1,1,1,1,4,0.044782428,-0.044682297,0.227603658
39.673333333,0,-0.033333333,0.033333333,0.046666667,0.046666667,-0.013333333,0.013333333,-0.023333333,0.023333333,-0.281333333,0.281333333,0.002666667,0.002666667,-0.003333333,0.003333333,0,1,1,1,1,1,1,4,0.062386228,-0.039016438,0.211334895
