stamp,self_id,target_id,com_global_x,com_global_y,com_global_z,gt_x,gt_y,gt_z,com_error_x,com_error_y,com_error_z,com_error_norm,com_stamp_dt
17.400000000,1,0,0.020599106,0.023949973,0.456868845,0.041218725,-0.027928966,0.552657508,-0.020619619,0.051878939,-0.095788663,0.110869567,0.202000000
17.400000000,1,2,2.035771972,2.000513882,0.423512482,2.046484936,1.968583112,0.500048738,-0.010712964,0.031930770,-0.076536256,0.083619018,0.000000000
17.400000000,1,3,0.030583205,1.990254741,0.297519738,0.049248011,1.989586474,0.394056758,-0.018664806,0.000668268,-0.096537020,0.098327096,0.262000000
17.500000000,1,0,-0.004233116,-0.048232292,0.505779759,0.042244200,-0.029098577,0.628960254,-0.046477317,-0.019133715,-0.123180495,0.133040123,-0.100000000
17.500000000,1,2,2.025565779,1.947196163,0.494827105,2.049517448,1.965790855,0.576666375,-0.023951669,-0.018594692,-0.081839270,0.087276062,0.000000000
17.500000000,1,3,0.035672511,1.984172273,0.362756080,0.054725180,1.988250056,0.467526518,-0.019052668,-0.004077783,-0.104770438,0.106566773,0.260000000
17.600000000,1,0,0.001818748,-0.020517909,0.581432953,0.042323396,-0.029692937,0.706679563,-0.040504648,0.009175028,-0.125246610,0.131952722,-0.100000000
17.600000000,1,2,2.001189824,1.973409958,0.571498996,2.051657912,1.963434575,0.655576295,-0.050468088,0.009975383,-0.084077298,0.098567379,0.000000000
17.600000000,1,3,0.041846683,1.985500237,0.432505354,0.059260449,1.987075043,0.544522525,-0.017413766,-0.001574806,-0.112017171,0.113373568,0.260000000
17.700000000,1,0,0.005127034,0.001874923,0.647936371,0.041691742,-0.029799474,0.772773625,-0.036564708,0.031674396,-0.124837253,0.133882729,-0.100000000
17.700000000,1,2,2.033985499,1.911095308,0.639184056,2.052754397,1.961774279,0.723091956,-0.018768897,-0.050678972,-0.083907900,0.099805638,0.000000000
17.700000000,1,3,0.040021735,1.996420383,0.481915540,0.062293884,1.986246906,0.611222361,-0.022272149,0.010173477,-0.129306822,0.131604720,-0.100000000
17.800000000,1,0,-0.014150816,-0.032823339,0.698936202,0.040444245,-0.029586288,0.840914923,-0.054595060,-0.003237052,-0.141978722,0.152148140,-0.100000000
17.800000000,1,2,2.010041183,1.878629569,0.729938075,2.053251644,1.960369558,0.792986150,-0.043210462,-0.081739989,-0.063048075,0.111909023,0.000000000
17.800000000,1,3,0.088102514,1.987487260,0.554997137,0.064651060,1.985575371,0.680736770,0.023451454,0.001911889,-0.125739633,0.127922169,-0.100000000
17.900000000,1,0,-0.020833461,-0.055051320,0.767041018,0.038313032,-0.028969291,0.920915995,-0.059146493,-0.026082029,-0.153874977,0.166901434,-0.100000000
17.900000000,1,2,2.035664647,1.852344423,0.783717987,2.053090841,1.959136593,0.875284186,-0.017426194,-0.106792169,-0.091566199,0.141748399,0.000000000
17.900000000,1,3,0.001070266,1.958779181,0.625412995,0.066463780,1.985052556,0.763220581,-0.065393514,-0.026273374,-0.137807586,0.154782210,-0.100000000
18.000000000,1,0,-0.026489518,-0.089419500,0.842593467,0.036505666,-0.028348113,0.975429228,-0.062995184,-0.061071387,-0.132835761,0.159196253,-0.100000000
18.000000000,1,2,1.997758799,1.876297994,0.866268522,2.052552386,1.958568978,0.931343886,-0.054793587,-0.082270984,-0.065075364,0.118345490,0.000000000
18.000000000,1,3,0.020715394,1.880964778,0.701822878,0.067132382,1.984886156,0.819728937,-0.046416988,-0.103921377,-0.117906059,0.163878089,-0.100000000
18.100000000,1,0,-0.049897948,-0.070386638,0.930321669,0.034334753,-0.027534530,1.032883034,-0.084232701,-0.042852108,-0.102561366,0.139464278,-0.100000000
18.100000000,1,2,1.991766169,1.941752130,0.946587310,2.051631730,1.958215031,0.990300888,-0.059865562,-0.016462901,-0.043713578,0.075932796,0.000000000
