seq,timestamp,self_id,target_id,filtered_distance,gt_distance
0,5.758000,1,0,2.066912,2.000000
0,5.758000,1,2,2.120164,2.000000
0,5.758000,1,3,2.717950,2.828427
1,5.758000,1,0,2.034082,2.000000
1,5.758000,1,2,2.114510,2.000000
1,5.758000,1,3,2.776797,2.828427
2,5.800000,1,0,2.050546,2.000000
2,5.800000,1,2,2.123280,2.000000
2,5.800000,1,3,2.753338,2.828427
3,5.838000,1,0,2.019032,2.000000
3,5.838000,1,2,2.078390,2.000000
3,5.838000,1,3,2.774300,2.828427
4,5.880000,1,0,2.014147,2.000000
4,5.880000,1,2,2.069360,2.000000
4,5.880000,1,3,2.779590,2.828427
5,5.918000,1,0,1.990967,2.000000
5,5.918000,1,2,2.051517,2.000000
5,5.918000,1,3,2.793038,2.828427
6,5.958000,1,0,1.992954,2.000000
6,5.958000,1,2,1.998125,2.000000
6,5.958000,1,3,2.812485,2.828427
7,5.998000,1,0,1.965946,2.000000
7,5.998000,1,2,1.992226,2.000000
7,5.998000,1,3,2.877758,2.828427
8,6.038000,1,0,1.987486,2.000000
8,6.038000,1,2,2.035220,2.000000
8,6.038000,1,3,2.882982,2.828427
9,6.078000,1,0,1.984509,2.000000
9,6.078000,1,2,2.034111,2.000000
9,6.078000,1,3,2.889295,2.828427
10,6.118000,1,0,1.994088,2.000000
10,6.118000,1,2,2.024878,2.000000
10,6.118000,1,3,2.906362,2.828427
11,6.158000,1,0,1.959651,2.000000
11,6.158000,1,2,2.076120,2.000000
11,6.158000,1,3,2.900713,2.828427
12,6.198000,1,0,1.970081,2.000000
12,6.198000,1,2,2.030259,2.000000
12,6.198000,1,3,2.844807,2.828427
13,6.238000,1,0,1.938370,2.000000
13,6.238000,1,2,2.003880,2.000000
13,6.238000,1,3,2.867570,2.828427
14,6.280000,1,0,1.938256,2.000000
14,6.280000,1,2,1.999728,2.000000
14,6.280000,1,3,2.866350,2.828427
15,6.318000,1,0,1.946977,2.000000
15,6.318000,1,2,2.012358,2.000000
15,6.318000,1,3,2.865482,2.828427
16,6.358000,1,0,1.987652,2.000000
16,6.358000,1,2,1.980669,2.000000
16,6.358000,1,3,2.837593,2.828427
17,6.398000,1,0,1.985610,2.000000
17,6.398000,1,2,1.998702,2.000000
17,6.398000,1,3,2.858570,2.828427
18,6.438000,1,0,2.014954,2.000000
18,6.438000,1,2,1.993737,2.000000
18,6.438000,1,3,2.805734,2.828427
19,6.478000,1,0,2.019867,2.000000
19,6.478000,1,2,1.991410,2.000000
19,6.478000,1,3,2.803535,2.828427
20,6.518000,1,0,1.993952,2.000000
