stamp,oracle,com_dt_1,com_age_1,com_dt_2,com_age_2,com_dt_3,com_age_3,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
10.538666667,0,0.001333333,0.001333333,0.001333333,0.001333333,-0.002666667,0.002666667,0.015333333,0.015333333,nan,nan,-0.002666667,0.002666667,-0.014666667,0.014666667,0,0,0,0,0,0,0,0,0.008776296,-0.005849817,0.197459016
10.637333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,nan,nan,-0.001333333,0.001333333,0.010666667,0.010666667,0,0,0,0,0,0,0,0,0.025736919,-0.029582971,0.300523652
10.737333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.016666667,0.016666667,nan,nan,-0.001333333,0.001333333,-0.009333333,0.009333333,0,0,0,0,0,0,0,0,-0.008571499,-0.007669784,0.322396975
10.837333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,nan,nan,-0.001333333,0.001333333,0.010666667,0.010666667,0,0,0,0,0,0,0,0,-0.005156022,-0.019285283,0.306132703
10.937333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.016666667,0.016666667,nan,nan,-0.001333333,0.001333333,-0.007333333,0.007333333,0,0,0,0,0,0,0,0,-0.032079153,-0.025371654,0.256131071
11.037333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,nan,nan,-0.001333333,0.001333333,-0.017333333,0.017333333,0,0,0,0,0,0,0,0,-0.006635817,0.009684793,0.249645138
11.137333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.018666667,0.018666667,nan,nan,-0.001333333,0.001333333,-0.001333333,0.001333333,0,0,0,0,0,0,0,0,-0.067416627,0.012528371,0.212972511
11.237333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,nan,nan,-0.001333333,0.001333333,0.004666667,0.004666667,0,0,0,0,0,0,0,0,-0.080536276,0.002610185,0.196185788
11.337333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.016666667,0.016666667,nan,nan,-0.001333333,0.001333333,0.016666667,0.016666667,0,0,0,0,0,0,0,0,-0.011471122,0.028347263,0.190511619
11.437333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,nan,nan,0.000666667,0.000666667,-0.001333333,0.001333333,0,0,0,0,0,0,0,0,-0.013895508,0.017204798,0.196369594
11.537333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.016666667,0.016666667,-0.149333333,0.149333333,-0.001333333,0.001333333,0.010666667,0.010666667,0,1,1,1,1,1,1,2,-0.007572440,-0.004649424,0.116819654
11.637333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,-0.049333333,0.049333333,-0.001333333,0.001333333,-0.011333333,0.011333333,0,1,1,1,1,1,1,2,0.003192677,0.003071204,0.033141119
11.737333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.016666667,0.016666667,-0.049333333,0.049333333,0.000666667,0.000666667,0.000666667,0.000666667,0,1,1,1,1,1,1,2,-0.043478206,0.007593010,0.033045584
11.838000000,0,0.000000000,0.000000000,0.002000000,0.002000000,-0.002000000,0.002000000,-0.004000000,0.004000000,-0.150000000,0.150000000,-0.002000000,0.002000000,0.008000000,0.008000000,0,1,1,1,1,1,1,2,-0.066915274,0.008647360,0.027314083
11.937333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.016666667,0.016666667,-0.049333333,0.049333333,0.000666667,0.000666667,-0.013333333,0.013333333,0,1,1,1,1,1,1,2,-0.073463574,0.008556875,0.031771612
12.037333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,-0.049333333,0.049333333,-0.001333333,0.001333333,-0.001333333,0.001333333,0,1,1,1,1,1,1,2,-0.075249322,0.016328130,0.028611701
12.137333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.016666667,0.016666667,-0.049333333,0.049333333,0.000666667,0.000666667,0.008666667,0.008666667,0,1,1,1,1,1,1,2,-0.079431220,0.019832597,0.030460053
12.237333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,-0.047333333,0.047333333,0.000666667,0.000666667,0.016666667,0.016666667,0,1,1,1,1,1,1,2,-0.054209853,0.024565374,0.038985994
12.338666667,0,0.001333333,0.001333333,0.001333333,0.001333333,-0.002666667,0.002666667,0.015333333,0.015333333,-0.046666667,0.046666667,-0.002666667,0.002666667,-0.002666667,0.002666667,0,1,1,1,1,1,1,2,-0.038446613,0.037254231,0.041128817
12.437333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,-0.045333333,0.045333333,0.000666667,0.000666667,0.010666667,0.010666667,0,1,1,1,1,1,1,2,-0.074724209,0.054230532,0.045512293
12.537333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,0.016666667,0.016666667,-0.045333333,0.045333333,0.000666667,0.000666667,-0.011333333,0.011333333,0,1,1,1,1,1,1,2,-0.103904515,0.045548051,0.044980570
12.637333333,0,0.000666667,0.000666667,0.000666667,0.000666667,-0.001333333,0.001333333,-0.003333333,0.003333333,-0.045333333,0.045333333,-0.001333333,0.001333333,0.000666667,0.000666667,0,1,1,1,1,1,1,2,-0.076710951,0.054747961,0.050860704
