stamp,last_fuse_time,fuse_step,fuse_backtrack,dropped_fuse_count,rejected_fuse_count,oracle,com_dt_0,com_age_0,com_dt_1,com_age_1,com_dt_2,com_age_2,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,uwb_stddev,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
16.900000000,0.000000000,0.000000000,0,0,87,0,0.000000000,0.000000000,0.122000000,0.122000000,-0.100000000,0.100000000,0.010000000,0.010000000,-0.126000000,0.126000000,0.002000000,0.002000000,0.008000000,0.008000000,1,0.050000000,1,2,1,1,1,1,4,-0.016322804,-0.034061324,0.389442386
17.000000000,16.900000000,0.100000000,0,0,87,0,0.000000000,0.000000000,0.124000000,0.124000000,-0.100000000,0.100000000,-0.010000000,0.010000000,-0.226000000,0.226000000,0.000000000,0.000000000,-0.014000000,0.014000000,1,0.050000000,1,2,1,1,1,1,4,-0.039336176,-0.059940676,0.459529207
17.100000000,17.000000000,0.100000000,0,0,87,0,0.000000000,0.000000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.010000000,0.010000000,-0.124000000,0.124000000,0.002000000,0.002000000,0.008000000,0.008000000,1,0.050000000,1,2,1,1,1,1,4,-0.001053319,-0.023964092,0.528554721
17.200000000,17.100000000,0.100000000,0,0,87,0,0.000000000,0.000000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.010000000,0.010000000,-0.118000000,0.118000000,0.002000000,0.002000000,-0.014000000,0.014000000,1,0.050000000,1,2,1,1,1,1,4,-0.000206190,-0.021241880,0.592851244
17.300000000,17.200000000,0.100000000,0,0,87,0,0.000000000,0.000000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.010000000,0.010000000,-0.026000000,0.026000000,0.004000000,0.004000000,-0.004000000,0.004000000,1,0.050000000,1,2,1,1,1,1,4,0.045779169,-0.026368855,0.667518955
17.400000000,17.300000000,0.100000000,0,0,87,0,0.000000000,0.000000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.008000000,0.008000000,-0.126000000,0.126000000,0.002000000,0.002000000,0.012000000,0.012000000,1,0.050000000,1,2,1,1,1,1,4,0.025043788,-0.007139859,0.747018563
17.500000000,17.400000000,0.100000000,0,0,87,0,0.000000000,0.000000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.010000000,0.010000000,-0.226000000,0.226000000,0.004000000,0.004000000,-0.006000000,0.006000000,1,0.050000000,1,2,1,1,1,1,4,0.016236081,0.019463188,0.821619831
17.600000000,17.500000000,0.100000000,0,0,87,0,0.000000000,0.000000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.010000000,0.010000000,-0.128000000,0.128000000,0.002000000,0.002000000,0.004000000,0.004000000,1,0.050000000,1,1,1,1,1,1,4,0.044792429,0.076457100,0.901360900
17.700000000,17.600000000,0.100000000,0,0,87,0,0.000000000,0.000000000,-0.200000000,0.200000000,-0.100000000,0.100000000,0.010000000,0.010000000,-0.228000000,0.228000000,0.002000000,0.002000000,0.016000000,0.016000000,1,0.050000000,1,1,1,1,1,1,4,0.079206899,0.106768146,0.982803208
17.800000000,17.700000000,0.100000000,0,0,87,0,0.000000000,0.000000000,-0.200000000,0.200000000,-0.100000000,0.100000000,-0.010000000,0.010000000,-0.130000000,0.130000000,0.002000000,0.002000000,-0.006000000,0.006000000,1,0.050000000,1,1,1,1,1,1,4,0.100043393,0.119188847,1.054028552
