6.536000000 0.001065536 0.000283680 -0.000229600 0.001110313 0.002039230 -0.000431584 -0.999997285
6.636000000 0.001499576 0.000487893 -0.000290431 0.001121861 0.002051242 -0.000441320 -0.999997243
6.736000000 0.001872882 0.000763476 -0.000469988 0.001127951 0.002047240 -0.000239984 -0.999997285
6.816000000 0.002359226 0.000094337 -0.000902884 0.001153816 0.002054866 -0.000176848 -0.999997201
6.836000000 0.002359226 0.000094337 -0.000902884 0.001153816 0.002054866 -0.000176848 -0.999997201
6.856000000 0.002608377 -0.000396497 -0.001052377 0.001160244 0.002054987 -0.000178028 -0.999997201
6.876000000 0.002608377 -0.000396497 -0.001052377 0.001160244 0.002054987 -0.000178028 -0.999997201
6.896000000 0.002801000 -0.000738742 -0.001080614 0.001151542 0.002060388 -0.000160748 -0.999997201
6.914000000 0.002801000 -0.000738742 -0.001080614 0.001151542 0.002060388 -0.000160748 -0.999997201
6.936000000 0.002989613 -0.001040145 -0.001086637 0.001149670 0.002060920 -0.000150717 -0.999997201
6.956000000 0.003157098 -0.001289196 -0.001040614 0.001150294 0.002063549 -0.000127874 -0.999997201
6.976000000 0.003157098 -0.001289196 -0.001040614 0.001150294 0.002063549 -0.000127874 -0.999997201
6.994000000 0.003302742 -0.001489440 -0.000894834 0.001158662 0.002067716 -0.000133100 -0.999997201
7.016000000 0.003478105 -0.001683463 -0.000732759 0.001157788 0.002068174 -0.000135460 -0.999997201
7.036000000 0.003478105 -0.001683463 -0.000732759 0.001157788 0.002068174 -0.000135460 -0.999997201
7.054000000 0.003601230 -0.001808343 -0.000629558 0.001168715 0.002068500 -0.000104271 -0.999997201
7.076000000 0.003601230 -0.001808343 -0.000629558 0.001168715 0.002068500 -0.000104271 -0.999997201
7.094000000 0.003718881 -0.001924344 -0.000284197 0.001175136 0.002065618 -0.000076117 -0.999997201
7.116000000 0.003841366 -0.002011201 0.000028567 0.001180424 0.002066664 -0.000077887 -0.999997201
7.136000000 0.003841366 -0.002011201 0.000028567 0.001180424 0.002066664 -0.000077887 -0.999997201
7.154000000 0.003938213 -0.002065591 0.000306289 0.001181746 0.002062631 -0.000091037 -0.999997201
7.174000000 0.003938213 -0.002065591 0.000306289 0.001181746 0.002062631 -0.000091037 -0.999997201
7.196000000 0.003884983 -0.001818314 0.000605952 0.001180903 0.002060226 -0.000164457 -0.999997201
7.216000000 0.003809083 -0.001491592 0.000975538 0.001182469 0.002064395 -0.000200788 -0.999997201
7.236000000 0.003809083 -0.001491592 0.000975538 0.001182469 0.002064395 -0.000200788 -0.999997201
7.256000000 0.003728096 -0.001087803 0.001409591 0.001184026 0.002065267 -0.000263755 -0.999997117
7.276000000 0.003728096 -0.001087803 0.001409591 0.001184026 0.002065267 -0.000263755 -0.999997117
7.296000000 0.003655924 -0.000764770 0.001665957 0.001190133 0.002064459 -0.000301097 -0.999997117
7.316000000 0.003613193 -0.000450954 0.001747324 0.001191936 0.002070046 -0.000274797 -0.999997117
7.334000000 0.003613193 -0.000450954 0.001747324 0.001191936 0.002070046 -0.000274797 -0.999997117
7.356000000 0.003594440 -0.000156441 0.001838356 0.001202976 0.002073027 -0.000180894 -0.999997201
7.376000000 0.003594440 -0.000156441 0.001838356 0.001202976 0.002073027 -0.000180894 -0.999997201
7.396000000 0.003604539 0.000127561 0.001965196 0.001209001 0.002072050 -0.000096179 -0.999997201
7.414000000 0.003604539 0.000127561 0.001965196 0.001209001 0.002072050 -0.000096179 -0.999997201
7.436000000 0.003629827 0.000414348 0.002172411 0.001208305 0.002072565 -0.000061956 -0.999997201
7.456000000 0.003640146 0.000769485 0.002435450 0.001207102 0.002074039 -0.000023939 -0.999997201
7.476000000 0.003640146 0.000769485 0.002435450 0.001207102 0.002074039 -0.000023939 -0.999997201
7.494000000 0.003646371 0.001067961 0.002676571 0.001214081 0.002074388 -0.000025372 -0.999997117
7.516000000 0.003665092 0.001359773 0.002841791 0.001217241 0.002065761 -0.000031526 -0.999997117
7.536000000 0.003665092 0.001359773 0.002841791 0.001217241 0.002065761 -0.000031526 -0.999997117
7.556000000 0.003691096 0.001638465 0.002983551 0.001217141 0.002063401 -0.000034139 -0.999997201
7.574000000 0.003691096 0.001638465 0.002983551 0.001217141 0.002063401 -0.000034139 -0.999997201
7.596000000 0.003749824 0.001796500 0.002776843 0.001219334 0.002062047 -0.000041894 -0.999997201
7.616000000 0.003829052 0.001946456 0.002447531 0.001217901 0.002060403 -0.000045771 -0.999997201
7.636000000 0.003829052 0.001946456 0.002447531 0.001217901 0.002060403 -0.000045771 -0.999997201
7.656000000 0.003919257 0.002162061 0.002201817 0.001219831 0.002063525 -0.000049565 -0.999997201
7.676000000 0.003919257 0.002162061 0.002201817 0.001219831 0.002063525 -0.000049565 -0.999997201
7.694000000 0.003988246 0.002353509 0.002033147 0.001207112 0.002066092 -0.000134617 -0.999997201
7.716000000 0.004066251 0.002556262 0.001867652 0.001206768 0.002069684 -0.000174066 -0.999997117
