stamp,oracle,com_dt_0,com_age_0,com_dt_1,com_age_1,com_dt_2,com_age_2,uwb_dt,uwb_age,camera_dt,camera_age,ins_dt,ins_age,gt_dt,gt_age,mission_stage,camera_msg_fresh,camera_raw_count,camera_valid_target,camera_angle_constraints,camera_xy_constraints,camera_used_in_cost,camera_target_mask,P_opt_x,P_opt_y,P_opt_z
6.864000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.158000000,0.158000000,-0.006000000,0.006000000,-0.018000000,0.018000000,0,1,1,1,1,1,1,4,-0.048163002,0.041568182,0.182178810
6.964000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.258000000,0.258000000,-0.006000000,0.006000000,-0.002000000,0.002000000,0,1,1,1,1,1,1,4,-0.049031460,0.069962294,0.222919086
7.064000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.030000000,0.030000000,-0.258000000,0.258000000,-0.006000000,0.006000000,0.016000000,0.016000000,0,1,1,1,1,1,1,4,-0.007191096,0.093950429,0.250297214
7.164000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.358000000,0.358000000,-0.006000000,0.006000000,0.000000000,0.000000000,0,1,1,1,1,1,1,4,0.039839008,0.097268342,0.277288656
7.264000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.030000000,0.030000000,-0.258000000,0.258000000,-0.006000000,0.006000000,0.016000000,0.016000000,0,1,1,1,1,1,1,4,0.029316223,0.109939810,0.313185405
7.364666667,0,0.007333333,0.007333333,-0.026666667,0.026666667,0.019333333,0.019333333,-0.010666667,0.010666667,-0.358666667,0.358666667,-0.006666667,0.006666667,-0.000666667,0.000666667,0,1,1,1,1,1,1,4,0.022585235,0.098470223,0.325935507
7.464000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.030000000,0.030000000,-0.258000000,0.258000000,-0.006000000,0.006000000,0.016000000,0.016000000,0,1,1,1,1,1,1,4,-0.012404891,0.085783740,0.347979345
7.565333333,0,0.010666667,0.010666667,-0.027333333,0.027333333,0.016666667,0.016666667,-0.011333333,0.011333333,-0.159333333,0.159333333,-0.007333333,0.007333333,-0.005333333,0.005333333,0,1,1,1,1,1,1,4,0.002097822,0.082525270,0.345239367
7.664000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.258000000,0.258000000,-0.006000000,0.006000000,0.006000000,0.006000000,0,1,1,1,1,1,1,4,-0.038919518,0.077689478,0.360629925
7.765333333,0,0.008666667,0.008666667,-0.027333333,0.027333333,0.018666667,0.018666667,-0.011333333,0.011333333,-0.259333333,0.259333333,0.008666667,0.008666667,-0.015333333,0.015333333,0,1,1,1,1,1,1,4,-0.041667483,0.085102214,0.351819858
7.864000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.358000000,0.358000000,-0.006000000,0.006000000,0.010000000,0.010000000,0,1,1,1,1,1,1,4,-0.049295682,0.074985263,0.354384078
7.964000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.458000000,0.458000000,-0.008000000,0.008000000,-0.014000000,0.014000000,0,1,1,1,1,1,1,4,-0.071659685,0.050387632,0.345890388
8.064000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.358000000,0.358000000,-0.008000000,0.008000000,0.000000000,0.000000000,0,1,1,1,1,1,1,4,-0.043926006,0.051269578,0.327242696
8.164000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.356000000,0.356000000,-0.008000000,0.008000000,-0.018000000,0.018000000,0,1,1,1,1,1,1,4,-0.048128354,0.051758181,0.319247070
8.264000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.456000000,0.456000000,-0.008000000,0.008000000,-0.006000000,0.006000000,0,1,1,1,1,1,1,4,-0.069487899,0.034342573,0.297999428
8.364000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.258000000,0.258000000,-0.008000000,0.008000000,0.004000000,0.004000000,0,1,1,1,1,1,1,4,-0.046196370,0.026777269,0.292251553
8.464000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.258000000,0.258000000,-0.008000000,0.008000000,0.016000000,0.016000000,0,1,1,1,1,1,1,4,-0.037869674,0.038303051,0.283032354
8.564666667,0,0.007333333,0.007333333,-0.026666667,0.026666667,0.019333333,0.019333333,-0.010666667,0.010666667,-0.256666667,0.256666667,-0.008666667,0.008666667,-0.004666667,0.004666667,0,1,1,1,1,1,1,4,-0.053019383,0.051812206,0.287224934
8.664666667,0,0.007333333,0.007333333,-0.026666667,0.026666667,0.019333333,0.019333333,0.009333333,0.009333333,-0.356666667,0.356666667,-0.008666667,0.008666667,0.007333333,0.007333333,0,1,1,1,1,1,1,4,-0.095176174,0.052464496,0.298452660
8.764000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.258000000,0.258000000,-0.008000000,0.008000000,-0.010000000,0.010000000,0,1,1,1,1,1,1,4,-0.141950187,0.042463877,0.300574823
8.864666667,0,0.007333333,0.007333333,-0.026666667,0.026666667,0.019333333,0.019333333,0.009333333,0.009333333,-0.258666667,0.258666667,-0.006666667,0.006666667,-0.000666667,0.000666667,0,1,1,1,1,1,1,4,-0.091907530,0.043191159,0.299244446
8.964000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.358000000,0.358000000,-0.006000000,0.006000000,0.014000000,0.014000000,0,1,1,1,1,1,1,4,-0.058232078,0.042404649,0.302782059
9.064000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.258000000,0.258000000,-0.006000000,0.006000000,-0.008000000,0.008000000,0,1,1,1,1,1,1,4,-0.033645078,0.058704356,0.307826602
9.164000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.158000000,0.158000000,-0.006000000,0.006000000,0.004000000,0.004000000,0,1,1,1,1,1,1,4,-0.020531840,0.061893445,0.330988936
9.264000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.158000000,0.158000000,-0.008000000,0.008000000,-0.014000000,0.014000000,0,1,1,1,1,1,1,4,-0.057525222,0.054861038,0.339595383
9.364000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.158000000,0.158000000,-0.006000000,0.006000000,-0.004000000,0.004000000,0,1,1,1,1,1,1,4,-0.082811094,0.072421045,0.353379659
9.464000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.158000000,0.158000000,-0.006000000,0.006000000,0.002000000,0.002000000,0,1,1,1,1,1,1,4,-0.103575093,0.081748882,0.369043584
9.564000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.158000000,0.158000000,-0.006000000,0.006000000,0.014000000,0.014000000,0,1,1,1,1,1,1,4,-0.101768672,0.087797457,0.375234215
9.664000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.258000000,0.258000000,-0.006000000,0.006000000,-0.004000000,0.004000000,0,1,1,1,1,1,1,4,-0.083455526,0.080720589,0.371845870
9.764000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.258000000,0.258000000,-0.006000000,0.006000000,0.004000000,0.004000000,0,1,1,1,1,1,1,4,-0.085934063,0.065874800,0.377841456
9.864000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.358000000,0.358000000,-0.006000000,0.006000000,-0.016000000,0.016000000,0,1,1,1,1,1,1,4,-0.107001741,0.061979150,0.389885067
9.965333333,0,0.006666667,0.006666667,-0.023333333,0.023333333,0.016666667,0.016666667,-0.011333333,0.011333333,-0.259333333,0.259333333,-0.009333333,0.009333333,-0.009333333,0.009333333,0,1,1,1,1,1,1,4,-0.105148315,0.077084262,0.391338730
10.064000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.258000000,0.258000000,-0.008000000,0.008000000,0.002000000,0.002000000,0,1,1,1,1,1,1,4,-0.090060720,0.063796840,0.386848969
10.164000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.358000000,0.358000000,-0.008000000,0.008000000,0.014000000,0.014000000,0,1,1,1,1,1,1,4,-0.082797094,0.055960481,0.380273187
10.264000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.458000000,0.458000000,-0.006000000,0.006000000,-0.008000000,0.008000000,0,1,1,1,1,1,1,4,-0.092715641,0.059435192,0.383699498
10.364000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.456000000,0.456000000,-0.008000000,0.008000000,0.006000000,0.006000000,0,1,1,1,1,1,1,4,-0.074592248,0.068986909,0.393733339
10.464666667,0,0.007333333,0.007333333,-0.026666667,0.026666667,0.019333333,0.019333333,0.009333333,0.009333333,-0.258666667,0.258666667,-0.006666667,0.006666667,0.015333333,0.015333333,0,1,1,1,1,1,1,4,-0.110179195,0.073576848,0.399426572
10.564000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.358000000,0.358000000,-0.006000000,0.006000000,-0.008000000,0.008000000,0,1,1,1,1,1,1,4,-0.123905784,0.068931459,0.398040924
10.664000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.258000000,0.258000000,-0.006000000,0.006000000,0.000000000,0.000000000,0,1,1,1,1,1,1,4,-0.109697418,0.066855820,0.390714797
10.764000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,-0.010000000,0.010000000,-0.358000000,0.358000000,-0.008000000,0.008000000,0.016000000,0.016000000,1,1,1,1,1,1,1,4,-0.114171561,0.052723193,0.391834532
10.864000000,0,0.008000000,0.008000000,-0.026000000,0.026000000,0.018000000,0.018000000,0.010000000,0.010000000,-0.258000000,0.258000000,-0.006000000,0.006000000,-0.008000000,0.008000000,1,1,1,1,1,1,1,4,-0.068880562,0.074475012,0.381866951
