stamp,phase,self_id,target_id,uwb_dt,camera_dt,com_dt,rel_gt_x,rel_gt_y,rel_gt_z,rel_pred_x,rel_pred_y,rel_pred_z,uwb_meas,uwb_pred,uwb_residual,alpha_meas,alpha_pred,alpha_residual,theta_meas,theta_pred,theta_residual,xy_residual_x,xy_residual_y,cost_uwb,cost_angle,cost_xy,cost_ins,cam_target_valid,angle_constraint_valid,xy_constraint_valid
50.800000000,pre,3,0,-0.013600000,-0.010000000,0.000000000,0.026310801,-1.993262731,0.135432433,0.038186446,-1.975583600,0.111293445,1.989299925,1.979084384,0.010215542,nan,nan,nan,nan,nan,nan,nan,nan,0.041742916,nan,nan,0.000000000,0,0,0
50.800000000,pre,3,1,-0.013600000,-0.010000000,-0.100000000,1.968868971,-1.993738920,0.147962413,1.966281270,-2.008132595,0.124176844,2.815911612,2.813232739,0.002678873,nan,nan,nan,nan,nan,nan,nan,nan,0.002870544,nan,nan,0.000000000,0,0,0
50.800000000,pre,3,2,-0.013600000,-0.010000000,0.000000000,2.026055740,0.020192865,0.049294215,2.048241142,0.010872121,0.035886975,2.002979320,2.048584354,-0.045605034,0.011584125,0.005307978,0.006276146,0.020491477,0.017518835,0.002972643,-0.045816696,0.012325251,0.831927637,0.059197927,0.890201480,0.000000000,1,1,1
50.800000000,post,3,0,-0.013600000,-0.010000000,0.000000000,0.026310801,-1.993262731,0.135432433,0.001408854,-1.978809429,0.111293445,1.989299925,1.981937177,0.007362749,nan,nan,nan,nan,nan,nan,nan,nan,0.021684026,nan,nan,0.000000000,0,0,0
50.800000000,post,3,1,-0.013600000,-0.010000000,-0.100000000,1.968868971,-1.993738920,0.147962413,1.929503679,-2.011358424,0.124176844,2.815911612,2.789976173,0.025935439,nan,nan,nan,nan,nan,nan,nan,nan,0.269058795,nan,nan,0.000000000,0,0,0
50.800000000,post,3,2,-0.013600000,-0.010000000,0.000000000,2.026055740,0.020192865,0.049294215,2.011463551,0.007646292,0.035886975,2.002979320,2.011798190,-0.008818870,0.011584125,0.003801339,0.007782785,0.020491477,0.017839204,0.002652273,-0.009039104,0.015551079,0.031108984,0.086468557,0.113876667,0.000000000,1,1,1
50.900000000,pre,3,0,0.006800000,-0.010000000,0.000000000,0.027418004,-1.992869359,0.136136505,0.038286461,-1.969558415,0.144359691,1.946937671,1.975212881,-0.028275210,nan,nan,nan,nan,nan,nan,nan,nan,0.319795008,nan,nan,0.000000000,0,0,0
50.900000000,pre,3,1,0.006800000,-0.010000000,-0.100000000,1.968306155,-1.992971076,0.149535055,1.954301596,-1.981819732,0.181835641,2.844200547,2.789259467,0.054941080,nan,nan,nan,nan,nan,nan,nan,nan,1.207408895,nan,nan,0.000000000,0,0,0
50.900000000,pre,3,2,0.006800000,-0.010000000,0.000000000,2.027523956,0.021752735,0.051828192,2.015680553,0.018003115,0.073974273,2.069194830,2.017117844,0.052076986,-0.006293404,0.008931294,-0.015224699,0.022853823,0.036681478,-0.013827655,0.052932967,-0.031021908,1.084805009,0.445263201,1.422746675,0.000000000,1,1,1
50.900000000,post,3,0,0.006800000,-0.010000000,0.000000000,0.027418004,-1.992869359,0.136136505,0.092513009,-1.979422252,0.144359691,1.946937671,1.986834373,-0.039896703,nan,nan,nan,nan,nan,nan,nan,nan,0.636698754,nan,nan,0.048605020,0,0,0
50.900000000,post,3,1,0.006800000,-0.010000000,-0.100000000,1.968306155,-1.992971076,0.149535055,2.008528144,-1.991683568,0.181835641,2.844200547,2.834440498,0.009760049,nan,nan,nan,nan,nan,nan,nan,nan,0.038103420,nan,nan,0.048605020,0,0,0
50.900000000,post,3,2,0.006800000,-0.010000000,0.000000000,2.027523956,0.021752735,0.051828192,2.069907101,0.008139279,0.073974273,2.069194830,2.071244516,-0.002049686,-0.006293404,0.003932175,-0.010225579,0.022853823,0.035722488,-0.012868665,-0.001293581,-0.021158072,0.001680485,0.256102210,0.141548035,0.048605020,1,1,1
51.000000000,pre,3,0,-0.013600000,-0.010000000,0.000000000,0.028614260,-1.992502826,0.135914117,0.101207577,-1.960112229,0.117802728,1.965740022,1.966255428,-0.000515406,nan,nan,nan,nan,nan,nan,nan,nan,0.000106257,nan,nan,0.000000000,0,0,0
51.000000000,pre,3,1,-0.013600000,-0.010000000,-0.100000000,1.967967917,-1.991977960,0.150411588,2.051608316,-1.953500279,0.188096727,2.870589157,2.839126697,0.031462460,nan,nan,nan,nan,nan,nan,nan,nan,0.395954551,nan,nan,0.000000000,0,0,0
51.000000000,pre,3,2,-0.013600000,-0.010000000,0.000000000,2.029179527,0.023735294,0.054832928,2.102558354,0.019659282,0.092599377,2.051117973,2.104688281,-0.053570309,0.014126317,0.009349899,0.004776417,0.024721347,0.044010925,-0.019289578,-0.052271702,0.009305643,1.147911197,0.289763672,1.119669816,0.000000000,1,1,1
51.000000000,post,3,0,-0.013600000,-0.010000000,0.000000000,0.028614260,-1.992502826,0.135914117,0.067220713,-1.968149884,0.117802728,1.965740022,1.972817800,-0.007077778,nan,nan,nan,nan,nan,nan,nan,nan,0.020037976,nan,nan,0.019515373,0,0,0
51.000000000,post,3,1,-0.013600000,-0.010000000,-0.100000000,1.967967917,-1.991977960,0.150411588,2.017621452,-1.961537934,0.188096727,2.870589157,2.820249593,0.050339564,nan,nan,nan,nan,nan,nan,nan,nan,1.013628671,nan,nan,0.019515373,0,0,0
51.000000000,post,3,2,-0.013600000,-0.010000000,0.000000000,2.029179527,0.023735294,0.054832928,2.068571489,0.011621627,0.092599377,2.051117973,2.070675666,-0.019557693,0.014126317,0.005618131,0.008508186,0.024721347,0.044734320,-0.020012973,-0.018284837,0.017343298,0.153001348,0.376319120,0.229957361,0.019515373,1,1,1
51.100000000,pre,3,0,0.006400000,-0.010000000,0.000000000,0.029270005,-1.992332419,0.134910287,0.052601580,-1.966472256,0.103220734,2.060553980,1.969881870,0.090672110,nan,nan,nan,nan,nan,nan,nan,nan,3.288572621,nan,nan,0.000000000,0,0,0
51.100000000,pre,3,1,0.006400000,-0.010000000,-0.100000000,1.968029548,-1.991235618,0.150273618,1.974314244,-1.970192782,0.175843771,2.841819489,2.794726706,0.047092783,nan,nan,nan,nan,nan,nan,nan,nan,0.887092080,nan,nan,0.000000000,0,0,0
51.100000000,pre,3,2,0.006400000,-0.010000000,0.000000000,2.030210705,0.025210801,0.056850771,2.077124800,0.015768970,0.084450843,2.025831988,2.078900681,-0.053068693,0.003345332,0.007591584,-0.004246252,0.024089517,0.040634018,-0.016544501,-0.051891916,-0.008993869,1.126514465,0.214840426,1.102816441,0.000000000,1,1,1
