stamp,flow_imu_dt,flow_gt_dt,flow_x,flow_y,gyro_x,gyro_y,tof_raw,tof_noise,tof_meas,pz_meas,vx_body_raw,vy_body_raw,vx_noise_std,vy_noise_std,vx_noise,vy_noise,vx_body_meas,vy_body_meas,gt_vx_body,gt_vy_body,est_vx_body,est_vy_body,meas_minus_gt_vx,meas_minus_gt_vy,meas_minus_est_vx,meas_minus_est_vy,velocity_update_accepted,velocity_nis,attitude_update_enabled,recovery_update,dtheta_x,dtheta_y,dtheta_z,height_update_accepted
6.528000000,0.000000000,0.022000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.050000000,0.050000000,0.074403354,-0.002373269,0.074403354,-0.002373269,0.001086600,0.000774483,0.000039222,0.000066869,0.073316755,-0.003147752,0.074364132,-0.002440139,1,0.002764534,0,0,0.000000000,0.000000000,0.000000000,1
6.628000000,0.000000000,0.020000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.050000000,0.050000000,-0.075972294,-0.026951255,-0.075972294,-0.026951255,0.001003760,0.003279425,0.074310515,-0.002370223,-0.076976054,-0.030230680,-0.150282809,-0.024581032,1,4.640726783,0,0,-0.000000000,-0.000000000,-0.000000000,1
6.726000000,0.000000000,0.018000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.050000000,0.050000000,0.038935726,-0.057660259,0.038935726,-0.057660259,0.001474050,0.003238985,-0.000783955,-0.014653062,0.037461677,-0.060899244,0.039719682,-0.043007197,1,0.914129548,0,0,0.000000000,0.000000000,0.000000000,1
6.826000000,0.000000000,0.018000000,-0.000010520,0.000000000,0.000000000,0.000000000,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.050000000,0.050000000,0.011025817,-0.034560696,0.011025817,-0.034560696,0.002350484,0.003124350,0.012450424,-0.028982824,0.008675334,-0.037685047,-0.001424607,-0.005577872,1,0.009943685,0,0,-0.000000000,-0.000000000,-0.000000000,1
6.926000000,0.000000000,0.018000000,-0.000010520,0.000000000,0.000045810,-0.000010155,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.050000000,0.050000000,0.093009878,-0.018871145,0.093009878,-0.018871145,0.000432371,0.003057584,0.009265137,-0.030966261,0.092577507,-0.021928729,0.083744741,0.012095116,1,1.222207687,0,0,0.000000000,0.000000000,0.000000000,1
7.028000000,0.000000000,0.022000000,-0.000010520,0.000000000,0.000578442,-0.000010155,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.050000000,0.050000000,-0.062761698,0.073741725,-0.062761698,0.073741725,0.000405052,0.002808300,0.058133046,-0.021608854,-0.063166750,0.070933424,-0.120894744,0.095350578,1,2.612605436,0,0,0.000000000,0.000000000,0.000000000,1
7.128000000,0.000000000,0.020000000,-0.000010520,0.000000000,-0.000220506,-0.000010155,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.050000000,0.050000000,0.007402603,0.058750411,0.007402603,0.058750411,0.000271176,0.001948687,-0.029387189,0.048850752,0.007131427,0.056801724,0.036789792,0.009899659,1,0.161029636,0,0,0.000000000,0.000000000,0.000000000,1
7.228000000,0.000000000,0.020000000,-0.000010520,0.000000000,-0.000220506,-0.000542788,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.050000000,0.050000000,-0.043898541,-0.031183073,-0.043898541,-0.031183073,0.000803274,0.001615548,-0.001309311,0.058218004,-0.044701814,-0.032798621,-0.042589229,-0.089401078,1,1.106328763,0,0,-0.000000000,-0.000000000,-0.000000000,1
7.328000000,0.000000000,0.020000000,-0.000010520,0.000000000,-0.000220506,0.000256161,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.050000000,0.050000000,-0.005168556,-0.113535017,-0.005168556,-0.113535017,0.001769225,0.002032134,-0.030097377,-0.002662309,-0.006937781,-0.115567151,0.024928821,-0.110872708,1,1.464997936,0,0,0.000000000,0.000000000,0.000000000,1
7.428000000,0.000000000,0.020000000,-0.000010520,0.000000000,-0.001285771,-0.000276471,0.200000003,0.000000000,0.000000000,0.000000000,0.000000000,-0.000000000,0.050000000,0.050000000,-0.078211456,0.103435465,-0.078211456,0.103435465,0.001242835,0.004024583,-0.011570145,-0.078503224,-0.079454291,0.099410882,-0.066641312,0.181938689,1,4.249538885,0,0,0.000000000,0.000000000,0.000000000,1
7.528000000,0.000000000,0.020000000,-0.000010520,0.000000000,0.000312126,0.000522477,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,0.000000000,0.050000000,0.050000000,-0.048839694,0.045963885,-0.048839694,0.045963885,0.000981201,0.003809672,-0.058309013,0.052340568,-0.049820895,0.042154212,0.009469319,-0.006376683,1,0.014771455,0,0,0.000000000,0.000000000,0.000000000,1
7.628000000,0.000000000,0.020000000,-0.000010520,0.000000000,0.000312126,-0.000010155,0.200000003,0.000000000,0.000000000,0.000000000,-0.000000000,-0.000000000,0.050000000,0.050000000,0.090915960,0.043112508,0.090915960,0.043112508,0.000322690,0.004817101,-0.052285167,0.047610398,0.090593271,0.038295407,0.143201127,-0.004497890,1,2.325084873,0,0,0.000000000,0.000000000,0.000000000,1
