stamp,self_id,target_id,com_global_x,com_global_y,com_global_z,gt_x,gt_y,gt_z,com_error_x,com_error_y,com_error_z,com_error_norm,com_stamp_dt
32.900000000,2,0,0.015478253,-0.019532413,0.405969521,0.028957933,0.022735120,0.500453437,-0.013479681,-0.042267533,-0.094483916,0.104381304,0.000000000
32.900000000,2,1,1.959258270,-0.007547530,0.518789129,1.993298285,0.037519846,0.591105209,-0.034040015,-0.045067376,-0.072316080,0.091757324,0.192000000
32.900000000,2,3,0.035531967,1.992588367,0.426436666,0.016294263,2.011723886,0.514242858,0.019237703,-0.019135519,-0.087806192,0.091903127,0.192000000
33.000000000,2,0,0.040458038,-0.005489211,0.472845011,0.029911647,0.023717053,0.550457012,0.010546391,-0.029206264,-0.077612001,0.083593390,0.000000000
33.000000000,2,1,1.959096921,-0.006851941,0.587894121,1.992706814,0.038298355,0.641804159,-0.033609893,-0.045150296,-0.053910038,0.077938862,0.192000000
33.000000000,2,3,0.034984906,1.991844500,0.491576306,0.016569192,2.012026657,0.564185110,0.018415714,-0.020182156,-0.072608804,0.077578969,0.194000000
33.100000000,2,0,0.055706339,-0.015808937,0.549852057,0.030854340,0.024843495,0.630465676,0.024852000,-0.040652432,-0.080613619,0.093641858,0.000000000
33.100000000,2,1,1.984987055,-0.040078983,0.645002769,1.991779127,0.039000364,0.722016934,-0.006792072,-0.079079347,-0.077014165,0.110593205,-0.100000000
33.100000000,2,3,0.044961080,1.984618639,0.552586724,0.016647841,2.012267854,0.643582705,0.028313240,-0.027649215,-0.090995981,0.099228964,-0.100000000
33.200000000,2,0,0.109538046,-0.002740038,0.629168844,0.031139585,0.025450023,0.712426239,0.078398461,-0.028190061,-0.083257395,0.117782817,0.000000000
33.200000000,2,1,2.013683040,-0.040837107,0.719188726,1.990860271,0.039105771,0.803427437,0.022822769,-0.079942878,-0.084238711,0.118354987,-0.100000000
33.200000000,2,3,0.069003215,1.987217300,0.620679311,0.016398075,2.012263892,0.724458124,0.052605140,-0.025046593,-0.103778812,0.119015438,-0.100000000
33.300000000,2,0,0.109122136,-0.031382858,0.688757864,0.030956549,0.025545391,0.770327672,0.078165587,-0.056928249,-0.081569808,0.126508173,0.000000000
33.300000000,2,1,2.033838993,-0.069995526,0.790000627,1.990229903,0.038863280,0.860498846,0.043609090,-0.108858806,-0.070498219,0.136828328,-0.100000000
33.300000000,2,3,0.126782579,1.948723367,0.689845268,0.016082544,2.012143487,0.781421608,0.110700035,-0.063420120,-0.091576340,0.157044056,-0.100000000
33.400000000,2,0,0.145807058,-0.009991968,0.767345989,0.030206010,0.025220769,0.852744745,0.115601048,-0.035212737,-0.085398757,0.147974615,0.000000000
33.400000000,2,1,2.086796357,-0.025485592,0.855160573,1.989378339,0.038154704,0.941250137,0.097418019,-0.063640296,-0.086089564,0.144747265,-0.100000000
33.400000000,2,3,0.141350305,1.986385569,0.761568600,0.015481200,2.011829297,0.862240164,0.125869106,-0.025443729,-0.100671564,0.163172237,-0.100000000
33.500000000,2,0,0.179863292,-0.062730068,0.829477706,0.028932595,0.024389030,0.937199628,0.150930697,-0.087119098,-0.107721922,0.204875145,0.000000000
33.500000000,2,1,2.113125816,-0.047557776,0.930998677,1.988572300,0.037034616,1.023409373,0.124553516,-0.084592392,-0.092410696,0.176661223,-0.100000000
33.500000000,2,3,0.152398869,1.964119995,0.829207144,0.014679280,2.011320263,0.944763089,0.137719589,-0.047200268,-0.115555945,0.185870188,-0.100000000
33.600000000,2,0,0.172650190,-0.067407799,0.893778241,0.027778661,0.023542139,0.995967610,0.144871529,-0.090949937,-0.102189369,0.199254405,0.000000000
33.600000000,2,1,2.124261672,-0.068160921,1.009023588,1.988042365,0.036021685,1.080462420,0.136219307,-0.104182606,-0.071438832,0.185777345,-0.100000000
33.600000000,2,3,0.170173811,1.948421396,0.909074140,0.013999864,2.010837176,1.002203513,0.156173948,-0.062415779,-0.093129373,0.192247527,-0.100000000
33.700000000,2,0,0.172400102,-0.071263850,0.963804303,0.025725712,0.021960643,1.081461290,0.146674390,-0.093224492,-0.117656987,0.209874603,-0.100000000
33.700000000,2,1,2.104027416,-0.053802475,1.077985262,1.987292378,0.034171559,1.163370698,0.116735039,-0.087974034,-0.085385436,0.169284295,-0.100000000
33.700000000,2,3,0.140217617,1.954022121,0.980220484,0.012837820,2.009932742,1.085957783,0.127379797,-0.055910621,-0.105737299,0.174734045,-0.100000000
33.800000000,2,0,0.114317661,-0.047401581,1.035824434,0.023329523,0.020107462,1.164739117,0.090988139,-0.067509043,-0.128914682,0.171625486,0.000000000
33.800000000,2,1,2.074913481,-0.048152744,1.136685998,1.986585495,0.031923288,1.244190409,0.088327987,-0.080076032,-0.107504411,0.160534116,-0.100000000
33.800000000,2,3,0.146584389,1.938860206,1.067395729,0.011526376,2.008820791,1.167806936,0.135058013,-0.069960585,-0.100411207,0.182256854,-0.100000000
33.900000000,2,0,0.127411693,0.014854204,1.112428615,0.021574474,0.018772638,1.219329102,0.105837219,-0.003918434,-0.106900487,0.150481178,0.000000000
33.900000000,2,1,2.071533443,0.013702872,1.217230493,1.986150981,0.030227529,1.297191617,0.085382462,-0.016524658,-0.079961124,0.118139792,-0.100000000
33.900000000,2,3,0.109626462,1.995745436,1.122054330,0.010578418,2.007978295,1.221606296,0.099048044,-0.012232859,-0.099551966,0.140963654,-0.100000000
34.000000000,2,0,0.109252825,-0.005847184,1.192848320,0.018741294,0.016658280,1.301163851,0.090511531,-0.022505464,-0.108315531,0.142937354,0.000000000
34.000000000,2,1,2.037476383,0.021109750,1.284413278,1.985551943,0.027385442,1.376685952,0.051924440,-0.006275692,-0.092272675,0.106064972,-0.100000000
34.000000000,2,3,0.088294395,1.964094067,1.202954873,0.009030534,2.006589900,1.302338326,0.079263861,-0.042495833,-0.099383453,0.134036287,-0.100000000
34.100000000,2,0,0.099780619,0.014514998,1.257030789,0.016589891,0.015057698,1.360460942,0.083190728,-0.000542700,-0.103430153,0.132735784,0.000000000
34.100000000,2,1,2.043754048,0.004910226,1.348616281,1.985142421,0.025120095,1.434273381,0.058611626,-0.020209869,-0.085657100,0.105739777,-0.100000000
